#qTcut         central scale                 minimum (complete)            maximum (complete)            
#              xiR=1  xiF=1                  xiR=2  xiF=2                  xiR=0.5  xiF=0.5              µR=xiR*mWbb  µF=xiF*mWbb
0              23691.229      50.793242      21288.024      35.441379      26435.942      75.482805      
0.01           23658.140      34.304584      21264.503      24.719115      26388.311      49.607552               -10.12%          11.54%
0.02           23668.725      29.227283      21273.746      21.214138      26400.085      42.025072               -10.12%          11.54%
0.03           23662.591      27.920046      21270.849      20.290983      26388.515      40.133986               -10.11%          11.52%
0.04           23647.324      27.027391      21260.555      19.720030      26365.110      38.655349               -10.09%          11.49%
0.05           23632.034      26.220346      21250.763      19.157158      26340.842      37.456290               -10.08%          11.46%
0.06           23619.412      25.707983      21243.099      18.796239      26320.077      36.700772               -10.06%          11.43%
0.07           23623.947      25.670502      21246.919      18.767148      26325.614      36.647958               -10.06%          11.44%
0.08           23615.337      25.631612      21241.637      18.729926      26311.433      36.600537               -10.05%          11.42%
0.09           23594.805      25.153984      21227.795      18.402881      26280.339      35.880989               -10.03%          11.38%
0.1            23590.311      24.805626      21225.343      18.161477      26272.199      35.353462               -10.03%          11.37%
0.11           23578.020      24.690716      21217.411      18.084325      26252.793      35.164374               -10.01%          11.34%
0.12           23570.452      24.660062      21213.158      18.062170      26239.682      35.114337               -10.00%          11.32%
0.13           23569.310      24.448963      21212.594      17.914477      26237.805      34.794020                -10.0%          11.32%
0.14           23556.836      24.316466      21204.293      17.820882      26218.750      34.594282                -9.99%          11.30%
0.15           23554.622      24.214112      21203.886      17.747442      26213.489      34.442836                -9.98%          11.29%
0.16           23559.334      24.261668      21208.229      17.778055      26218.477      34.511804                -9.98%          11.29%
0.17           23553.537      24.127468      21204.772      17.679703      26208.891      34.321884                -9.97%          11.27%
0.18           23548.505      24.054640      21201.863      17.625991      26200.389      34.217314                -9.97%          11.26%
0.19           23545.647      24.010610      21200.738      17.592660      26194.492      34.153239                -9.96%          11.25%
0.2            23544.215      23.966223      21200.327      17.558797      26191.463      34.090434                -9.96%          11.24%
0.21           23540.497      23.902257      21198.410      17.512799      26184.761      33.995451                -9.95%          11.23%
0.22           23538.187      23.915158      21197.673      17.512904      26179.727      34.036313                -9.94%          11.22%
0.23           23543.990      23.862645      21202.509      17.476818      26186.998      33.952784                -9.95%          11.23%
0.24           23531.497      23.853831      21193.866      17.468292      26168.551      33.941868                -9.93%          11.21%
0.25           23535.649      23.902972      21197.382      17.485310      26173.517      34.057617                -9.94%          11.21%
0.26           23527.157      23.795703      21191.860      17.424237      26160.306      33.857109                -9.93%          11.19%
0.27           23528.053      23.707904      21193.342      17.357497      26159.982      33.738802                -9.92%          11.19%
0.28           23522.607      23.669990      21190.021      17.329881      26151.127      33.682044                -9.92%          11.17%
0.29           23520.291      23.653220      21189.275      17.318688      26146.084      33.648859                -9.91%          11.16%
0.3            23517.331      23.606368      21187.848      17.284148      26140.466      33.581157                -9.91%          11.15%
0.31           23515.511      23.583398      21187.166      17.265385      26136.746      33.551504                -9.90%          11.15%
0.32           23514.668      23.595802      21187.340      17.271882      26134.052      33.571253                -9.90%          11.14%
0.33           23514.560      23.573133      21187.982      17.253972      26132.613      33.540587                -9.89%          11.13%
0.34           23507.101      23.529131      21183.207      17.218796      26120.847      33.485776                -9.89%          11.12%
0.35           23505.425      23.515823      21182.520      17.210235      26117.561      33.459688                -9.88%          11.11%
0.36           23505.852      23.473081      21183.490      17.178366      26117.007      33.398726                -9.88%          11.11%
0.37           23504.994      23.455443      21183.625      17.164006      26114.376      33.375420                -9.88%          11.10%
0.38           23502.322      23.431683      21182.098      17.145931      26109.858      33.341340                -9.87%          11.09%
0.39           23499.827      23.417518      21180.850      17.133288      26105.264      33.324927                -9.87%          11.09%
0.4            23494.223      23.431726      21177.260      17.142814      26096.469      33.344102                -9.86%          11.08%
0.41           23492.298      23.380088      21176.422      17.103597      26092.746      33.274762                -9.86%          11.07%
0.42           23485.389      23.384836      21171.943      17.105341      26082.008      33.283270                -9.85%          11.06%
0.43           23476.623      23.500257      21166.202      17.186981      26068.377      33.446246                -9.84%          11.04%
0.44           23477.613      23.342482      21167.675      17.072552      26068.321      33.223687                -9.84%          11.03%
0.45           23476.375      23.320209      21167.079      17.055074      26066.103      33.193288                -9.84%          11.03%
0.46           23472.280      23.339024      21164.857      17.065029      26058.813      33.226933                -9.83%          11.02%
0.47           23473.105      23.384477      21165.785      17.099617      26059.563      33.283981                -9.83%          11.02%
0.48           23473.357      23.457159      21166.404      17.149145      26059.186      33.391480                -9.83%          11.02%
0.49           23471.234      23.266413      21165.326      17.011364      26055.407      33.121174                -9.82%          11.01%
0.5            23472.468      23.250407      21166.820      16.999059      26055.962      33.098238                -9.82%          11.01%
0.51           23466.544      23.236099      21163.072      16.987036      26046.670      33.080412                -9.82%          10.99%
0.52           23462.232      23.232394      21160.591      16.982535      26039.275      33.078037                -9.81%          10.98%
0.53           23465.274      23.211380      21162.980      16.967293      26043.461      33.046408                -9.81%          10.99%
0.54           23462.628      23.276024      21161.410      16.999407      26039.287      33.178977                -9.81%          10.98%
0.55           23457.855      23.187863      21158.706      16.948250      26030.989      33.014418                -9.80%          10.97%
0.56           23457.981      23.194399      21159.348      16.947298      26030.073      33.040337                -9.80%          10.96%
0.57           23456.917      23.166191      21158.921      16.929959      26028.073      32.987066                -9.80%          10.96%
0.58           23452.639      23.150015      21156.510      16.917234      26020.676      32.965269                -9.79%          10.95%
0.59           23452.315      23.149113      21156.478      16.915085      26020.064      32.966021                -9.79%          10.95%
0.6            23446.218      23.151409      21152.686      16.914385      26010.194      32.973521                -9.78%          10.94%
0.61           23445.412      23.136763      21152.528      16.903895      26008.330      32.950780                -9.78%          10.93%
0.62           23445.105      23.113764      21152.651      16.887120      26007.307      32.917053                -9.78%          10.93%
0.63           23444.884      23.119676      21152.814      16.889812      26006.486      32.926943                -9.78%          10.93%
0.64           23441.439      23.087960      21150.869      16.867994      26000.628      32.877189                -9.77%          10.92%
0.65           23442.847      23.104923      21152.377      16.877486      26001.686      32.906420                -9.77%          10.92%
0.66           23441.890      23.086682      21151.856      16.863901      26000.170      32.880213                -9.77%          10.91%
0.67           23441.750      23.071094      21152.347      16.852704      25998.917      32.856578                -9.77%          10.91%
0.68           23437.740      23.049406      21149.746      16.836839      25992.716      32.824571                -9.76%          10.90%
0.69           23437.055      23.040285      21149.517      16.829117      25991.349      32.813255                -9.76%          10.90%
0.7            23431.248      23.039058      21145.762      16.826310      25982.262      32.815221                -9.75%          10.89%
0.71           23430.814      23.036458      21145.785      16.823903      25981.077      32.810760                -9.75%          10.88%
0.72           23426.591      23.036507      21143.071      16.823137      25974.489      32.811483                -9.75%          10.88%
0.73           23427.100      23.056312      21143.623      16.829274      25974.981      32.861749                -9.75%          10.88%
0.74           23422.359      23.007697      21140.644      16.800461      25967.342      32.773033                -9.74%          10.87%
0.75           23424.988      23.016373      21142.888      16.802794      25970.566      32.795054                -9.74%          10.87%
0.76           23419.159      23.001643      21139.113      16.794219      25961.455      32.766544                -9.74%          10.86%
0.77           23416.073      22.984259      21137.223      16.781462      25956.524      32.741056                -9.73%          10.85%
0.78           23414.106      22.972201      21136.043      16.772260      25953.375      32.723715                -9.73%          10.85%
0.79           23408.356      23.003815      21132.074      16.792580      25944.943      32.773337                -9.72%          10.84%
0.8            23408.800      22.971702      21132.757      16.769111      25944.886      32.727857                -9.72%          10.83%
0.81           23409.120      22.979960      21133.266      16.774631      25944.944      32.738784                -9.72%          10.83%
0.82           23401.476      23.001916      21128.157      16.788655      25933.354      32.773275                -9.71%          10.82%
0.83           23399.753      22.951992      21127.239      16.751266      25930.289      32.706296                -9.71%          10.81%
0.84           23399.366      22.948135      21127.011      16.747037      25929.849      32.704510                -9.71%          10.81%
0.85           23398.415      22.945283      21126.721      16.744702      25927.767      32.699191                -9.71%          10.81%
0.86           23395.823      22.930597      21125.155      16.733304      25923.554      32.679584                -9.71%          10.80%
0.87           23392.536      22.923239      21123.097      16.727083      25918.294      32.670385                -9.70%          10.80%
0.88           23389.928      22.908939      21121.616      16.717941      25913.815      32.644158                -9.70%          10.79%
0.89           23391.234      22.928159      21122.594      16.729409      25915.805      32.675848                -9.70%          10.79%
0.9            23387.660      22.894370      21120.280      16.706784      25910.300      32.622328                -9.69%          10.79%
0.91           23386.772      22.888421      21119.743      16.701779      25908.960      32.614694                -9.69%          10.78%
0.92           23386.585      22.886506      21119.752      16.698787      25908.539      32.615275                -9.69%          10.78%
0.93           23382.313      22.892577      21116.888      16.701314      25902.106      32.627274                -9.69%          10.78%
0.94           23380.844      22.877449      21116.159      16.690915      25899.442      32.603359                -9.69%          10.77%
0.95           23376.907      22.870399      21113.675      16.685282      25893.200      32.593792                -9.68%          10.76%
0.96           23379.976      22.889477      21116.087      16.698017      25897.233      32.621921                -9.68%          10.77%
0.97           23377.325      22.865629      21114.244      16.679799      25893.409      32.590077                -9.68%          10.76%
0.98           23371.465      22.854691      21110.319      16.671841      25884.527      32.573570                -9.67%          10.75%
0.99           23369.265      22.855723      21108.772      16.671160      25881.447      32.577939                -9.67%          10.75%
1              23364.941      22.890156      21105.843      16.692741      25874.992      32.633790                -9.67%          10.74%
