               10           1331.8860       0.239455
               20           457.74187       0.208634
               30           199.41057       0.151657
               40           106.89609       0.123933
               50           64.635501       0.105779
               60           42.381983      0.0897103
               70           29.442230      0.0822255
               80           21.176918      0.0739509
               90           15.878801      0.0645515
              100           12.065132      0.0591035
              110           9.4986259      0.0549425
              120           7.5106125      0.0509339
              130           5.9894236      0.0461816
              140           4.9453142      0.0433162
              150           4.0789384      0.0409999
              160           3.3649026      0.0387974
              170           2.8019942      0.0354330
              180           2.3993377      0.0325185
              190           2.0039350      0.0310648
              200           1.8075630      0.0307225
              210           1.4426339      0.0291434
              220           1.3028384      0.0265834
              230           1.1542206      0.0258545
              240          0.94555470      0.0266750
              250          0.86763890      0.0260907
              260          0.79650642      0.0245917
              270          0.63712094      0.0233347
              280          0.62084130      0.0212356
              290          0.46830734      0.0199146
              300          0.47908105      0.0189791
              310          0.42803815      0.0184997
              320          0.38314470      0.0182776
              330          0.32599511      0.0164250
              340          0.31699439      0.0166366
              350          0.26981804      0.0159758
              360          0.25997349      0.0153119
              370          0.19817370      0.0148017
              380          0.20735806      0.0156380
              390          0.19032999      0.0155270
              400          0.16838657      0.0140092
              410          0.14369973      0.0129790
              420          0.15225435      0.0128562
              430          0.12823019      0.0132600
              440          0.11187761      0.0115185
              450          0.10491705      0.0147640
              460         0.072815790      0.0142430
              470         0.093191574      0.0101981
              480         0.084342068      0.0107995
              490         0.074722411      0.0106013
