qTcut          mu_R/mWbb      mu_F/mWbb           list/contribution                                                    dXS +- err (list/contribution)

independent    0.5            0.5                 NLO.CS.32                                                             28371.7165 +-          2.5322

independent    1              1                   NLO.CS.32                                                             23911.5703 +-          2.0985

independent    2              2                   NLO.CS.32                                                             20567.5531 +-          1.8220

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb           list/contribution                                                    dXS +- err (list/contribution)

independent    0.5            0.5                 NLO.CS.32                                                             28371.7165 +-          2.5322
-----------------------------------------------------------------------------------------------------------------------------------------------------
independent    0.5            0.5                 VA.QCD                                                                 7612.1444 +-          1.0591
independent    0.5            0.5                 CA.QCD                                                                 2932.3902 +-          0.5069
independent    0.5            0.5                 RA.QCD                                                                17827.1818 +-          2.2435

independent    1              1                   NLO.CS.32                                                             23911.5703 +-          2.0985
-----------------------------------------------------------------------------------------------------------------------------------------------------
independent    1              1                   VA.QCD                                                                 8996.4974 +-          1.1492
independent    1              1                   CA.QCD                                                                 1429.2383 +-          0.4251
independent    1              1                   RA.QCD                                                                13485.8346 +-          1.7036

independent    2              2                   NLO.CS.32                                                             20567.5531 +-          1.8220
-----------------------------------------------------------------------------------------------------------------------------------------------------
independent    2              2                   VA.QCD                                                                 9611.9559 +-          1.1898
independent    2              2                   CA.QCD                                                                  552.0632 +-          0.3968
independent    2              2                   RA.QCD                                                                10403.5341 +-          1.3216

=====================================================================================================================================================

