#pt_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1482.1817     0.61416658      1263.0673     0.52331182      1760.9412     0.74036077
              5      1342.7976     0.59178318      1139.2123     0.50239333      1605.0054     0.71594535
             10      918.97816      0.5059149      775.17797     0.42701667      1106.6805     0.61701048
             15      679.53088      0.4418878      570.54581     0.37126866      823.17014     0.53999503
             20      527.40697     0.39390326      441.17675     0.32968823      641.86864     0.48344485
             25      420.52552     0.35431353      350.64355     0.29567588      513.82847     0.43708083
             30      341.39433     0.32288443      283.90378      0.2685358       418.5152     0.39967424
             35      280.99981     0.29367876      233.14364     0.24371623      345.45031     0.36418412
             40      232.79223     0.26760068      192.73513     0.22179337        286.929     0.33285018
             45      194.99646     0.24588888       161.1457      0.2033807      240.88357     0.30662872
             50      163.82804     0.22892511       135.1194     0.18865351      202.86665     0.28639598
             55      138.43931     0.21098457      114.02946     0.17365558      171.70006     0.26422902
             60      117.84882     0.19430943       96.93488     0.15978791      146.40378     0.24347627
             65      100.13625     0.17961248      82.312394      0.1476146      124.49581     0.22555527
             70      85.914396     0.16594068        70.5304     0.13626669      106.97713     0.20856665
             75      73.988217     0.15295779      60.679992     0.12550131      92.236556     0.19198632
             80      63.851965     0.14629946      52.335406     0.11964519      79.654506     0.18442805
             85      55.370865     0.13298986      45.338129     0.10895749      69.156628      0.1673459
             90      48.076238      0.1235206      39.340053     0.10113229      60.091103     0.15543487
             95       41.87193     0.11673055      34.260807    0.095547433      52.339057     0.14748466
            100      36.504469      0.1083121      29.852475    0.088679668       45.65906     0.13644724
            105      31.820552     0.10098404      26.012316    0.082588901      39.817658     0.12723343
            110       28.30805     0.10217465      23.129125    0.082964391      35.441591     0.12985522
            115      24.798495    0.089498926      20.252967    0.073112477      31.063497      0.1129657
            120      21.839919    0.083957647      17.827358    0.068542637       27.37443     0.10591147
            125      19.350219    0.079539881      15.799693    0.065090543      24.245161     0.10063779
            130      17.189924    0.075112568      14.027186    0.061305966      21.553121    0.095179055
            135      15.132881    0.069439016      12.354296    0.056704353      18.963121    0.087656645
            140      13.494624    0.065843167      11.012854    0.053811481      16.916743    0.083153267
            145      12.123045     0.06237425      9.8858908    0.050894039      15.211259    0.078734258
            150      10.915383    0.059366253      8.9032863    0.048455747      13.691569     0.07492024
            155      9.8526302     0.05621827      8.0343007    0.045906483      12.362193    0.071045129
            160      8.6957472     0.05249159      7.0913127    0.042842353      10.909752    0.066245623
            165       7.915646    0.050204605      6.4535868    0.041012598      9.9340107     0.06344818
            170      7.0139269    0.047315954      5.7261765    0.038670691      8.7974281    0.059996913
            175       6.452791     0.05244117      5.2577601    0.042337333      8.1178725     0.06691974
            180      5.7454549    0.043073892      4.6856304    0.035218655      7.2227926    0.054550082
            185        5.22719    0.040782345       4.255584    0.033296728      6.5845149    0.051780803
            190      4.7800827    0.039701762       3.883476    0.032311429      6.0351657    0.050518808
            195       4.357644     0.03756523      3.5409541    0.030610917      5.5009257    0.047746592
            200      3.9395896    0.036372271       3.205662    0.029700565      4.9662006    0.046542352
            205      3.5484388    0.033489271      2.8783855    0.027259785      4.4888092    0.042659791
            210      3.2584511    0.040345489      2.6427526    0.032264128      4.1227622    0.052058911
            215      2.9693107    0.030828996      2.4073133    0.025061765       3.758178    0.039312077
            220      2.7349704     0.02951075      2.2117574    0.023943622       3.471405    0.037723709
            225      2.5142949    0.028340468      2.0326093    0.022983815      3.1926103    0.036259789
            230      2.2598824    0.026842149      1.8223057     0.02171888      2.8777273     0.03440613
            235      2.1156697    0.030200701      1.7084233    0.024228168      2.6897693    0.038889423
            240      1.9101525    0.024882461       1.542166    0.020139115      2.4296691    0.031881455
            245      1.8051697    0.024490264      1.4542517    0.019776786      2.3014067    0.031448849
            250       1.623316    0.022803347      1.3086349    0.018453709      2.0682133    0.029239299
            255       1.511747    0.023786455      1.2147126    0.018984908      1.9328996    0.030898136
            260      1.3675233    0.021208071      1.1023827    0.017132781      1.7426001    0.027234612
            265      1.2759632    0.020445951       1.024882    0.016438538      1.6324388    0.026420283
            270      1.1879017    0.019900582     0.95470966     0.01600593      1.5187974    0.025683596
            275      1.0714961    0.018433088     0.86338531     0.01490749      1.3662556    0.023668034
            280      0.9909092    0.017769682     0.79483681    0.014314016      1.2699631    0.022939473
            285      0.8902236    0.016781159     0.71479897    0.013530984      1.1395319    0.021618349
            290     0.84086892    0.016374637      0.6736884    0.013164833      1.0789881    0.021159845
            295     0.78707402    0.015902495     0.63102866    0.012784198      1.0094111    0.020560217
            300     0.73973191     0.01549039     0.59477678    0.012499744     0.94567495    0.019944976
            305     0.69230034    0.014972736     0.55329651     0.01201037     0.89079494    0.019399888
            310     0.68000605    0.024813982     0.54284226    0.019404486     0.87559277    0.032583939
            315     0.58135343    0.013917288     0.46580727    0.011170704     0.74601101    0.018038292
            320     0.56213301    0.014190625     0.44990087    0.011333698     0.72229414    0.018441608
            325     0.52469856    0.012890456     0.41823189    0.010318704     0.67714732    0.016739642
            330     0.49920342    0.012644949     0.39856485    0.010132771     0.64311517    0.016406196
            335     0.47304069    0.026965621     0.37702348    0.021431928     0.61034294    0.034707973
            340     0.40763926    0.011397157     0.32680246   0.0091785597     0.52283685    0.014718053
            345     0.39049535    0.011189183     0.31248227   0.0089915677     0.50193306    0.014475201
            350     0.36609761    0.010795566     0.29180372   0.0086477415      0.4726993    0.014044831
            355      0.3410702    0.010381542     0.27225099   0.0083201166     0.43971265     0.01347981
            360     0.32994403    0.011946561     0.26166805   0.0094194458     0.42824679     0.01568935
            365     0.28834948   0.0096274737     0.23072696   0.0077319087     0.37070419    0.012464656
            370     0.28046863   0.0094467967     0.22346778   0.0075615511     0.36230638    0.012282935
            375     0.26943064   0.0092512836      0.2137771   0.0073688904     0.34975115    0.012104818
            380     0.24565309   0.0097899026     0.19429447   0.0077142478     0.31976767     0.01288779
            385     0.24112675    0.011760925     0.19172862   0.0092324963     0.31203128    0.015457751
            390      0.2152753   0.0082346824     0.17019962   0.0065373649     0.28045064    0.010801201
            395     0.20373444   0.0081877748     0.16176746   0.0065216107     0.26437095    0.010726997
            400     0.21053817    0.011102329     0.16558511    0.008667333     0.27570421    0.014669845
            405     0.17489761   0.0074550913     0.14098188   0.0060119552     0.22318172   0.0096543409
            410     0.17076557   0.0073890287     0.13489059   0.0058574218     0.22277829   0.0097193683
            415     0.16674601   0.0073336336     0.13320229   0.0058817274     0.21477021   0.0095157202
            420     0.14375836   0.0067626835      0.1130553   0.0053365379     0.18847258   0.0089352174
            425     0.14566013   0.0068086716      0.1151946   0.0054128265      0.1898365   0.0089385533
            430     0.13251384   0.0064492106     0.10482045   0.0051283309     0.17260074   0.0084563803
            435     0.12850841   0.0063736568     0.10162714   0.0050637603     0.16749942   0.0083674712
            440     0.12043495   0.0061702296    0.094657898   0.0048705379     0.15789864   0.0081414137
            445     0.11301341   0.0059952187    0.089047939   0.0047408829      0.1479118   0.0079174208
            450     0.11163989   0.0059292483    0.088115534    0.004704554     0.14581377   0.0077994775
            455    0.091380536   0.0054368229    0.071579712    0.004271264      0.1203403    0.007219085
            460    0.084572045   0.0051905386    0.066261032   0.0040852689     0.11126797   0.0068754523
            465     0.10068968   0.0056502792    0.078661281   0.0044286972     0.13298041   0.0075226472
            470      0.0879507   0.0053338246    0.069514206   0.0042304513     0.11477779   0.0070185914
            475    0.081081624   0.0050614511    0.063646915   0.0039941659     0.10649167   0.0066919059
            480    0.074296382   0.0049122676    0.058600112   0.0038914774     0.09707074   0.0064691788
            485    0.078401513   0.0051659422    0.061681048   0.0040854087     0.10267989   0.0068079929
            490    0.070365466   0.0047232454    0.055708203   0.0037588574    0.091658999   0.0061988507
            495    0.064350148   0.0045184399    0.050990324   0.0036025761    0.083811629   0.0059375199
            500     0.06871567    0.004965068     0.05477527   0.0039255572    0.088937559   0.0065447892
            505    0.053763609   0.0042005172     0.04399074   0.0033590519    0.068009964   0.0058965468
            510    0.054977663   0.0046723649     0.04324505   0.0036917037    0.072003057   0.0061290275
            515    0.050589708   0.0040136527    0.039741216   0.0031569293    0.066520728   0.0053373529
            520    0.050412781   0.0039863213    0.039560664   0.0031446921    0.066217455   0.0052682983
            525    0.050853461   0.0039966372    0.039447387   0.0031283394    0.067702698   0.0053697622
            530    0.049989388   0.0039652822    0.038781553   0.0030936373     0.06653351   0.0053103191
            535    0.038329756   0.0035220153    0.030581993   0.0028183285    0.049534566   0.0045959867
            540    0.046473806   0.0038517617     0.03638577   0.0030307807    0.061270188   0.0051128724
            545    0.034603321   0.0033000191    0.027503177    0.002635534    0.044895126   0.0043118821
            550    0.037814654    0.006959708    0.029432221   0.0054229418    0.050010044   0.0091518383
            555    0.029421905   0.0033219064     0.02355463   0.0026531117    0.037890764    0.004336199
            560    0.032214102   0.0032237289     0.02509587   0.0025121662     0.04272541   0.0043227086
            565    0.029876438   0.0030667337    0.023705898   0.0024481018    0.038837727   0.0040134007
            570    0.029434942    0.003055839    0.022648876   0.0023605447    0.039473045    0.004120615
            575    0.034043913   0.0048815896    0.026464257   0.0037750785    0.045132741   0.0065017663
            580    0.024716078   0.0029381161    0.019408091   0.0023103109    0.032471189   0.0038955969
            585    0.019769044   0.0025660834    0.015539552   0.0020070765    0.025989292   0.0034358623
            590    0.023251004   0.0027033874    0.018324834   0.0021431132     0.03040433   0.0035579733
            595    0.025479352   0.0031387375    0.019784834   0.0024583461    0.033898335   0.0041710267
            600    0.022165794   0.0027019026    0.017333557    0.002119085     0.02921407   0.0035849065
            605    0.021244946   0.0036486439    0.016516022   0.0028014883    0.028197255   0.0049061182
            610    0.022059088   0.0026392232    0.016766018   0.0020139993    0.029990372   0.0036055268
            615    0.019192565   0.0024582779    0.015324242   0.0019750023    0.024775614   0.0031995382
            620    0.019526827   0.0024806185    0.015104162    0.001929776    0.026115886   0.0033421685
            625    0.018304938   0.0025063349    0.014236287   0.0019608076    0.024316935   0.0033485021
            630    0.014773734    0.002247153    0.011653677   0.0017657677    0.019344618   0.0029945443
            635    0.015911012   0.0022551349    0.012531501   0.0017837665    0.020859008   0.0029821754
            640    0.015256102    0.002208261     0.01167122    0.001698306    0.020615558   0.0029989982
            645    0.015134878   0.0021863774    0.011887763   0.0017282101     0.01990577    0.002901143
            650    0.012849884     0.00200794    0.010004314   0.0015745768    0.017079464   0.0026974455
            655     0.01424894   0.0021250056     0.01121587    0.001682002    0.018693181   0.0028090808
            660    0.013541913   0.0020657853    0.010459488   0.0016053912    0.018149364   0.0027921989
            665    0.011179384   0.0018935101   0.0086092597    0.001465391    0.014988755   0.0025538485
            670    0.012328227   0.0019751836   0.0093576151   0.0015083361    0.016842673   0.0027170947
            675   0.0097668907    0.001754219   0.0077388395   0.0013987676    0.012722649   0.0023027955
            680    0.010813565   0.0018548556   0.0084195599   0.0014547213    0.014358143   0.0024824882
            685   0.0075509564   0.0016045854   0.0060934774   0.0012772212   0.0096477791   0.0021179116
            690   0.0082926771   0.0016279723   0.0065173189   0.0012894463    0.010928755   0.0021650712
            695    0.011950492   0.0019395249   0.0094621609   0.0015498735    0.015569684   0.0025516569
            700    0.011337319   0.0018899411   0.0088625771   0.0014884329    0.014999824   0.0025223312
            705    0.010829204   0.0018337647   0.0084314445   0.0014349137    0.014418824   0.0024655969
            710   0.0091779672   0.0017045761   0.0072641857   0.0013596824    0.011988747   0.0022494562
            715   0.0091618488   0.0017016904   0.0071854342   0.0013420283        0.01206   0.0022579906
            720   0.0072855382   0.0015196699   0.0055756543   0.0011697068   0.0098570788   0.0020720364
            725   0.0084931653   0.0016347645   0.0065745658   0.0012728409    0.011340144   0.0021961756
            730   0.0078955342   0.0015800154   0.0060540136   0.0012190271    0.010683473   0.0021528872
            735   0.0053472189    0.001297802   0.0042154702   0.0010291104   0.0069989596   0.0017106332
            740   0.0086627051    0.001905431   0.0070212246   0.0015369301    0.011004026   0.0024511413
            745   0.0092559024   0.0023994683   0.0073732694   0.0019002484    0.011970388   0.0031269816
            750   0.0053056422   0.0012877048   0.0041495398   0.0010118848   0.0070137655    0.001715781
            755   0.0047958303   0.0012394396   0.0037426731  0.00097092362   0.0063476991   0.0016527071
            760   0.0050455382   0.0012621696   0.0038392317  0.00096681479   0.0068622169   0.0017273868
            765   0.0031393677  0.00099272862   0.0024111405  0.00076766908   0.0042377511   0.0013502956
