#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.3913061    0.014774351      1.1950213    0.012711575      1.6390097    0.017675325
             10      3.8436006    0.024576437      3.2951515    0.021091343      4.5391498    0.029254645
             20      4.9151839    0.019728556      4.1915881    0.016826632      5.8447719    0.023655177
             40       4.046036    0.017852793      3.4246885    0.015124624      4.8566981    0.021565391
             60      3.6418523     0.01713452      3.0767996    0.014465653      4.3816748    0.020821391
             80      2.9404048    0.015255868      2.4833309    0.012878032       3.539358    0.018528273
            100      1.7093608   0.0077905249      1.4398063   0.0065063537       2.064329   0.0095722936
            150     0.72523975   0.0048126042     0.60439322    0.004025298     0.88719112   0.0059460621
            200     0.72523975   0.0048126042     0.60439322    0.004025298     0.88719112   0.0059460621
