#  pt_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              5              0              0              0              0              0              0
             10              0              0              0              0              0              0
             15              0              0              0              0              0              0
             20              0              0              0              0              0              0
             25              0              0              0              0              0              0
             30      334.88066     0.64956817      278.25261      0.5400272      410.89901     0.80337115
             35      277.37654     0.59469672      229.92958     0.49335586      341.32251     0.73843209
             40      230.58141     0.54419907      190.75013     0.45040114      284.44215     0.67655098
             45      193.75073     0.50014168      159.98574     0.41331132      239.54433     0.62288662
             50      163.09452     0.46408688      134.46826     0.38335144      202.00215      0.5824312
             55      138.21986     0.42495001      113.75471     0.34987765      171.56695     0.53135234
             60      118.65185     0.40771057      97.497197     0.33388334      147.55197     0.51236592
             65      100.25487     0.36507683        82.4108      0.3002945      124.61479     0.46110517
             70      86.453449     0.33795931      70.923857     0.27736667      107.71501     0.42367608
             75      74.291666      0.3152462      60.892657     0.25825515      92.659169     0.39614471
             80      64.485985     0.29187245      52.870555     0.23950779      80.397995     0.36694315
             85      55.962631     0.27321031      45.820423     0.22374978      69.883183     0.34398756
             90      48.715654     0.25284182      39.848871     0.20696557      60.902481     0.31801335
             95      42.447254     0.23841742      34.716411     0.19497768      53.072938     0.30026772
            100      37.615704     0.22857963      30.752209     0.18757169      47.052591     0.28672681
            105      32.562014     0.20953841      26.633644     0.17136723      40.707291     0.26406292
            110      28.816367     0.19520334      23.543658      0.1597268      36.069267     0.24628434
            115      25.501657     0.18668044      20.824084     0.15240042      31.942454     0.23534179
            120      22.384894     0.17366243      18.263274     0.14170136      28.065133     0.21912273
            125      19.920973     0.16324773      16.243092     0.13313463      24.993036     0.20603012
            130      17.647896     0.15719208      14.399207     0.12834255      22.121821     0.20026242
            135      15.605351     0.14422318       12.73714     0.11778986      19.553858     0.18172455
            140      13.583104     0.13433043      11.088658     0.11020029      17.014682     0.17015351
            145       12.58133     0.13059313      10.257495     0.10640171      15.785078     0.16498289
            150      11.175389     0.12208884      9.1059168    0.099538627       14.04641     0.15456688
            155       10.30713     0.11643455      8.4141714    0.095467562      12.933748     0.14792703
            160      9.0044987     0.10893393      7.3286841    0.088879477      11.341625     0.13822241
            165      8.2988512     0.10443145      6.7421941    0.085127722       10.47486     0.13266664
            170      7.3433831    0.098487091      5.9712145    0.080355795      9.2600157     0.12498823
            175      6.7285284    0.094926848      5.4583442    0.077227696      8.5063789      0.1208573
            180      6.0820088    0.089533575      4.9404046    0.072988626      7.6800914     0.11383019
            185      5.4573958    0.085092135       4.420292    0.069143236      6.9123242      0.1085227
            190      5.0838526    0.085610897      4.1061695    0.069169247      6.4583359     0.10961959
            195        4.52237    0.079852567      3.6532658    0.064628331      5.7447357     0.10215375
            200      4.2755064    0.080440922      3.4524778    0.064988798      5.4334927     0.10292858
            205      3.9093148    0.071738201      3.1481635    0.057983513      4.9839178    0.092096594
