# pt_Z-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      364.07205     0.33530816      306.61214     0.28226439      439.03171     0.40876044
              5      848.14333      0.4883058      713.88849     0.41100174      1023.5866     0.59553837
             10      964.50958     0.51549292      811.51874     0.43372223      1164.7235     0.63035474
             15      894.20214      0.4990782      752.10259     0.41999736      1080.4048     0.60931582
             20      769.41949     0.46726896      646.92418     0.39354304       930.1353     0.57239914
             25      642.83696     0.43187076      540.16564     0.36294721      777.77564     0.52744595
             30      530.02746      0.3967997      445.05044      0.3329464        641.923      0.4851335
             35      436.07795     0.36099069      365.84662     0.30289695       528.7554     0.44149832
             40      358.24615     0.32911775      300.30236     0.27611259      434.86407     0.40386846
             45       295.2909     0.30250499      247.27053     0.25346687      358.94184        0.37271
             50      244.87652     0.27438876      204.82459     0.22958082      298.09719     0.33718267
             55      202.77053     0.25077236      169.42625     0.20964848      247.17873      0.3087784
             60      168.94345     0.22926219      141.01449     0.19143843      206.22215     0.28226594
             65      141.13803     0.21064141      117.66464     0.17578418       172.5445     0.26036406
             70      118.68047     0.19823158      98.845003     0.16455165      145.27212     0.24591838
             75      99.825328     0.17993975      83.037881     0.14956614      122.38248     0.22276994
             80      84.316732     0.16599916      70.077361     0.13783976       103.4832     0.20597197
             85       71.62215      0.1505051      59.491689     0.12520229      87.968986       0.186901
             90      61.075784     0.13877205      50.645613     0.11516766      75.170092     0.17219067
             95      52.255793     0.12917941      43.310669     0.10715312      64.353875      0.1604748
            100      44.770076     0.11964491      37.084245    0.099145568      55.176449     0.14879203
            105      38.582379     0.11353586      31.937991    0.093774129       47.58819      0.1418596
            110      33.319539     0.10302168      27.573074     0.08544992      41.112094     0.12852666
            115      28.934469    0.096572981      23.918443    0.079866086      35.747733     0.12039886
            120      25.227059    0.089537136      20.849882    0.074085751      31.174766     0.11146463
            125      21.932258    0.083552851      18.111503    0.069054905      27.130451     0.10409806
            130      19.152856    0.078889638      15.824431    0.065182181      23.678207    0.098472384
            135      16.655119    0.077437159      13.753405     0.06359447      20.603455    0.097214152
            140      14.683079    0.068684163      12.111164    0.056682846      18.188763    0.085759717
            145      12.929748    0.065096844      10.668577    0.053691989      16.009716    0.081372374
            150      11.404067    0.060304852      9.4051933    0.049838335      14.134246     0.07544983
            155      10.033352    0.056527252      8.2675438    0.046670955      12.447698    0.070747717
            160      9.0208798    0.053813997      7.4161459    0.044319332       11.22091    0.067574701
            165      8.0175839     0.05234424      6.5916086    0.043033334      9.9721331    0.066075446
            170      7.1958796    0.048225626       5.905713    0.039642786      8.9679037    0.060691352
            175      6.4219825    0.045424066      5.2613413    0.037305169      8.0192475    0.057372111
            180      5.6721191    0.042903224      4.6438514    0.035240337       7.088419    0.054339018
            185        5.11458    0.040534926      4.1802175    0.033191843      6.4034267    0.051207123
            190      4.6222716    0.038312155      3.7774293    0.031413911      5.7882509    0.048400059
            195      4.0915483    0.036321749      3.3341839    0.029653354       5.139542    0.046022143
            200      3.7505326    0.034671144      3.0591972    0.028326827      4.7064604    0.043940786
            205      3.3784965    0.033256283      2.7495469    0.027094217       4.249914    0.042266604
            210      3.0282001    0.031193857      2.4655972    0.025436907      3.8079647    0.039640969
            215      2.8416784    0.030039218      2.3095202    0.024482979      3.5802527    0.038201548
            220      2.4741004    0.028144849      2.0118243    0.023018256      3.1155238    0.035903327
            225      2.2606628    0.030846629      1.8351978    0.024882397       2.851808    0.039450454
            230      2.0762646    0.025680292      1.6859963    0.020909198      2.6184726    0.032684391
            235      1.8617294    0.024403483        1.50718    0.019816006      2.3561193    0.031135719
            240      1.6920297    0.023366951      1.3704739    0.018937126      2.1400939    0.029874365
            245      1.5723338    0.022350311      1.2729218    0.018150689      1.9896989    0.028522899
