# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      38265.252      1.4546697      32104.604      1.2266383       46389.59      2.2225432
              1      38265.252      1.4546697      32104.604      1.2266383       46389.59      2.2225432
