# y_bbZ-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5       0.602195     0.19349657     0.50091334     0.16113133     0.73482167     0.23596701
           -4.9      1.1366572     0.26306727     0.95994084     0.22381565      1.3584132       0.311806
           -4.8      4.2981645     0.49729664      3.5653535     0.41256017       5.282165     0.61259265
           -4.7      12.355551     0.89005512      10.529702     0.72786674      14.653844      1.1669564
           -4.6      37.211402       1.523993      31.346168      1.2846642       44.86147      1.8425929
           -4.5      84.577768      2.3624472      71.283179      1.9915365      101.91261      2.8549183
           -4.4      155.68669      3.2309554      131.86495      2.7479604      186.36909      3.8914529
           -4.3      288.86714      4.4170748      244.43842      3.7383866      346.26626      5.3194994
           -4.2      447.68873      7.2065982      379.33024      6.0863882      535.74571      8.6839457
           -4.1      635.60563      6.5068098      539.49744       5.525823      758.92258      7.7914636
             -4      887.19794      7.6574918      754.17239       6.510475      1057.2901      9.1781212
           -3.9      1149.6656      8.7163612      976.35088       7.401734      1371.9536      10.457345
           -3.8       1449.603      9.7278827      1231.6633      8.2673845       1728.907       11.67062
           -3.7      1757.1503      10.720594      1492.9958      9.1101918      2095.7937        12.9334
           -3.6      2056.3223      11.559523      1745.9752      9.8172375      2454.9725      13.881344
           -3.5      2402.8775      12.501153       2039.119      10.606151      2870.9689      15.022229
           -3.4      2741.7538      13.337586      2328.3343      11.416716      3272.9675      16.272983
           -3.3      3035.4614      14.042234      2575.1337      11.916181      3628.4376      16.944286
           -3.2      3338.6328      14.703609      2829.5381      12.461295      3996.2023      17.737143
           -3.1      3609.4257      15.388798      3056.1422      13.019618      4325.8856       18.63475
             -3      3884.9414      15.872181      3286.2627      13.428996      4661.8546        19.1917
           -2.9      4150.3953      16.448894      3512.2546      14.072261      4977.7297       20.83954
           -2.8      4367.5315      16.806704      3687.8691      14.192058      5253.2337      20.351329
           -2.7      4557.5272      17.204058      3846.3126        14.4937      5485.3089      21.090816
           -2.6      4753.4666      17.551871      4007.7596      14.797476      5728.3149      21.323855
           -2.5      4912.6642      17.892504      4136.9879      15.062251      5929.2235      21.757219
           -2.4      5077.1809      18.291299      4272.7582      15.372069      6132.7654      22.293071
           -2.3      5162.3244      18.255996       4341.743      15.361364      6240.4037      22.252699
           -2.2      5312.5499      18.538035      4464.6231      15.579216      6428.3219      22.604319
           -2.1      5356.7203      18.669113      4498.0911      15.676605      6488.3415      22.847051
             -2      5442.8557       18.80973      4567.7517      15.769046      6597.3933      23.081593
           -1.9      5507.0024      18.950494      4619.1062      15.887788      6679.5536       23.18342
           -1.8       5562.717      18.977529      4664.4775      15.915872      6749.3946      23.266117
           -1.7      5624.9034       19.11331      4714.4545      16.022346      6828.9896      23.445166
           -1.6      5626.9155       19.11105      4713.8497        16.0095      6835.4147      23.406336
           -1.5      5694.6714      19.152604      4769.4046      16.053996      6919.8123       23.47099
           -1.4      5706.7679      19.974981      4778.5975      16.636962       6936.205      24.676761
           -1.3      5715.3581      19.215854      4786.9665      16.150298       6944.423      23.734363
           -1.2      5722.7714      19.199304      4790.7316      16.077723      6957.9319      23.562019
           -1.1      5743.3809      19.954139      4805.9129      16.616861       6986.843      24.641678
             -1      5777.3363      19.471482      4834.1858      16.271498      7028.1234      23.932299
           -0.9      5777.6832      19.339996      4832.7819      16.268143      7031.7746       23.98978
           -0.8      5802.9113      19.386426      4855.0448      16.266505      7060.1693       24.29469
           -0.7      5807.3782      19.312904      4855.7452      16.155537      7071.2811      23.701478
           -0.6      5852.3557      19.516286      4894.1139      16.331762      7124.5533      24.163083
           -0.5      5840.5812      19.529202      4882.5084      16.311908      7113.4775      24.007287
           -0.4      5792.9124      19.317619      4843.5016      16.161363      7053.9322      23.737018
           -0.3      5800.6147      19.338298      4850.4456      16.171791      7062.4834      23.762096
           -0.2      5827.7656      19.370495      4871.9153      16.196923      7097.6991      23.797471
           -0.1      5834.4041      19.465656       4877.224      16.271727      7106.2517      23.945955
              0      5841.3299       19.42094      4885.7171       16.26076      7109.8504      23.899965
