#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
            265      1.1603343    0.039413387     0.93445303    0.031798746      1.4769168      0.0506175
            270      1.1218228    0.038602075     0.89761526    0.030954417      1.4378211    0.049847055
            275      0.9909134    0.036372383     0.79643807    0.029285327      1.2637108    0.046948347
            280     0.89508083    0.034566614     0.72077857    0.027833835      1.1392034    0.044657938
            285     0.78565783    0.032228023     0.62784187    0.025852795        1.00855    0.041717208
            290     0.77161417    0.031914257     0.61677193    0.025629262     0.99046371    0.041274186
            295      0.7835934      0.0323672     0.62726207    0.025861375       1.003964    0.042014849
            300      0.6627457    0.030125853     0.53322667    0.024227751     0.84506159    0.038932689
            305     0.62005367    0.032880224     0.49705574    0.026084201     0.79342367    0.042920062
            310      0.5922067    0.028121666      0.4723983    0.022449457      0.7615367    0.036499466
            315     0.53121517    0.027601758      0.4249679    0.022101436      0.6808197    0.035670437
            320      0.4662547    0.024770299      0.3699546    0.019756972     0.60316567    0.032227212
            325     0.43981953    0.024317027      0.3551132    0.019624417     0.55829325    0.031352877
            330     0.44973563     0.02443705     0.36430883    0.019882709      0.5689176    0.031207638
            335     0.40562343    0.023745026     0.32539797    0.019046774      0.5184011    0.030648325
            340      0.3992255    0.022942779      0.3190263    0.018379513     0.51225547    0.029673369
            345      0.3762668    0.022619841      0.3001998    0.018146296     0.48369826    0.029321186
            350     0.35842577    0.021882109       0.286861    0.017576813     0.45925442     0.02836415
            355     0.33367943    0.021325376      0.2704162    0.017298577     0.42212446    0.029465256
            360      0.3033393    0.019968946     0.23561963    0.015567163     0.40113723    0.026512795
            365     0.29637528    0.019794202     0.24069876    0.016462968      0.3738968    0.025764064
            370     0.24673553    0.018013652     0.19659717    0.014426773     0.31813437    0.023399426
            375      0.2345863    0.017538978      0.1870446    0.014055432     0.30208517    0.022732658
            380     0.24950823    0.025487086      0.1987073    0.019942751     0.32130447    0.033550905
            385     0.26064563    0.018793899     0.20621143     0.01492226     0.33800517    0.024519513
            390      0.2106114    0.016671507     0.16548557    0.013165286      0.2752261    0.021909143
            395     0.19212013    0.015965185     0.15246793    0.012716933      0.2486637    0.020859993
            400      0.1721829    0.015406809     0.13583007    0.012047844     0.22389637    0.020422718
            405     0.16536023     0.01484612     0.12973547    0.011692808     0.21658537    0.019569631
            410     0.14173477    0.013767777       0.111025    0.010730401     0.18592957    0.018376232
            415      0.1533299    0.014544835     0.12325217    0.011548896     0.19561533    0.019039707
            420      0.1571269    0.014348724     0.12427167    0.011400798     0.20402083    0.018745496
            425      0.1376975    0.013449963     0.10744903    0.010547387      0.1815007    0.017831134
            430       0.121422    0.012732085      0.0963417    0.010091477     0.15701263    0.016687103
            435     0.11828433    0.012480599      0.0930677   0.0098692773     0.15443037    0.016403583
            440     0.10826833    0.012145221    0.085872033   0.0096497187     0.14013573     0.01586321
            445     0.10367153     0.01180604    0.083035133   0.0094078365     0.13283777    0.015470276
            450    0.094988034    0.011120535    0.075661167   0.0089151884     0.12236373    0.014419038
            455      0.0762366    0.010014102    0.060542367   0.0079966499    0.098589733    0.013047221
            460    0.082450333    0.010687739    0.065746667   0.0085306454     0.10618317    0.013920105
            465    0.074617767   0.0098890743    0.059375267   0.0079274808    0.096389267    0.012867518
            470      0.0695474   0.0096941129    0.055611667   0.0078008828      0.0891489    0.012517788
            475    0.074742634   0.0099013697    0.058770167   0.0078254205    0.097653433    0.013012295
            480    0.079862233    0.010375712      0.0631274   0.0082443886     0.10368007    0.013572695
            485      0.0704222   0.0098851304    0.055635134   0.0077886316      0.0917152    0.013055756
            490    0.065821467   0.0093128974      0.0521934   0.0074361278    0.085220967    0.012138881
            495    0.041183067   0.0078568617      0.0333528   0.0062913267    0.052145267    0.010241302
            500    0.055479467   0.0087604185      0.0426799   0.0067171035    0.074386734    0.011900954
            505      0.0545569   0.0084236022    0.044370433   0.0069755366    0.068926203    0.010861284
            510    0.043285233   0.0075352907    0.034757666   0.0060935454      0.0551941   0.0096830155
            515    0.044656367   0.0076657791      0.0342034   0.0058916952    0.060017833     0.01035229
            520    0.046875267   0.0078158132    0.036544333   0.0061166897      0.0616615    0.010332187
            525    0.043450167   0.0077838833    0.034025533    0.006092795    0.057025733    0.010296453
            530    0.033925433    0.007782224    0.026406867    0.006058867      0.0447451    0.010347626
            535    0.041979333   0.0074276644       0.033934   0.0060364685      0.0532112    0.009480421
            540    0.036606667   0.0071731072    0.029835033   0.0058175068    0.045968033   0.0092607939
            545      0.0425624    0.007534281    0.032994567   0.0058737438    0.056567733    0.010080414
            550      0.0375027   0.0076096396    0.030237917     0.00577734    0.047689566    0.010767081
            555    0.028901233   0.0061623565    0.022282833   0.0047783703    0.038612833   0.0082780807
            560    0.046021567    0.007779543      0.0358343   0.0060933195    0.060839267    0.010347918
            565      0.0295758   0.0063688651    0.022574033   0.0048775567    0.039846667   0.0086048444
            570    0.021289433   0.0053230699      0.0166879   0.0041932612      0.0279048   0.0070174787
            575    0.026280933   0.0061915336      0.0210034   0.0048888602      0.0337628   0.0081414117
            580    0.032571966   0.0067547991      0.0253212   0.0052331425    0.043082733   0.0090754151
            585      0.0196107   0.0050633719      0.0151767    0.003932897      0.0260356   0.0067474445
            590    0.026183033   0.0058552225    0.019829867   0.0044500325    0.035583933   0.0079898575
            595    0.021293933   0.0056466658      0.0161725   0.0042675797    0.028809267   0.0077136924
            600    0.013263034   0.0041943338    0.010014233   0.0031769742      0.0180785   0.0057275461
            605      0.0171955    0.004769703    0.013017933   0.0036181703      0.0233492   0.0064971598
            610    0.020457367   0.0057239015      0.0161472   0.0045067167      0.0265867   0.0075009712
            615   0.0052804667   0.0026403568   0.0039858333   0.0019979761   0.0071903667   0.0036059477
            620    0.010730666   0.0037970379   0.0093006334   0.0033484691    0.012493333   0.0044854143
            625    0.013136233   0.0041540644      0.0104443   0.0033274569    0.016922533   0.0053903969
            630    0.013145933   0.0045759045   0.0099541332   0.0034451145      0.0178438   0.0062712256
            635    0.016967233   0.0047069302    0.013352733   0.0037191422      0.0221738   0.0061974311
            640    0.013198833   0.0041739489      0.0102673    0.003269799      0.0174838   0.0055741433
            645    0.019656067   0.0050766551    0.016058067   0.0041615134    0.024549667   0.0063691937
            650      0.0157954   0.0045601911      0.0119826   0.0034743423    0.021423667   0.0062052678
            655      0.0106895   0.0037830492   0.0081439001   0.0029027367    0.014449033     0.00512235
            660   0.0093207334   0.0035232496   0.0073604999   0.0027969766      0.0121399   0.0046199382
            665   0.0090206667   0.0034143726   0.0073571333   0.0027961901    0.011360167   0.0043410223
            670   0.0038842333   0.0029152688   0.0031265999   0.0021815084   0.0049621333    0.004027563
            675    0.010437767   0.0036901868   0.0083846335   0.0029907666    0.013325933   0.0047635563
            680    0.010964233   0.0038879383   0.0084635667   0.0030109399    0.014572167   0.0051766772
            685   0.0078345333   0.0031983896   0.0060630001   0.0024837336    0.010415467   0.0042670418
            690   0.0093057002   0.0035177224   0.0069687333   0.0026399333    0.012760433   0.0048380831
            695   0.0077786334   0.0037468962      0.0057357   0.0027327402      0.0109027   0.0053098691
            700   0.0073836336   0.0045292261   0.0065363669   0.0036469455   0.0083441667   0.0056085686
            705      0.0060847   0.0027563289   0.0045797334   0.0020934036   0.0083342667   0.0037826411
            710      0.0118017   0.0039339256   0.0093428333   0.0031446251    0.015338567   0.0051699118
            715   0.0091606667   0.0034627816   0.0070452999    0.002672401    0.012229833   0.0046333207
            720      0.0127169    0.004291208    0.010049033   0.0034400903    0.016529367   0.0055527086
            725   0.0066457333   0.0029723014   0.0056449333    0.002539238   0.0079033333   0.0035842446
            730   0.0065700666   0.0029383744   0.0052543334   0.0023577227   0.0084293666   0.0037847517
            735   0.0026644667    0.001884083        0.00204   0.0014478898      0.0036095   0.0025697471
            740   0.0092700333   0.0039709217   0.0067341666   0.0028696607    0.013122267   0.0056370017
            745   0.0078588333   0.0032100271   0.0059815666   0.0024607837    0.010682033   0.0043838969
            750      0.0026415   0.0018678082   0.0021237333   0.0015079392   0.0033582333   0.0023826115
            755   0.0065486999   0.0029286065   0.0051542667   0.0023163373   0.0085268668   0.0038372017
            760   0.0092391002   0.0034926973   0.0072507666   0.0027573011      0.0121374   0.0046215416
            765   0.0039503666   0.0022807186   0.0032145667    0.001862888   0.0049676333   0.0028860525
            770   0.0065956666   0.0029497636   0.0049999001   0.0022454176   0.0089481333   0.0040195639
            775   0.0026338333   0.0018624705   0.0022205999   0.0015896531   0.0031672667   0.0022725724
            780   0.0066433667   0.0029716178   0.0051755334   0.0023283352   0.0088123331   0.0039848674
            785   0.0052711667    0.002635665   0.0039866999   0.0020015484   0.0071643333   0.0035950215
            790   0.0065763335   0.0029409101   0.0050308001   0.0022578823   0.0088604001   0.0039760145
            795      0.0013068   0.0013067346  0.00095216668  0.00095211907   0.0018392333   0.0018391413
            800   0.0078573667   0.0032077008      0.0059865   0.0024563933      0.0106228   0.0043572838
            805   0.0050485334   0.0025289791   0.0036293333   0.0018176617   0.0072148667   0.0036177401
            810   0.0079244332   0.0032353459   0.0060326334    0.002486078      0.0107661   0.0044376179
            815      0.0040109   0.0023163886      0.0030314   0.0017587622      0.0054963   0.0031931569
            820      0.0013407    0.001340633   0.0012246333    0.001224572      0.0014424   0.0014423278
            825   0.0025995667   0.0018380801   0.0018463334    0.001305492      0.0037651   0.0026622244
            830   0.0026765667   0.0018925964      0.0025303    0.001794722   0.0027574666   0.0019588946
            835   0.0026351334   0.0018632297   0.0021234001   0.0015014746   0.0033242666   0.0023505765
            840   0.0026187332   0.0018517096   0.0021304667   0.0015183938   0.0032888667   0.0023448903
            845   0.0039917333   0.0023048468   0.0031917666   0.0018481822   0.0050808666   0.0029374976
            850   0.0013288334    0.001328767  0.00093030002   0.0009302535   0.0019513667   0.0019512692
            855      0.0013204    0.001320334      0.0011414   0.0011413429   0.0015313333   0.0015312567
            860   0.0013000999   0.0013000349  0.00092143332  0.00092138725      0.0018905   0.0018904055
            865              0              0              0              0              0              0
            870   0.0070452665   0.0031753523   0.0051061332   0.0023064592   0.0099745002   0.0044871143
            875   0.0039498333   0.0022804912   0.0032450666   0.0018751603   0.0048796668   0.0028209714
            880   0.0013089334   0.0013088679   0.0011003333   0.0011002783      0.0015847   0.0015846208
            885              0              0              0              0              0              0
            890   0.0026986667   0.0019083562      0.0021101   0.0014926181   0.0035205333   0.0024892686
            895   0.0026564667   0.0018784116   0.0020870334   0.0014812392   0.0034755667   0.0024752141
            900   0.0013070667   0.0013070014  0.00091940002  0.00091935405      0.0019126   0.0019125043
            905   0.0026244666   0.0018557741   0.0019468667   0.0013798177   0.0036445333   0.0025808744
            910              0              0              0              0              0              0
            915              0              0              0              0              0              0
            920      0.0013377   0.0013376331   0.0011759666   0.0011759078   0.0015130666   0.0015129909
            925              0              0              0              0              0              0
            930      0.0013872   0.0013871307  0.00092396667  0.00092392047   0.0021664332   0.0021663248
            935              0              0              0              0              0              0
            940   0.0039380334   0.0022735592   0.0035007667   0.0020263311   0.0043719334   0.0025355604
            945   0.0039959999    0.002307063   0.0035723001   0.0020644233      0.0044468    0.002574716
            950              0              0              0              0              0              0
            955      0.0013454   0.0013453327  0.00094000003  0.00093995302   0.0019890667   0.0019889672
            960              0              0              0              0              0              0
            965              0              0              0              0              0              0
            970   0.0026676334   0.0018862218   0.0021281333   0.0015109902   0.0034151333   0.0024255771
            975      0.0013107   0.0013106344   0.0010868999   0.0010868456      0.0016139   0.0016138193
            980   0.0026442333   0.0018696923   0.0018767667   0.0013272323   0.0038351667   0.0027118719
            985   0.0013273333    0.001327267  0.00091946665  0.00091942068   0.0019811333   0.0019810342
            990   0.0013304333   0.0013303668   0.0012498666   0.0012498041      0.0013856   0.0013855307
            995   0.0013205001    0.001320434  0.00092483337  0.00092478712   0.0019459667   0.0019458695
           1000   0.0013205001    0.001320434  0.00092483337  0.00092478712   0.0019459667   0.0019458695
