#    pt_Z-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.6060591    0.058476049      2.1033922    0.047221931      3.3066958    0.074597883
              5      7.7433894     0.10073242      6.2507557    0.081419714      9.8228449     0.12838996
             10      13.148852     0.13220346      10.622329     0.10686587      16.665066     0.16841452
             15      17.665894     0.15197731      14.314978     0.12334153      22.313474     0.19279722
             20      22.679519       0.173769      18.408893     0.14110295      28.591753     0.22021203
             25      27.195625     0.18927793      22.194012     0.15493052       34.07195     0.23945485
             30      31.282618      0.2026267       25.58097     0.16585923      39.102086     0.25460598
             35      35.672322     0.21867114      29.227836     0.17909971      44.487765     0.27457947
             40      39.303232     0.23011876       32.31069     0.18898801      48.825766     0.28804181
             45      43.512841     0.26098187       35.83062     0.21302709      53.952265     0.32897915
             50      47.294442     0.25620756      39.001736     0.21175477      58.540265     0.31992467
             55      50.541011     0.25990136      41.703898     0.21452731      62.517316     0.32839809
             60      52.805071     0.26778166      43.486817     0.22016676      65.478356     0.33490717
             65      53.203276     0.26820368      43.778246     0.22085122      66.045105     0.33709946
             70      50.449451     0.25768982      41.469288     0.21199661      62.713051     0.32269111
             75      47.051995     0.24998891      38.587896      0.2051203      58.650908     0.31366671
             80      42.629322     0.24058576      34.920298     0.19697013      53.214621      0.3024355
             85      38.840518     0.22890857      31.794173     0.18733324      48.527673        0.28804
             90      34.626883     0.21378152      28.318809     0.17496978      43.310226     0.26908298
             95      30.704571     0.20349146      25.076961     0.16615925      38.465284     0.25679183
            100      27.418642     0.19233519      22.394327     0.15713965      34.346562     0.24276819
            105      24.292576     0.20611046      19.806605     0.16584493      30.491894     0.26402093
            110      21.450774     0.17048281      17.505232     0.13906279      26.897002     0.21550993
            115      18.947266     0.15985665      15.452112     0.13040627      23.775062     0.20209424
            120      16.869853     0.14954244      13.748025     0.12197863      21.185356     0.18879232
            125      15.089362     0.14218317      12.304201      0.1160275      18.936494     0.17948161
            130      13.075153     0.13133081       10.65126     0.10711418      16.427223     0.16594861
            135       11.77492     0.12448432      9.5884704     0.10160541      14.799788     0.15725507
            140      10.569904      0.1181907      8.6110956    0.096332987      13.278339     0.14941736
            145      9.2726274     0.11094865      7.5517805    0.090555376       11.66177     0.14075097
            150      8.1271729     0.10348588      6.6013746    0.084277426      10.250667     0.13141431
            155       7.236524    0.097914996      5.8801264    0.079701056      9.1228338     0.12443194
            160      6.5974557    0.094152233      5.3418307    0.076379083       8.351398     0.12003502
            165      5.8824635    0.091163292      4.7654321    0.074335098       7.441985     0.11715715
            170      5.5271072    0.085957926      4.4815858    0.069905231      6.9851105     0.10939044
            175      4.8063837    0.079614044      3.8815507    0.064498661      6.1010859     0.10172529
            180      4.2773449    0.077105877      3.4454887    0.062155629      5.4447397    0.099059783
            185      3.8407516    0.071374046      3.0987483    0.057743985      4.8799777    0.091285497
            190      3.5756326    0.068737796      2.8883239    0.055740142      4.5383437    0.087827604
            195      3.2106352    0.064978217      2.5795046     0.05238118      4.0982723    0.083414731
            200       2.935421    0.062642386      2.3584948    0.050479117      3.7463075    0.080433738
            205      2.7289245    0.060238432      2.1901259    0.048504433      3.4869991    0.077449898
            210      2.4379911    0.057350476      1.9491613    0.045865959      3.1292709    0.074698165
            215      2.2503244    0.054630019      1.7994777     0.04381218      2.8869237    0.070530877
            220      1.9115506    0.050302036      1.5261269    0.040281618      2.4561137    0.065016614
            225      1.7618531    0.048178005      1.4042881    0.038522186      2.2684194     0.06240177
            230       1.652808    0.046731881      1.3199103    0.037444552      2.1234058    0.060400088
            235      1.5833078    0.046412725      1.2591125    0.037033722      2.0431652    0.060218109
            240      1.4812184     0.04486484      1.1808606    0.035805496      1.9063511    0.058177493
            245      1.2852036    0.041313169      1.0198525    0.032888466      1.6624292    0.053781403
            250      1.1947126    0.040284133     0.94863028    0.031953824      1.5447655    0.052672719
            255       1.077436    0.037626201     0.86289957    0.030269622      1.3804759    0.048582346
            260     0.94777316    0.035216598      0.7511784    0.028033512      1.2283391    0.045884464
            265     0.89996377    0.034575566      0.7146509    0.027532724      1.1637253    0.045001895
            270      0.8837038    0.034127855     0.69776377    0.027037818      1.1493841    0.044609985
            275      0.7671411    0.031823642     0.60650413    0.025247225     0.99634653    0.041571673
            280     0.69384407    0.030433979     0.55058183    0.024134881     0.89767467    0.039975904
            285      0.6079792    0.028274195     0.47865293    0.022362879     0.79341786    0.037125514
            290     0.59643917    0.028094969     0.46967127    0.022200057     0.77832483    0.036892327
            295     0.61071323    0.028473739     0.48177517    0.022494218      0.7952873    0.037382339
            300      0.5199227    0.026766264     0.41262937    0.021230676     0.67340009    0.035040667
            305     0.47736933    0.029850132     0.37698434    0.023394102     0.62125177    0.039413978
            310     0.44234033    0.024184667     0.34743323    0.019065079      0.5786609    0.031793284
            315     0.41913777    0.024745139     0.33199257    0.019630801     0.54328797    0.032281804
            320     0.35939283    0.021733057     0.28165013    0.017106653      0.4713094    0.028643673
            325     0.35369877    0.021620705      0.2819152    0.017275456      0.4554874    0.028088175
            330      0.3436866    0.021248383      0.2745155    0.017052938     0.44185367    0.027494103
            335      0.2981284    0.020309878     0.23541307    0.016082368     0.38780403    0.026568174
            340      0.3167897    0.020371341     0.24984073    0.016131577     0.41251347    0.026657052
            345      0.3082692    0.020559123     0.24174723    0.016177116     0.40371743    0.027047948
            350       0.271635    0.018896992     0.21249087    0.014838935     0.35681247    0.024949834
            355     0.27617767    0.019017853     0.21740543    0.015042957     0.36067433    0.024971479
            360     0.24921217    0.018090274      0.1919717    0.013983387     0.33256763    0.024230709
            365     0.22653967    0.017231841     0.17885963    0.013664072     0.29493807     0.02257216
            370     0.20730527    0.016512231     0.16392117    0.013121991      0.2697418    0.021644164
            375      0.1876578     0.01569704      0.1469679      0.0123509     0.24647267    0.020731404
            380     0.19417693    0.023943866     0.15322997    0.018609318     0.25267387    0.031709122
            385      0.2082591      0.0168678      0.1628891    0.013234737     0.27353833    0.022270829
            390     0.16921233    0.014901316      0.1313559    0.011621528      0.2241132    0.019828684
            395     0.15983337    0.014473167      0.1263041    0.011510778     0.20796573    0.018960747
            400      0.1367969    0.013422166      0.1067934    0.010514325     0.17993043    0.017740891
            405     0.12844763     0.01297652    0.098456433    0.009982247     0.17244053     0.01749199
            410     0.11659977    0.012362994      0.0892745   0.0094958332     0.15665687    0.016673594
            415     0.13087983    0.013231636      0.1030129    0.010419256     0.17081617    0.017412985
            420     0.13480897    0.013288565      0.1055685    0.010451229     0.17698077    0.017544452
            425       0.112642    0.012159808    0.086993633    0.009435322      0.1501666    0.016300261
            430     0.10047633    0.011454576    0.078714233   0.0090098118     0.13172433    0.015105539
            435    0.091635134    0.010956285    0.071285867   0.0085654408     0.12121857    0.014584864
            440       0.080886    0.010409199    0.063463267   0.0081938069      0.1060116    0.013732426
            445    0.087760933    0.010875749    0.068924566   0.0084681363     0.11495117    0.014567218
            450    0.083151434    0.010397069      0.0658687   0.0082870454     0.10779877    0.013562833
            455    0.062955433   0.0090903031       0.049343   0.0071565171    0.082613333     0.01200622
            460      0.0667059   0.0094940279      0.0523094   0.0074767917    0.087456267    0.012514821
            465    0.060090967   0.0088660862    0.046722867   0.0069298337    0.079582733    0.011789608
            470    0.054994067   0.0086438355    0.043599867   0.0068879903      0.0711611    0.011247752
            475      0.0654341   0.0092547333    0.051097867   0.0072657352    0.086170967    0.012257498
            480    0.061660467   0.0090061233    0.047946533   0.0070403806    0.081514167    0.011972171
            485    0.057795967   0.0087170483      0.0451565   0.0068481659    0.076186333    0.011554933
            490    0.051389233   0.0082324092    0.040412367   0.0065077096    0.067166234    0.010811859
