# m_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14       0.012784   0.0090401274   0.0091263333    0.006461185    0.015635667    0.011057873
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18   0.0084491667   0.0084487442      0.0059085   0.0059082047       0.012822    0.012821359
             19       0.032085    0.014351187    0.023694167    0.010633575    0.042104501    0.018971413
             20    0.045403333    0.017170205    0.033787333    0.012788931    0.064438334    0.024477917
             21         0.0321    0.014360875       0.024234    0.010866606    0.042061666    0.018951848
             22    0.058879333    0.019645755        0.04548    0.015219344    0.075141666    0.025425064
             23     0.10308483    0.025777388    0.082853667    0.020744373       0.129425    0.032644106
             24    0.031680834    0.017268314    0.025323667    0.013269423    0.037665333    0.027345561
             25    0.064203667    0.020307963        0.05126    0.016242546    0.082825333    0.026386755
             26     0.10218167    0.027384815      0.0843935    0.021762371     0.12497667    0.036194648
             27     0.12624483    0.030692141       0.100575    0.023962819     0.16347717    0.042151829
             28     0.13208717    0.029034724     0.10957717    0.024127929       0.160985    0.039516921
             29     0.13642067    0.031463603      0.1081845    0.023887778     0.17776083    0.044381893
             30     0.29212883    0.043551519     0.23479633    0.035074381     0.37364717    0.056022407
             31     0.20135367    0.037394671     0.16063583    0.029423164       0.260329    0.049646823
             32       0.185687     0.03449903     0.15453067    0.028785905      0.2258165     0.04259094
             33     0.31023533    0.044789354      0.2488715    0.036011136     0.39812183    0.057805961
             34       0.365623     0.04846904     0.29945983    0.040370695     0.45562866    0.064143603
             35     0.43338633    0.052980898     0.35109533    0.042998421     0.54877533    0.067570902
             36     0.38335466    0.051214727     0.31274385    0.040536064     0.48064784    0.069579948
             37     0.46720833    0.055960363      0.3846305    0.045974459     0.57830503    0.071421757
             38     0.42602284    0.053361266     0.35170483    0.043073178      0.5253223    0.070703364
             39       0.525011     0.05892913        0.42993    0.047861372     0.65512633    0.076652786
             40     0.55420933    0.062290026     0.45283083    0.049508546     0.69399483    0.082393322
             41     0.59338633    0.062758862     0.48240817    0.050362979      0.7484865    0.082036739
             42     0.68968284     0.06893975     0.56043267    0.054793565     0.87032467    0.091194197
             43     0.63220017    0.064717794      0.5219653    0.052508091     0.78024545    0.085517956
             44     0.78593017    0.071193384     0.64484167    0.058524528     0.97896667    0.089318158
             45     0.82970367    0.073070981      0.6776045    0.059799692      1.0400373    0.092058446
             46     0.95059633    0.078431476        0.77461     0.06405616      1.1954242    0.099466369
             47     0.87092983    0.075622749     0.71823083    0.062306447      1.0774767    0.095190513
             48      1.0305088    0.082492339     0.85827183     0.06833307      1.2573588     0.10309474
             49      1.0627877    0.083690446     0.87275717    0.068637121      1.3228365     0.10539175
             50      1.1432482    0.086545685      0.9331505    0.070517186      1.4349027     0.10983085
             51      1.2353932    0.089414709      1.0199145    0.073971662       1.526651      0.1110972
             52       1.429783    0.096197454      1.1706918    0.078994331      1.7870903     0.12102315
             53      1.3366115    0.093700992      1.0958917    0.076663881      1.6678485     0.11812473
             54      1.5006772    0.098623492      1.2265975     0.08078819      1.8804068     0.12426439
             55      1.5907164     0.10180383      1.3149912    0.083757642      1.9632258     0.12830322
             56      1.6996853     0.10486986      1.4089283    0.087163276      2.0895166     0.13013116
             57      1.7533092     0.10653223      1.4380768    0.087516905      2.1870088     0.13350985
             58      1.9741948     0.11288837      1.6230877    0.093083953       2.455182     0.14132319
             59      2.1084417     0.11679967      1.7514022    0.097427282      2.5854345     0.14456968
             60      2.4419043     0.12632022      2.0265906     0.10453363      2.9981998     0.15767741
             61      2.4576157     0.12611063      2.0311102     0.10448518      3.0351226      0.1566729
             62      2.6604503     0.13196318      2.2093345     0.10916607      3.2644031     0.16494482
             63      2.6385553     0.13052485       2.184307     0.10835612      3.2515393     0.16253236
             64      2.7381172     0.13351877       2.276461     0.11110421      3.3546673     0.16497566
             65      3.0700565     0.14150413      2.5509148     0.11727554      3.7646024     0.17608181
             66      3.5295577     0.15139355      2.9289103     0.12570432      4.3361378      0.1870252
             67      3.5573685     0.15288788      2.9565305     0.12653088      4.3617667     0.19059545
             68      3.8526978     0.15787134       3.198786     0.13130519      4.7300963     0.19471738
             69      4.3404057     0.16787766      3.6056673     0.13973811       5.325763     0.20789322
             70      4.2896342     0.16681455      3.5767648     0.13928081      5.2370543     0.20496283
             71      4.6962028     0.17551466       3.947006     0.14771837      5.6714452     0.22899554
             72      4.8146002     0.17696193      4.0610459     0.15028584        5.78636     0.22498946
             73       5.392395     0.19035478      4.5233752     0.15744155      6.5311183     0.23951817
             74      5.8891238     0.19574847       4.921342     0.16352082      7.1697104     0.24023929
             75      6.3741504     0.20373549        5.33718     0.17038059      7.7400573     0.24984145
             76      6.6528543     0.20761181      5.5544145     0.17355762      8.1108607     0.25425621
             77      7.4256287     0.21960212      6.2035642     0.18342325      9.0454408      0.2691058
             78      8.0760328      0.2287036      6.7578108     0.19166433      9.8168596     0.27981222
             79      8.7482202     0.23830383      7.3512665     0.20029313      10.573262     0.29142669
             80       9.726451     0.25092401      8.1386572     0.21009254      11.824686     0.30693366
             81      10.390749     0.25947411      8.7156733     0.21789425      12.591149     0.31643588
             82      11.849248     0.27781768      9.9598713     0.23321115      14.318915     0.33858814
             83      13.450938     0.29508533      11.304637     0.24834099      16.257941     0.35867064
             84       15.23831     0.31488535      12.837894     0.26505723      18.358741     0.38231607
