#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            350    0.070028907   0.0047975526    0.057091773   0.0039085548    0.087969764   0.0061146355
            355    0.060855182   0.0044430303     0.04938942   0.0036117961    0.076768409   0.0056939547
            360    0.057395254   0.0044413835    0.046914302   0.0036234922    0.071809716   0.0056393757
            365    0.053052805   0.0042294483    0.043457879   0.0034851093     0.06629948   0.0054078588
            370    0.046266795   0.0038665286    0.037778712    0.003164008    0.057947115   0.0048974258
            375    0.039131501    0.003571475    0.031900952    0.002915876    0.049121737   0.0045410428
            380    0.038298784   0.0035147283    0.031554342   0.0028906002    0.047449908   0.0044415706
            385    0.035368163   0.0033429468    0.028757615   0.0027409613    0.044483253   0.0042505205
            390    0.035019144   0.0033506462    0.028306459   0.0027205937    0.044353517   0.0042736552
            395    0.031742081   0.0032082975    0.026080056   0.0026387781    0.039511621   0.0040422746
            400    0.033033653   0.0033398752     0.02668954   0.0026699039    0.041881481   0.0043356619
            405    0.029142393   0.0030391487    0.023846771   0.0025013696    0.036445234   0.0038347792
            410    0.028543113   0.0030263065    0.023204466   0.0024750288    0.035978486   0.0038811742
            415    0.027532421   0.0030539868    0.022538071   0.0024708548    0.034408787   0.0039198669
            420    0.021757519   0.0027253608    0.017446627   0.0021448421    0.027861409   0.0036244495
            425    0.021619792   0.0026922861    0.017796555   0.0021865173    0.026865322   0.0034730462
            430     0.02193599   0.0026814634    0.017892685    0.002186851    0.027516967   0.0034168082
            435    0.019943281   0.0025241839    0.016056985   0.0020409057    0.025423321   0.0032416679
            440    0.018709052    0.002516086    0.014974102   0.0020054845    0.023982153   0.0032769855
            445    0.018671301   0.0025003579    0.015537639   0.0020767266    0.022875142   0.0031205266
            450    0.017485554   0.0023605062    0.013853109   0.0018768602    0.022663673   0.0030789009
            455    0.012966731   0.0020265583    0.010668307   0.0016821616    0.016106034   0.0025456837
            460     0.01582625   0.0022834057    0.012916695   0.0018661284    0.019849948   0.0029151591
            465    0.015736094   0.0023421653    0.013007491   0.0019408867     0.01950257    0.002992535
            470    0.010446699    0.001819101   0.0086415206   0.0015124144    0.012866299   0.0022603906
            475     0.01142966   0.0019623593   0.0092483474   0.0015841218    0.014444874   0.0025151497
            480    0.013560304   0.0021180377    0.011203866   0.0017510247    0.016734198   0.0026455971
            485    0.010768387   0.0019398956   0.0089286676   0.0015955045    0.013249796   0.0024550105
            490    0.011201161   0.0018964866   0.0087008644   0.0014799555    0.014838351   0.0025276215
            495    0.009527563   0.0017397583   0.0077742857   0.0014330119    0.011925074   0.0022064181
            500    0.009527563   0.0017397583   0.0077742857   0.0014330119    0.011925074   0.0022064181
