# pt_bb-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      569.32925      0.4082733      480.61027     0.34451662      684.65173     0.49637624
              5      1198.7262      0.5678743       1009.989     0.47793591      1445.2212     0.69379695
             10      1184.7611     0.56427439      996.83017     0.47491361      1431.0767     0.69126889
             15      966.61649     0.51879813      812.52282     0.43625362      1169.1137     0.63502839
             20      744.05792     0.46025556      625.09455     0.38694023      900.66515     0.56290453
             25      566.48325     0.40769695      475.61936      0.3423725      686.31456     0.49854077
             30      431.48481     0.35849453      362.06128     0.30094288      523.19038     0.43815306
             35      333.12744     0.31897359      279.45255     0.26757318      404.09331     0.39113009
             40      259.42945     0.28121515      217.50894     0.23624486      314.93589     0.34525485
             45      204.93669     0.25223302       171.6766     0.21139098      249.05879     0.30979697
             50      163.34142     0.22462546      136.72892     0.18821942      198.70425     0.27559883
             55      131.48046     0.20263429      110.00064     0.16971721      160.05515     0.24907194
             60      106.82734     0.18271654      89.294811     0.15286854      130.19256     0.22465828
             65      87.292835      0.1653781      72.899581     0.13825414      106.50677     0.20367675
             70      72.124965     0.15080255      60.202128     0.12599822      88.056834     0.18586144
             75      60.039036      0.1370056       50.05734     0.11441758      73.403626     0.16888398
             80      50.466991     0.12588973      42.053864     0.10519336      61.741952      0.1556412
             85      42.310737     0.11531423      35.231946    0.096181652      51.809338     0.14240622
             90      35.781999     0.10620273      29.766441    0.088433081      43.866673     0.13125557
             95      30.491428    0.097908839      25.360394    0.081603685      37.390176     0.12134428
            100      26.100233    0.090575252      21.687901    0.075401587      32.040423      0.1122393
            105      22.431082    0.084673953      18.637101    0.070428968      27.540206     0.10507121
            110      19.140593    0.077936532      15.878793      0.0647103      23.542608    0.096656035
            115      16.759609    0.072722506      13.902148    0.060423562      20.616756     0.09032167
            120      14.533493    0.067713516      12.038105    0.056176874      17.908703    0.084103767
            125      12.638155    0.063216965      10.455996    0.052360308      15.594242    0.078599117
            130      10.992636    0.059078182      9.0898437     0.04888173      13.572034    0.073506231
            135      9.6412019    0.055426705      7.9572191    0.045830873      11.929899    0.069157397
            140      8.3960328    0.051847093      6.9215381    0.042852773      10.402782    0.064907064
            145      7.4488106    0.049729681      6.1210968    0.040895419      9.2611682     0.06254507
            150      6.5901123    0.045778832      5.4107458    0.037683763      8.2021756    0.057510446
            155       5.702281    0.043308006      4.6773174    0.035557319      7.1046518     0.05449653
            160      5.0226843    0.039910237       4.102254    0.032663665      6.2877532     0.05040662
            165      4.4956081    0.038357202      3.6737589    0.031366989      5.6246265    0.048500352
            170      4.0083891    0.035737615      3.2724597    0.029226388      5.0202778    0.045145367
            175      3.5189381    0.033370599      2.8656329    0.027273636      4.4199978     0.04233672
            180      3.0608126    0.031472536      2.4839234    0.025594828      3.8590933    0.040013094
            185      2.7411272      0.0299351      2.2190081    0.024274057       3.465571    0.038136448
            190      2.3213703    0.027110645      1.8837141    0.022064059      2.9271687    0.034496358
            195      2.1829265    0.026260238      1.7623374    0.021259687      2.7683397    0.033535452
            200      1.9210193    0.025284928      1.5464761    0.020377906      2.4436109    0.032415074
            205       1.712832    0.023269665      1.3789447    0.018777383      2.1787512    0.029818943
            210      1.5525152    0.022280671      1.2456184    0.017906272      1.9820898    0.028660193
            215      1.3177035    0.020409898      1.0579773    0.016441652      1.6813727    0.026274359
            220      1.1813213    0.019790621     0.94089031    0.015809074      1.5201824    0.025597348
            225       1.025924     0.01803844     0.81697635    0.014399424      1.3204683    0.023369728
            230     0.93309922    0.017236817     0.74131277    0.013728869      1.2042595    0.022392201
