#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      153.70981      0.2207451      128.85054     0.18475309      186.52506     0.27056484
              5      434.86597     0.36296928      364.61061     0.30412073      527.55851     0.44481062
             10      689.43971     0.44906719      577.80537     0.37628306       836.8802     0.55127835
             15      935.51411      0.5134266      783.98145     0.43041756      1135.7203     0.63113351
             20      1171.2806     0.56289868      982.20705     0.47220414      1420.7514     0.68994251
             25      1360.8085     0.59842836      1141.9499     0.50235087      1649.1123     0.73364184
             30      1411.5642     0.60540798      1184.6998     0.50832568      1710.3032     0.74336616
             35      1069.2783     0.54122153      897.06366     0.45416029      1296.2536     0.66375189
             40      279.89249     0.29569129      234.40818     0.24738304      340.13182     0.36313161
             45      98.288645     0.17560587      82.136421     0.14703708      119.79701     0.21629904
             50      52.343766      0.1290781      43.681395     0.10777769      63.913665     0.15908162
             55      32.026874     0.10113238      26.696188     0.08432465      39.163547     0.12478543
             60      20.956266    0.081847883      17.465637    0.068208384      25.631348     0.10094478
             65      14.327577    0.067880698      11.930763    0.056492976      17.543588     0.08388349
             70      10.329937    0.058542134      8.5939911    0.048662089      12.681225    0.072668212
             75      7.4761464    0.048989653      6.2054499     0.04070452      9.2021137    0.060922841
             80      5.5533225    0.042895892      4.5987542    0.035551959      6.8528644    0.053644138
             85      4.2613507    0.036962885       3.521446    0.030655441      5.2713203    0.046292297
             90      3.2652117    0.032208658      2.6899772    0.026601123      4.0526848    0.040319726
             95      2.5742789    0.029036834      2.1194801    0.023904281      3.1979535    0.036526698
            100      2.0237242    0.026332789      1.6646294    0.021653942      2.5159571    0.033133997
            105      1.6556787    0.022958705      1.3575178    0.018860227      2.0659074    0.028894761
            110      1.3820221    0.022008011      1.1335098    0.017991448       1.723637    0.027853847
            115      1.0813066    0.018554126     0.88646389    0.015254085      1.3493745    0.023359636
            120     0.91118038     0.01844127     0.74474679    0.015001316      1.1410226    0.023435105
            125     0.75015902    0.015443208     0.61272065    0.012653884     0.93989341    0.019508384
            130     0.61939297    0.014333448     0.50745275    0.011758942      0.7734875    0.018160455
            135     0.53400706    0.013183202     0.43796656    0.010809698     0.66592311    0.016857306
            140     0.43084118    0.012012837     0.35046152   0.0097637201     0.54237053     0.01529335
            145     0.36486661    0.010881206     0.29946943   0.0089394889     0.45466706    0.013696385
            150     0.29274125   0.0096597766     0.23870325   0.0078890717     0.36755585     0.01226834
            155     0.27628338   0.0093875618     0.22483601   0.0076630796     0.34759362    0.011906129
            160     0.23384283    0.010898043      0.1908444   0.0086995795     0.29334891     0.01408329
            165     0.20626312    0.008822677     0.16756301   0.0071007981     0.26004522    0.011369324
            170     0.18167385   0.0085409487     0.14899202   0.0068976891     0.22651799    0.010931843
            175     0.15399518    0.007049064     0.12600285   0.0057567217     0.19256766   0.0089351362
            180     0.12445584   0.0062849845     0.10132535   0.0051305892     0.15645089   0.0079682324
            185     0.11582579    0.006114281    0.094293493   0.0049867828     0.14567838   0.0077709911
            190     0.10921534   0.0059807134    0.089809436   0.0049389922     0.13577303    0.007508058
            195    0.088436663   0.0055640987    0.072251925   0.0045360845      0.1107447    0.007068368
            200    0.084612549   0.0053692197    0.069021689   0.0043631157     0.10611304   0.0068352908
            205    0.070810204   0.0048795783    0.057438984   0.0039570298    0.089346155   0.0062197256
            210    0.056672333   0.0042486547     0.04637563   0.0034879117     0.07085178   0.0053578148
            215    0.059050596   0.0075892911    0.047838271   0.0059919891    0.074538231   0.0098471848
            220    0.056303954   0.0042427277    0.045498311   0.0034403424    0.071362561   0.0054215753
            225    0.043158223   0.0037422404    0.035330652   0.0030587568    0.053901665   0.0047428855
            230    0.035804322   0.0034171579      0.0293803    0.002778545    0.044685066   0.0043887897
            235    0.039233933   0.0035285001    0.032159024   0.0029062025     0.04889908   0.0044248493
            240    0.033187851   0.0032564328    0.027559944   0.0027049739     0.04078525   0.0040730192
            245    0.029810164   0.0032269784    0.024611117   0.0026470053    0.036834662   0.0040679982
            250    0.026727051   0.0028997816    0.021832085   0.0023792893    0.033452381   0.0036525815
            255    0.021130412   0.0026595335    0.017155022   0.0021441563    0.026699448   0.0034186966
            260    0.023928395   0.0027461251    0.019204578   0.0022140923    0.030581465   0.0035303566
            265    0.022666418   0.0027110706    0.018442345   0.0022008624    0.028543673   0.0034654001
            270    0.018961585   0.0024491095    0.015245842    0.001977591    0.024156255   0.0031373283
            275    0.016186739   0.0023133311    0.013344618   0.0019093589    0.020073221   0.0029025501
            280     0.01768132   0.0025189483    0.014723641   0.0020804136    0.021628724   0.0031506575
            285    0.010492477    0.001989043    0.008775134   0.0015957757    0.012805634   0.0025891455
            290      0.0144901   0.0021825354    0.012408724   0.0018986797    0.017165746   0.0027450651
            295    0.013653445   0.0020841546    0.011167595    0.001711094    0.017074414     0.00262517
            300     0.01343583   0.0020773771     0.01096076   0.0017011322    0.016834462   0.0026243207
            305   0.0099584393   0.0017925548   0.0081922529   0.0014799742    0.012346875    0.002235272
            310   0.0080809364   0.0016304636   0.0066292357   0.0013402801    0.010060312   0.0020483875
            315   0.0088144618   0.0016658208    0.007250044     0.00137523    0.010916567   0.0020721021
            320   0.0078777191   0.0015789323   0.0063962785   0.0012858071   0.0099403921   0.0020143065
            325   0.0099707242   0.0019913027    0.008157663   0.0016157464     0.01241952   0.0025213601
            330   0.0050690116   0.0012673402   0.0040660264   0.0010204211   0.0064757903   0.0016281324
            335   0.0047336855   0.0012222472   0.0038259704  0.00099262963   0.0059847299   0.0015540522
            340   0.0079026731   0.0015812429   0.0064154702   0.0012898659   0.0099754062   0.0020142394
            345   0.0050342218   0.0012586818   0.0040530931    0.001018215   0.0064134934   0.0016159419
            350   0.0066868748    0.001460436   0.0053304682   0.0011704245   0.0086359184    0.001904186
            355   0.0082141337   0.0016109615   0.0067020968   0.0013215636     0.01031511   0.0020378031
            360   0.0041215046    0.001143138   0.0034793518  0.00096964837   0.0049639375   0.0013887256
            365   0.0039939735   0.0012978398   0.0033205202   0.0010591945   0.0048806642   0.0016431465
            370   0.0024906843  0.00088087078   0.0021979352  0.00078010148    0.002817479  0.00099996336
            375   0.0050617367   0.0012654543   0.0041857543   0.0010527097    0.006239952   0.0015746627
