# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      3218.3829      2.1755643      2699.9527      1.8251275      3904.4982      2.6691236
              1      3218.3829      2.1755643      2699.9527      1.8251275      3904.4982      2.6691236
