#   y_j1-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9              0              0              0              0              0              0
           -3.8    0.074650261    0.033541208    0.057491796    0.026339929     0.10065306    0.045116448
           -3.7    0.093198879    0.038051714     0.07130252    0.029298724     0.12628611    0.051829025
           -3.6     0.19059264     0.05299428     0.14854942    0.041913815     0.25442257    0.070896907
           -3.5     0.32745298    0.070432391     0.24960465    0.054523972     0.44394558    0.095405124
           -3.4     0.62434974     0.10199574     0.50044978    0.080718114     0.80491156     0.13532829
           -3.3      1.5482541     0.15596957      1.2259572     0.12428246      2.0206707     0.20522432
           -3.2      2.1566691     0.18878066      1.7206915     0.15096768      2.7895898     0.24689632
           -3.1      3.2604478     0.22710345      2.5765436     0.18048051      4.2579176      0.2987237
             -3      4.7148644     0.28065725      3.7326314     0.22258983      6.1367621      0.3686533
           -2.9       6.569858     0.32224792      5.2382281     0.25828755      8.4954914     0.42005694
           -2.8       9.427918     0.38693872      7.5023257      0.3093293      12.202768     0.50456672
           -2.7      11.736258     0.43068846      9.4093513     0.34704473      15.065031     0.55723579
           -2.6       14.66738     0.48535483      11.658134     0.38729168      18.996116     0.63388674
           -2.5      18.673321     0.54547584      14.878154       0.436156      24.112435      0.7102223
           -2.4      21.523072     0.59995385      17.231714     0.48182338      27.644934     0.77656845
           -2.3      24.572848     0.62510007      19.747079     0.50368868      31.432396     0.80660885
           -2.2      28.614936     0.67435628      22.898543     0.54159873      36.770986     0.87329707
           -2.1      32.252744     0.71758271      25.644112     0.57296557      41.718828     0.93392865
             -2      36.892141      0.7680616      29.484801     0.61638959      47.443597      0.9938935
           -1.9      40.351684     0.82092218      32.283645     0.65837457      51.840983      1.0633626
           -1.8      43.869788     0.83532689      35.102912     0.67074609       56.33348      1.0796754
           -1.7      48.404629      1.4775248      38.651624      1.1773171      62.277581      1.9037608
           -1.6      51.947265      0.9132164      41.592763     0.73378389      66.660116      1.1801619
           -1.5      54.807523     0.93037279      43.872065     0.74747913      70.356783      1.2035304
           -1.4      56.708085      0.9463212      45.253359     0.75817588      73.019205       1.225685
           -1.3      58.201167     0.96384682      46.475285     0.77255819      74.909922      1.2486083
           -1.2      61.722834     0.98986028       49.24357     0.79259695      79.505307      1.2833496
           -1.1      62.068491     0.99641613      49.731147     0.80082015      79.593148      1.2868163
             -1      66.444197      1.2445191      52.955297     0.98728573      85.660156      1.6187306
           -0.9      67.066119      1.0294132      53.486716     0.82426936      86.440375      1.3350544
           -0.8      69.101556      1.1446459      55.254001     0.91215585      88.789822      1.4876655
           -0.7      70.005133      1.0526953      55.998518     0.84464664       89.93644      1.3627697
           -0.6      70.064249      1.1093683      55.859514     0.88432386      90.333559       1.442856
           -0.5       72.16538      1.0803449      57.605491     0.86481711      92.928277      1.4011911
           -0.4      71.841541      1.1324753      57.268517     0.90230704      92.623997      1.4724397
           -0.3      73.282904      1.1272135      58.514175     0.90141256      94.317251      1.4607253
           -0.2      72.484691      1.0771474      57.836303     0.86214388      93.372936      1.3975128
           -0.1      73.019511      1.0744797      58.262014     0.86003159       94.07271      1.3948989
              0      71.096625      1.0901025      56.795383     0.87236856      91.466501      1.4130817
            0.1      71.312745      1.0693516      57.085155     0.85917178      91.548781      1.3820299
            0.2      73.602837      1.0822123      58.682767     0.86576392      94.897305      1.4046714
            0.3      71.793228      1.0784204      57.430952      0.8646666      92.239423       1.396486
            0.4      71.629793      1.0833877      57.283634      0.8686979       92.02771       1.401143
            0.5      71.689573       1.468621      57.244058      1.1564072      92.248854      1.9205121
            0.6      68.365001      1.0625359      54.695669      0.8523886      87.826463      1.3769957
            0.7      67.487588      1.0454683      53.871885     0.83671173      86.870288      1.3562328
            0.8      68.119046      1.0607727      54.339101     0.84833597      87.751317      1.3754636
            0.9      64.958307      1.0539255      51.896754     0.84335167      83.552379      1.3661562
