#    y_j1-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      4.8828484     0.56944632      4.1466583     0.48373863      5.8363833     0.68243921
           -4.9      6.0232133     0.63079096      5.1115767     0.53715764         7.1894     0.75432411
           -4.8      8.8421483     0.76556303      7.7374766     0.66019888      10.160149     0.93697997
           -4.7      12.613907     0.91513987      10.738657      0.7779638      15.029847      1.0969789
           -4.6      17.193448      1.0642916      14.645142     0.90599431      20.469932      1.2758914
           -4.5      150.80168      3.1533165      126.81145       2.682313      182.39203      4.0193109
           -4.4      191.04761      3.5510555      159.82026      2.9696921      232.57179      4.3503558
           -4.3      223.17133      3.8364441      186.62923      3.2055837       271.7744      4.7042704
           -4.2      282.41694      4.3208373      236.27497      3.6110298      343.68964      5.2976041
           -4.1      330.95169      4.6599532      276.62257       3.895834      403.23072       5.738625
             -4      392.84919      5.0704389      327.99038      4.2364022       479.3429      6.2204701
           -3.9      474.28163      5.6159049      396.26786      4.6884408      578.12407      6.9100368
           -3.8      540.34907       5.966266       450.5223      4.9742758      660.32141      7.3542051
           -3.7      612.39701      6.3905138      511.22887      5.3268084      747.26031      7.8663895
           -3.6      687.26424      6.7157607      572.61331      5.5988434      840.65937      8.2658127
           -3.5      798.91664      7.2248625      664.79423      6.0166095      978.71175      8.9016368
           -3.4      878.65567      7.8301172      731.19807      6.4930442      1076.2121      9.6945011
           -3.3      989.99304      8.1109621      822.03823      6.7328062      1215.8461      10.028545
           -3.2      1068.6784       8.362196      888.97073      6.9603487      1309.5276      10.336257
           -3.1         1161.9      8.7600358      965.46123      7.2785749      1425.7258      10.834686
             -3      1274.2459      9.1695726      1057.8851      7.6170974      1565.1487      11.348878
           -2.9      1363.5108      9.4497559      1132.2245      7.8690357      1674.3785       11.75432
           -2.8      1475.2756       9.842619      1223.7886      8.1782399      1813.9456      12.214818
           -2.7      1577.8928      10.171014        1307.66      8.4325906      1942.3795      12.598823
           -2.6      1683.1469      10.517896      1396.0316      8.7336164       2069.715       13.05446
           -2.5      1766.7421      10.784054      1463.3633       8.940256      2176.1504      13.371908
