#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4738.1609      2.6261162      3878.3684      2.1487701      5918.0988      3.3113796
              1      4738.1609      2.6261162      3878.3684      2.1487701      5918.0988      3.3113796
