# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      22014.507      3.8876464      18652.432      3.2977965      26354.708      4.7667457
              1      22014.507      3.8876464      18652.432      3.2977965      26354.708      4.7667457
