#pt_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1157.1762      1.1355771      986.97242     0.97017324      1372.7229      1.3741436
              5      904.85619      1.0196044      769.98305     0.86848564      1076.9261      1.2253505
             10      553.56526     0.81792591      469.75599     0.69808585      661.35209     0.99669717
             15      380.49398     0.68665401      322.08005     0.58139935      456.13049     0.82887599
             20      280.85041     0.59409675      237.43842     0.50247192       337.2491     0.71907207
             25      213.49898     0.52089897      180.21684     0.44054182       256.9072     0.63927757
             30      167.46412     0.46332282      141.11924     0.39046238      201.96522     0.56324472
             35      132.92459     0.41366657      111.83479     0.34836381      160.64774     0.50485754
             40      106.91353     0.37166471      89.806061      0.3122296      129.48571     0.45350054
             45      86.874618     0.33631539      72.813335     0.28199356       105.5179     0.41163801
             50      70.552762     0.30726375      59.095232     0.25694978      85.766128     0.37780795
             55      57.545218     0.27322535      48.106234     0.22861951      70.130867     0.33512282
             60       47.27704     0.24911673      39.477803     0.20802591      57.700042      0.3063103
             65      38.912472     0.22699643      32.518662     0.18978501      47.444005     0.28460155
             70      32.403166     0.20590043      26.993083     0.17164794      39.668304     0.25370844
             75      26.636334     0.18650073       22.18969      0.1555048      32.607956      0.2298811
             80      22.316318     0.17228019      18.589029     0.14353208       27.32218     0.21351972
             85      18.552379     0.15566593      15.429511     0.12954195      22.760313       0.192546
             90      15.674641     0.14422133      13.017001     0.11970012      19.265793     0.17890965
             95      12.940977     0.13044853      10.747756     0.10843065      15.904426     0.16142246
            100      11.066943     0.12083912      9.1889781      0.1004258      13.604902     0.14961398
            105      9.2580841      0.1125968      7.6836022     0.09340951      11.388398     0.13999677
            110      7.8644089      0.1013891      6.5305193    0.084526203      9.6669134     0.12644639
            115      6.6772023     0.09381197      5.5233339    0.077652772      8.2475401     0.11660143
            120      5.4198113    0.084271815      4.4832652    0.069824613      6.6944238     0.10483605
            125      4.7691737    0.078952069      3.9517401    0.065406556       5.878763    0.098195237
            130      4.0977725     0.07321986      3.3884045    0.060560322      5.0638359     0.09124076
            135      3.4307789    0.066985392      2.8435898    0.055629892      4.2269868    0.083029116
            140       2.895081    0.061375376      2.3996324    0.050967331      3.5671217    0.076084762
            145      2.6114936    0.058653632      2.1565556    0.048468338      3.2324406    0.073048508
            150      2.1506225     0.05300003      1.7731801    0.043746865      2.6673709    0.066136896
            155      1.8711061    0.049859356      1.5500807     0.04128679      2.3068945    0.062648726
            160      1.6643045    0.046840779      1.3737548    0.038636553      2.0613363    0.058555976
            165      1.4672332    0.043778916      1.2110969    0.036243051      1.8172621     0.05457679
            170      1.2427907    0.040370152      1.0218071    0.033235944      1.5465233      0.0505067
            175      1.1036719    0.038133161     0.90869477    0.031397222      1.3713871    0.047748129
            180     0.99107233    0.035967774     0.81608977    0.029688393      1.2312139    0.044925401
            185     0.86051647    0.033533579     0.71119103    0.027792921      1.0640173    0.041782859
            190     0.73123363    0.038832518      0.6026302    0.031437153     0.90722893    0.049336251
            195      0.6512968    0.029218844     0.53540033    0.023991815     0.81075187    0.036711995
            200      0.5978003     0.02787737     0.49261297    0.023019292      0.7419527    0.034746957
            205     0.51980113    0.025994965     0.42804703    0.021458721     0.64563483    0.032445053
            210     0.44346053    0.024053176     0.36420363    0.019796735     0.55270177    0.030101823
            215     0.37799213    0.022165631      0.3132564    0.018410837      0.4659421    0.027437922
            220     0.34333457    0.021228304     0.28418427    0.017522159      0.4237373    0.026607492
            225     0.30408283    0.019946157     0.24906803    0.016363678     0.38013557    0.025039322
            230     0.26323983    0.018524832     0.21551427    0.015199142     0.32939347    0.023263306
            235      0.2635935    0.018839626      0.2167193    0.015514641     0.32806035    0.023630931
            240      0.2343225    0.017466432       0.193217    0.014438938     0.29056293    0.021746425
            245      0.1985157    0.016052538      0.1645352    0.013338323     0.24469793    0.019879577
            250     0.17071287    0.014918808      0.1415854    0.012398825      0.2102402    0.018430453
            255      0.1547589    0.014323799     0.12786893     0.01180984     0.19142163    0.017894489
            260     0.12080893    0.012529297    0.099614033    0.010395942     0.14972413    0.015690178
            265    0.097385233    0.011397414      0.0826315   0.0094477759     0.11643663      0.0148514
            270     0.11422437     0.01217937    0.093306567   0.0099669814      0.1432754    0.015319214
            275    0.086172967    0.010607767    0.070978334   0.0087576478      0.1069714    0.013224188
            280       0.096178    0.011180899    0.079258167   0.0092375797     0.11933277     0.01393168
            285    0.062276967   0.0089904139    0.051642633   0.0074762748    0.076702834    0.011140505
            290    0.055956067    0.008751416       0.046943   0.0072699348    0.067889633    0.010841173
            295      0.0820537    0.010339187    0.066847433   0.0084390495     0.10327413    0.013066882
            300    0.057553933    0.008687257    0.046641066   0.0070530033    0.072839633     0.01103792
            305      0.0505487   0.0080948826    0.041793533   0.0067007268    0.062477133     0.01002513
            310    0.046817267   0.0078087827      0.0384524   0.0064284134    0.058332367   0.0097853686
            315    0.049523333   0.0080374894    0.040111567   0.0065210209    0.062780234     0.01023743
            320      0.0377088    0.007002548      0.0311051   0.0057854903    0.046727767    0.008701651
            325    0.031523166    0.006450005    0.025703833   0.0052653523      0.0396097   0.0081375649
            330      0.0415574   0.0073475646      0.0348417   0.0061759528      0.0504749   0.0089768234
            335    0.023422267   0.0055209643    0.019199667   0.0045368733      0.0292422   0.0069192591
            340    0.032662867   0.0065333465    0.026755167   0.0053601267    0.040868067   0.0081986782
