#pt_bbZ-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1402.992     0.59972349      1196.5944     0.51151904      1664.9248     0.72195093
              5      1207.9973     0.56513679      1027.2273     0.48101139      1439.5478     0.68135361
             10      795.63623     0.47334271      673.68308     0.40112245      953.61926     0.57468015
             15       573.5163     0.40831474       483.9096     0.34472218      690.57934     0.49599413
             20      436.59353     0.35972709      367.31909     0.30284069      527.67876     0.43850559
             25       342.6984     0.32118507      287.57933     0.26971548      415.56999       0.393507
             30      274.39589     0.29061169      229.74563     0.24326663      333.70193     0.35714615
             35      223.09517     0.26245076      186.42116      0.2193117      272.00427     0.32304218
             40      182.55655     0.23758732      152.25994     0.19835062      223.10899     0.29334223
             45      151.24784     0.21685095      125.93494     0.18072207      185.24035     0.26834757
             50      125.63915     0.20171935      104.41314      0.1673599      154.24377     0.25072123
             55      104.91493     0.18471345      87.090217     0.15309144      128.98807     0.22975812
             60       88.33471     0.16885327      73.233245     0.13984028      108.77595      0.2099731
             65       74.20272     0.15523932      61.493565     0.12854856      91.419762     0.19358197
             70      62.584895     0.14194336       51.80772     0.11748846        77.2132     0.17715835
             75      53.444194     0.13022853      44.190385     0.10769189      66.030486     0.16216932
             80      45.312759     0.12209579      37.456181     0.10074762       56.00411     0.15264285
             85      38.785545     0.11112319      32.029097    0.091809793      47.995305     0.13872396
             90      33.339274     0.10263873      27.513531    0.084752794      41.289398     0.12810368
             95      28.442701    0.095772578      23.470435    0.079081224      35.229095     0.12023885
            100      24.543298    0.088379294      20.242616     0.07299961      30.417879     0.11049403
            105      21.110198    0.081997819      17.410189    0.067670713      26.165938       0.102398
            110      18.473626    0.085235978       15.23061    0.069530973      22.905909     0.10793508
            115      15.865751    0.071599956      13.071364    0.058986867      19.689676    0.089710221
            120      13.828041    0.066859999      11.387716    0.055046492      17.170389    0.083684183
            125      12.068058    0.061781504      9.9341294    0.050918996      14.992177    0.077263332
            130       10.50131    0.058084601      8.6436536    0.047860179      13.047251    0.072961922
            135      9.1047656    0.053811919      7.5016472    0.044371643      11.298724     0.06728747
            140      7.9934643    0.050793452       6.582802    0.041896131      9.9252469    0.063694301
            145      7.0917494    0.047642682      5.8323871    0.039207848      8.8199791    0.059641711
            150      6.2457989    0.044567635      5.1390803    0.036702863      7.7635637     0.05580288
            155      5.5441257    0.042151544      4.5622754    0.034740452      6.8906709    0.052925094
            160      4.8336546    0.039054684      3.9759793    0.032156336      6.0104764    0.048907936
            165      4.3657067    0.037129413      3.5883363    0.030555313      5.4337087    0.046486365
            170      3.7340093    0.034524436      3.0733923    0.028443207      4.6396465    0.043194967
            175      3.3849298    0.033068113      2.7812452    0.027182885      4.2146477     0.04144344
            180      2.9809259    0.030649107      2.4540387    0.025276006      3.7031358    0.038331209
            185      2.6809293    0.029225393       2.204459    0.024052991      3.3351002    0.036650289
            190      2.4025579    0.028443312      1.9746208    0.023350662      2.9903064    0.035703769
            195      2.1525385    0.026444322      1.7687378    0.021722441      2.6801229    0.033185375
            200      1.9167633    0.024662751      1.5797321    0.020400158      2.3776832    0.031155641
            205      1.6689036    0.022944858      1.3722097     0.01889541      2.0762622    0.028716096
            210       1.534329    0.022106819      1.2623806    0.018223675      1.9074269    0.027703929
            215      1.3564943    0.020755016      1.1142773    0.017064439      1.6894599    0.026011946
            220      1.2007652    0.019419823     0.98624326    0.015980815      1.4957459    0.024333019
            225      1.1353061    0.019066544      0.9322666    0.015656774      1.4146414    0.023965228
            230     0.99445725    0.017847741      0.8160855    0.014643207       1.240068    0.022426398
            235     0.89815209    0.016837469     0.73792472    0.013863302      1.1183833    0.021067471
            240     0.82142836    0.016382438     0.67420335    0.013440626      1.0240407    0.020571514
            245     0.73203425    0.015313081     0.60058125    0.012571857     0.91302575    0.019229216
            250     0.65025905    0.014321877     0.53435973    0.011791528     0.80958435    0.017921963
            255     0.60121652    0.013762345     0.49218519    0.011287304     0.75182565    0.017301904
            260     0.54351858    0.013719074     0.44663782    0.011240578     0.67652322    0.017247964
            265     0.48511199    0.012398748      0.3985239    0.010178632     0.60411312    0.015609152
            270     0.43504461    0.011728576     0.35729569   0.0096499165     0.54197618    0.014687894
            275     0.39894924    0.011223356     0.32854025   0.0092587032     0.49532059    0.014002936
            280     0.36890711    0.010774899     0.30235968   0.0088688841     0.46063947    0.013555756
            285     0.31978849    0.010002963     0.26288162   0.0082496652     0.39801976    0.012513839
            290     0.29525116   0.0097021197     0.24380555   0.0080157457     0.36539022    0.012105013
            295     0.28312352   0.0094562802       0.232041   0.0077605839     0.35358404     0.01187743
            300     0.24941161   0.0088512481     0.20490162   0.0072890262     0.31056677    0.011070304
            305     0.24527409   0.0089465666     0.20032679   0.0073049036     0.30759822    0.011300318
            310      0.2193001   0.0083311523     0.17888836    0.006804392     0.27540098    0.010516015
            315     0.18617891   0.0080868955     0.15337529   0.0066264851     0.23113661    0.010168019
            320     0.18279353   0.0076717979     0.15083054   0.0063416791     0.22644454    0.009548207
            325     0.17202199   0.0073601544     0.14029176   0.0060152334     0.21621463   0.0093227123
            330     0.15366992   0.0069332616     0.12615386   0.0057060156     0.19155429   0.0087037099
            335     0.13580611   0.0065330751     0.11152204   0.0053767735      0.1692073   0.0081746406
            340     0.12506846   0.0062962597     0.10302256   0.0051953244     0.15527494   0.0078540198
            345     0.11978173   0.0061228004    0.098259824   0.0050339306     0.14942052   0.0076669732
            350     0.10573106   0.0057524154    0.085877615   0.0046831343     0.13408038   0.0073493404
            355     0.10141746    0.005652558    0.083250965    0.004638378     0.12695454    0.007144417
            360      0.0879693   0.0052685696    0.071705546   0.0043121201     0.11125995   0.0067217234
            365    0.085443273   0.0051988731    0.070074006   0.0042706838     0.10662914   0.0065130807
            370     0.08008497   0.0050190781     0.06580016   0.0041337896     0.10022209   0.0063347479
            375    0.073350908   0.0047962015     0.05991667   0.0039389221     0.09259455   0.0061035252
            380    0.071406411   0.0047985882    0.058504282   0.0039384165    0.089695094   0.0060847552
            385    0.058477479    0.004300719    0.048185706   0.0035397064    0.072835198   0.0054159539
            390    0.054557847   0.0041363662    0.044432765   0.0033885637    0.069113325   0.0052822387
            395    0.054219976   0.0041297001    0.044460184   0.0034085775    0.068194494   0.0052464996
            400    0.050019776   0.0039563109    0.040506275   0.0032215956    0.063761617   0.0050855572
            405    0.047084874   0.0038328959    0.039082457   0.0031916841     0.05793599   0.0047559172
            410    0.047528364   0.0039199227    0.038572477   0.0031847074    0.060476527   0.0050645708
            415    0.036290188    0.003369734    0.029975774   0.0027899662    0.044889452   0.0041831185
            420    0.032858783   0.0032071285    0.026663842   0.0026182978    0.041825074   0.0041177946
            425    0.034270636   0.0032829857     0.02754028   0.0026562951    0.044124826   0.0042663274
            430    0.030706282   0.0031026283    0.025027915   0.0025337333    0.038841945   0.0039587931
            435    0.031161633   0.0031357751    0.025402473   0.0025700597    0.039452901   0.0040035134
            440    0.027267715   0.0029606539    0.021994846   0.0023940314    0.034896239   0.0038276174
            445    0.024815414   0.0028266291    0.020121921   0.0022866649    0.031637359   0.0036671139
            450    0.027796607   0.0029671448    0.022395182   0.0024010302    0.035676447   0.0038451155
            455    0.024944474   0.0027898818    0.020175846   0.0022705969    0.031878728   0.0035941323
            460    0.017458496   0.0023339033    0.013980168   0.0018818424    0.022540848   0.0030373388
            465    0.021942753   0.0026230154    0.017699336   0.0021282298    0.028150204   0.0033940141
            470    0.020265154   0.0025470101    0.016905818   0.0021293812    0.025039096   0.0031918593
            475    0.014053533   0.0020961854    0.011142457    0.001675183    0.018379616   0.0027720441
            480    0.011312445   0.0020240571   0.0088880752   0.0015928362    0.014908035    0.002693111
            485    0.018284962    0.002403369    0.014589044   0.0019264282    0.023671917    0.003134168
            490    0.013131701   0.0020266135    0.010729508   0.0016671135    0.016602529   0.0025847135
            495    0.015717911   0.0022229448    0.013022617   0.0018545502    0.019566234   0.0027958958
            500    0.014537479   0.0021445791    0.011578391   0.0017173047    0.018926467   0.0028189002
            505    0.012225858   0.0019583234   0.0099715806   0.0016011618    0.015461369   0.0024975044
            510    0.010618415   0.0027347878   0.0085632813   0.0021400615    0.013498055   0.0036040022
            515    0.010081625   0.0017832252   0.0079582153   0.0014155036    0.013259504   0.0023701166
            520   0.0066221929   0.0014453259   0.0053087875   0.0011657291    0.008557511   0.0018856434
            525   0.0087667067   0.0016567787   0.0067828091   0.0012913995    0.011773173   0.0022428584
            530   0.0097182792    0.001745594   0.0077866026   0.0014093421    0.012588387   0.0022844704
            535    0.010088707   0.0018378178   0.0084669709   0.0015350973    0.012291941   0.0022821474
            540   0.0096963985   0.0017417197   0.0078307723   0.0014157178    0.012436151   0.0022532274
            545   0.0081390395   0.0015966273    0.006787411   0.0013374762    0.010057023   0.0019921554
            550   0.0065064026    0.001420742    0.005207427   0.0011448038   0.0083984634   0.0018477083
            555   0.0059234974   0.0013589777   0.0049357584    0.001135853   0.0072558384   0.0016818837
            560   0.0050510204   0.0012630298   0.0038630732  0.00097244673   0.0068822969   0.0017350049
            565   0.0071973749   0.0015008969   0.0059056102   0.0012394674   0.0090777591   0.0019129951
            570   0.0030986794  0.00098126773   0.0024951741  0.00079181843   0.0039477231   0.0012506647
            575   0.0028157343  0.00093890336   0.0023480592  0.00078759339   0.0034735334   0.0011727909
            580   0.0037645058   0.0010867337   0.0032250661  0.00093490284   0.0044720528   0.0013093129
            585    0.003782545   0.0011728019   0.0029120448  0.00089408245   0.0051039616    0.001620503
            590   0.0028341737   0.0009447664   0.0022713646  0.00076153759   0.0036559824   0.0012273146
            595   0.0040793277   0.0011317285   0.0032930372  0.00091974968   0.0052414006   0.0014696238
            600   0.0028286195  0.00094291005    0.002282385  0.00076546781   0.0036213365   0.0012150184
            605   0.0037436494   0.0010808553   0.0030243458  0.00087877717    0.004799928   0.0013991609
            610   0.0025155502  0.00088937315   0.0019444418  0.00069114028   0.0033769268   0.0012014821
            615   0.0015713725  0.00070275713   0.0012871709  0.00057937209   0.0019790556  0.00089185449
            620   0.0043990076   0.0011759812   0.0035641616  0.00095940659    0.005635054   0.0015234416
            625    0.003462153   0.0010438703    0.002832573  0.00086055743   0.0043653702   0.0013274891
            630   0.0012595519  0.00062977001  0.00097150058  0.00048793228   0.0016930932  0.00085109307
            635   0.0031485074  0.00099573433   0.0026341496  0.00083891696   0.0038847539   0.0012432316
            640   0.0021981912  0.00083082747   0.0017322529  0.00065861412    0.002892533   0.0011001023
            645     0.00254012  0.00089848778   0.0019520288  0.00069379959   0.0034361745   0.0012249056
            650  0.00062551419  0.00044229667  0.00055992798  0.00039619233  0.00069676668   0.0004929533
            655   0.0025341816  0.00089629818    0.002040024  0.00072552259   0.0032681953   0.0011692177
            660   0.0015740296  0.00070393372   0.0013337895  0.00060155193   0.0019065306  0.00086209275
            665   0.0015748459  0.00070430969   0.0012687155  0.00057212954   0.0020368547  0.00092271116
            670   0.0031443297  0.00099540905   0.0022701161  0.00072387574   0.0045473469   0.0014468304
            675  0.00093991997   0.0005426446   0.0007904522  0.00045648111    0.001137607  0.00065735489
            680  0.00094217686  0.00054393939  0.00082538615  0.00047683389   0.0010805762  0.00062458942
            685  0.00094264906  0.00054421804  0.00076162464  0.00044247248   0.0012097319  0.00070356517
            690   0.0012617767  0.00063089091   0.0010604882  0.00053032958    0.001527539  0.00076445865
            695   0.0018704282  0.00076376443   0.0015479312  0.00063366009   0.0023044098  0.00094253573
            700   0.0012570548  0.00062850973    0.001009964  0.00051193595    0.001637503  0.00083411946
            705   0.0012471228  0.00062360472  0.00099567826   0.0005055605   0.0016379992  0.00083106197
            710  0.00032349741  0.00032348124  0.00028139256  0.00028137849  0.00037481393  0.00037479519
            715   0.0012540296  0.00062698953   0.0010808003  0.00054263425   0.0014718928  0.00074202284
            720  0.00062184072  0.00043968604  0.00047333335  0.00033627771  0.00084766708  0.00060290329
            725  0.00063713486  0.00045059543  0.00050478591  0.00035906575   0.0008392557  0.00060097445
            730  0.00097559822  0.00056386541  0.00079145257  0.00045818561   0.0012537174  0.00073649552
            735  0.00063807124  0.00045116235  0.00044294518  0.00031320396  0.00095226891   0.0006733366
            740   0.0012590396  0.00062950643   0.0010786315  0.00053954515   0.0014873629  0.00074390987
            745   0.0012551821  0.00062788354   0.0010189516  0.00051400041   0.0016169988  0.00082355487
            750   0.0006367587  0.00045025658  0.00049909563   0.0003540661  0.00084061625  0.00059789139
            755              0              0              0              0              0              0
            760  0.00062328132  0.00044070442  0.00051913563  0.00037277816  0.00078135254  0.00056414147
            765  0.00062668268  0.00044311175  0.00050240096    0.000358706  0.00081331732  0.00058161525
            770              0              0              0              0              0              0
            775   0.0012679712  0.00063422499  0.00089547817  0.00045020086    0.001877679  0.00094368801
            780  0.00031199681  0.00031198121  0.00021703881  0.00021702796  0.00046417767  0.00046415446
            785  0.00062766708  0.00044380661   0.0004709804  0.00033485333  0.00087098039  0.00062020145
            790  0.00062530612  0.00044213784  0.00052501001  0.00037141668   0.0007582553  0.00053645213
            795              0              0              0              0              0              0
            800  0.00062731492  0.00044356291  0.00048356944  0.00034466194  0.00085025211  0.00060609707
            805  0.00031909563  0.00031907967  0.00022084834  0.00022083729  0.00047767107  0.00047764718
            810  0.00031148458    0.000311469  0.00021129251  0.00021128194  0.00047638255   0.0004763587
            815  0.00094492998   0.0005455309  0.00076537014  0.00044195881   0.0011963025  0.00069075388
            820              0              0              0              0              0              0
            825  0.00062501802  0.00044193238  0.00043342137  0.00030646031  0.00093323729   0.0006598667
            830              0              0              0              0              0              0
            835              0              0              0              0              0              0
            840  0.00031290916  0.00031289351  0.00027403762  0.00027402392  0.00035931972  0.00035930176
            845              0              0              0              0              0              0
            850              0              0              0              0              0              0
            855  0.00065705481  0.00046506418  0.00042993196  0.00030442916   0.0010478271   0.0007413541
            860              0              0              0              0              0              0
            865              0              0              0              0              0              0
            870              0              0              0              0              0              0
            875  0.00031333334  0.00031331768   0.0002554782  0.00025546542  0.00039360544  0.00039358576
            880              0              0              0              0              0              0
            885              0              0              0              0              0              0
            890              0              0              0              0              0              0
            895              0              0              0              0              0              0
            900              0              0              0              0              0              0
            905              0              0              0              0              0              0
            910              0              0              0              0              0              0
            915              0              0              0              0              0              0
            920              0              0              0              0              0              0
            925  0.00031574229  0.00031572651  0.00027086036  0.00027084681  0.00037254102  0.00037252239
            930              0              0              0              0              0              0
            935  0.00063004401  0.00044550655     0.00056998  0.00040307331  0.00069113247  0.00048926011
            940              0              0              0              0              0              0
            945              0              0              0              0              0              0
            950              0              0              0              0              0              0
            955              0              0              0              0              0              0
            960  0.00031262905  0.00031261342  0.00020923569  0.00020922523  0.00048572229    0.000485698
            965              0              0              0              0              0              0
            970  0.00031727092  0.00031725506  0.00025519007  0.00025517731  0.00040096038  0.00040094034
            975              0              0              0              0              0              0
            980              0              0              0              0              0              0
            985              0              0              0              0              0              0
            990              0              0              0              0              0              0
