# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      442.39093     0.82318004      376.86299     0.70004969      525.59934     0.98982553
              1      1229.7399      1.3670925      1048.9965      1.1670636      1458.4531      1.6482918
              2       1450.338      1.4755849      1237.1914      1.2587514      1720.1409      1.7733024
              3      1391.0689      1.4463705      1186.3517      1.2331173      1650.4524      1.7300607
              4       1264.023      1.3819803      1077.7034      1.1796144      1500.3334      1.6629637
              5      1114.4843      1.2996074      949.41413      1.1071347      1324.3779      1.5560276
              6       993.5478      1.2290062      845.83364      1.0466333      1181.7463      1.4729925
              7      889.02417      1.1646789      756.63066     0.99442308      1057.8678      1.4100609
              8      798.33379      1.1050136      678.77602     0.94064183      951.24538      1.3299204
              9      719.48362      1.0498688      611.36157     0.89226289      858.00824      1.2612236
             10      653.47474      1.0016086      554.97125     0.85098184      779.87563      1.2047906
             11      596.21968     0.96015243      506.05669     0.81284569      712.10718      1.1688931
             12      547.68315      0.9187718       464.6951     0.78421948      654.45444      1.1208905
             13      506.49431     0.88392015      429.47557     0.74987559      605.75828      1.0654025
             14        467.983     0.84999249      396.76124     0.72117176      559.82452      1.0271256
             15      434.62255     0.81972794      368.16658     0.69468535      520.50652     0.98963897
             16      405.86803     0.79219471      343.76415     0.67127832      486.15652     0.95606213
             17      378.82414     0.76584235      320.70267     0.64850785      454.06206     0.92431099
             18      353.77469     0.74017592      299.34651     0.62696284      424.32383     0.89497047
             19      333.08527     0.71928392      281.74582        0.60858      399.68983     0.86932643
             20      314.44676     0.69849433      265.87826     0.59091274      377.51918     0.84532995
             21      295.73066     0.67731744      250.06026     0.57331838      355.03707     0.82008943
             22      278.73972      0.6581954       235.5866     0.55645185      334.83991      0.7965924
             23      263.81826     0.64052576      223.03737     0.54167605      316.80136     0.77566753
             24      250.51189     0.62436158      211.58353     0.52760182      301.21056     0.75621775
             25      237.72572     0.60937025      200.71343     0.51505645      285.96903     0.74017746
             26      224.29012     0.59124104      189.34646     0.49934691      269.85082     0.71702165
             27       213.0047     0.57669973        179.771     0.48670486      256.36435     0.70003612
             28       203.4037       0.563156      171.62469     0.47528452      244.89381     0.68348205
             29       193.8099     0.55004123        163.484     0.46510382      233.42838     0.67709594
             30      183.47283     0.53497111      154.66758     0.45107938      221.16244     0.64933098
             31      175.62382     0.52489356      148.02084     0.44231597      211.75632     0.63744734
             32      167.35122     0.51787734      140.94313     0.43532432      201.98058     0.63122971
             33      160.05463     0.49990775      134.88363      0.4222501      193.01545     0.61077226
             34      152.62106       0.488421      128.54079     0.41214114      184.19589     0.59633621
             35      145.36379     0.47674364      122.33055     0.40151834      175.62562     0.58127015
             36      139.09258     0.46646342      117.08208     0.39296779      167.99555     0.56831505
             37      133.01009     0.45621239      111.89474     0.38391607       160.7729     0.55561881
             38      127.03164     0.44689148      106.84464     0.37591314      153.58581     0.54467829
             39      122.00993     0.43770644      102.57434      0.3679465      147.60359     0.53361154
             40      116.39189     0.42737592      97.846894     0.35945206      140.81643     0.52089945
             41      110.59085     0.41594523      92.915547     0.34967142      133.90006     0.50739109
             42      107.03789     0.41051062      89.937901     0.34497596      129.58426     0.50082558
             43      102.78165      0.4022607      86.294555     0.33847791      124.55917     0.49650551
             44      97.724972     0.39149653      82.086139     0.32904265      118.36046     0.47774985
             45      94.406718     0.38499952      79.167414       0.323008      114.58947     0.47083707
             46      90.593193     0.37977631      75.976097     0.31846064      109.94636      0.4649291
             47      86.052519     0.36803577      72.184334     0.31018634      104.40539      0.4550268
             48      83.372295     0.36331637      69.905037       0.304439      101.21143     0.44541703
             49      79.628185     0.35290026      66.787743     0.29621163      96.627593     0.43149696
             50      79.628185     0.35290026      66.787743     0.29621163      96.627593     0.43149696
