# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      37227.275      1.8600531      31266.815      1.5680445      45075.921      2.6195259
              1      37227.275      1.8600531      31266.815      1.5680445      45075.921      2.6195259
