# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 120
             -8    0.016068427    0.016067623    0.011286114     0.01128555     0.02347659    0.023475417
           -7.9    0.015978792    0.015977992     0.01117327    0.011172711    0.023493397    0.023492222
           -7.8    0.016367747    0.016366929    0.011787515    0.011786926    0.023299721    0.023298555
           -7.7              0              0              0              0              0              0
           -7.6    0.046948379    0.027107295    0.032254902    0.018654899    0.070715486    0.040863175
           -7.5    0.064460185    0.032229129    0.045863145    0.022931796    0.092967587    0.046483538
           -7.4              0              0              0              0              0              0
           -7.3    0.032269707    0.022817123    0.023165266    0.016379514    0.046159664    0.032639937
           -7.2    0.016297319    0.016296505     0.01160064     0.01160006    0.023511005     0.02350983
           -7.1     0.14422569    0.052862789     0.10312885    0.037880625     0.20705322    0.075727669
             -7    0.047832333    0.027616858    0.034493397    0.019916805    0.068029612    0.039278485
           -6.9     0.11668347    0.044390531    0.086519408    0.033369349     0.16203001    0.061289342
           -6.8     0.12591156    0.044519332    0.091579032     0.03245055     0.17822369     0.06314274
           -6.7     0.18960744    0.054832504     0.14254742    0.041269886     0.25969388    0.075496548
           -6.6     0.27046898    0.065607467     0.20128211    0.049045141     0.37461225    0.091225027
           -6.5     0.33203762    0.072525496     0.23803641    0.052044849     0.47722169     0.10427314
           -6.4     0.51439536    0.090967582     0.38012325     0.06736594     0.71589236     0.12685964
           -6.3     0.48668867    0.093954961     0.35645058    0.069019126     0.68342777     0.13186053
           -6.2     0.57159464    0.095302946     0.42220808    0.070607061     0.79737375      0.1333984
           -6.1     0.74610204     0.10886667     0.54353782    0.079427966      1.0534086     0.15393212
             -6     0.83380953     0.11588377     0.61603321    0.086025834      1.1617871     0.16146729
           -5.9      1.0748776      0.1304924     0.79485274    0.096643325      1.4954414     0.18205138
           -5.8      1.0468027     0.12891265     0.77798239     0.09602906      1.4491557     0.17891837
           -5.7      1.3612297     0.14680234       1.026916     0.11118678       1.856996     0.20092242
           -5.6      1.7086062     0.16449985      1.2726611     0.12281181      2.3599416     0.22778039
           -5.5      1.8865166     0.17312709      1.4321185     0.13191971      2.5581052     0.23560491
           -5.4      2.4833733      0.1983136      1.8522501     0.14839579      3.4241517     0.27411814
           -5.3      2.8369116     0.21242777      2.1209968     0.15923048      3.9037159     0.29305319
           -5.2      3.4237623     0.23252731      2.5874406     0.17637682      4.6611733      0.3177729
           -5.1      4.1377871     0.25636369      3.1064862     0.19313116      5.6680792     0.35215353
             -5      4.5625906      0.2718064      3.4504682     0.20602862      6.2094334     0.37158616
           -4.9      5.4681653     0.29646992      4.1354522     0.22517922      7.4367811     0.40415103
           -4.8      5.7336138     0.30194118      4.3265374     0.22856028      7.8116195     0.41265098
           -4.7      6.7421913     0.32914202      5.1037387     0.24977788      9.1680916     0.44973219
           -4.6      8.3531385     0.47951365      6.3630648     0.36807448      11.275122     0.64249757
           -4.5      9.8405434      0.3948078      7.5378391     0.30366159      13.215002     0.53363564
           -4.4      11.055479     0.41737614      8.4778675     0.32118983      14.827298     0.56206305
           -4.3      12.584505     0.53673755      9.5752081     0.41012215      17.005876     0.72381677
           -4.2      15.111095     0.48943678      11.580565     0.37643083      20.278916      0.6592854
           -4.1      16.505953     0.51129077      12.693497     0.39464973      22.066927      0.6859686
             -4      19.409302     0.63193981      15.043213     0.49103415      25.750511     0.84327735
           -3.9      21.244657     0.62481196      16.341301     0.48148126      28.392991     0.83809463
           -3.8       24.82431      0.6672513      19.172842     0.51708837      33.041554     0.89023747
           -3.7      26.425219     0.71794548      20.428815     0.55688229      35.133601     0.95622825
           -3.6      31.102126     0.75778978      24.049954     0.58864077      41.338236      1.0083203
           -3.5      34.067686     0.73403249      26.534597     0.57394011      44.958896     0.97307793
           -3.4      38.741168     0.78886793      30.241519     0.61764033      51.010549      1.0441564
           -3.3      44.731024     0.98161102      34.886453     0.76031445      58.930275      1.3081574
           -3.2       49.18739     0.89691155      38.429826     0.70210907      64.677725      1.1865296
           -3.1       54.70347     0.95241199      42.876469     0.74825447      71.692926      1.2544629
             -3      61.283453      1.5499033      48.215866      1.2075962      80.003694      2.0417845
           -2.9      68.194384      1.1043848        53.6573     0.87018702      89.007453      1.4486534
           -2.8      75.954535      1.1331683      59.732873     0.89330635      99.209027       1.487478
           -2.7      81.757213      1.1839301       64.65166     0.93676105      106.16973       1.548277
           -2.6       87.16209      1.1861128      69.287074     0.94547643      112.60239      1.5418253
           -2.5      97.657713      1.2783631      77.671036       1.018982      126.05922      1.6601006
           -2.4      104.41365      1.3471117      83.110575      1.0742299      134.65538      1.7470099
           -2.3      117.21967      1.3998645       93.58687      1.1200617      150.67881      1.8101733
           -2.2      123.41106      1.4073847       98.80526      1.1299368      158.20125      1.8152501
           -2.1      132.72434      1.4604403       106.3223      1.1732802      170.03727      1.8834616
             -2       141.4595      1.5240383      113.89624      1.2291468      180.23135      1.9562648
           -1.9      151.26582      1.5899588       122.0156      1.2843413       192.3726      2.0371015
           -1.8      162.94525      1.6118978      131.63487      1.3060908      206.88157       2.061685
           -1.7      171.80088      1.7113771      139.28547      1.3913115      217.31035      2.1890455
           -1.6      180.38841      1.7160859       146.4218      1.3954863      227.88462      2.1849627
           -1.5      191.88041      1.7949062      156.12506      1.4623841      241.76865      2.2789653
           -1.4      199.89351      1.7910803       162.8521      1.4625588      251.50629      2.2695541
           -1.3      214.05192      1.8489905       174.4034      1.5074973      269.24433      2.3407499
           -1.2      221.32352      1.8801997      180.75253      1.5359654      277.19575      2.3760089
