#pt_bb-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      577.31102     0.41435958      487.13591     0.34942439      694.61267       0.504085
              5      1216.7107     0.57316363      1024.5124     0.48199908      1467.9622      0.7008397
             10      1205.2445     0.56873339      1013.2806     0.47829599      1457.1277     0.69727119
             15      986.39452     0.52364443      828.37933     0.43991791      1194.3129     0.64156525
             20       762.1382     0.46542241      639.58113     0.39085351      923.71575     0.56986533
             25      582.61917     0.41317049      488.55068      0.3465364      706.88208     0.50588944
             30      445.80885      0.3641362      373.54856     0.30525234      541.43511     0.44570819
             35      345.93951     0.32494053      289.72848     0.27214746       420.4104     0.39906064
             40      270.88865     0.28731323      226.70181     0.24091152      329.52659      0.3533533
             45      215.08031     0.25831983      179.82747      0.2160816      261.95233     0.31784792
             50      172.39191     0.23069613      144.00877     0.19291929       210.1963     0.28362604
             55      139.64097     0.20872891      116.56844     0.17443822      170.41068     0.25709504
             60      114.21931     0.18887919        95.2442      0.1576446      139.57267     0.23276809
             65      94.048471     0.17163965      78.341862     0.14312395      115.07101     0.21188532
             70       78.25482     0.15736087      65.147689     0.13111099      95.815527     0.19443037
             75      65.587733     0.14318958       54.53825     0.11925954      80.419779     0.17693396
             80      55.603098     0.13212231      46.204053     0.11007874      68.232303     0.16373053
             85      47.001283     0.12160367      39.022725     0.10111626      57.735695     0.15058945
             90      40.176033     0.11337825      33.323143    0.094125338      49.409119     0.14079098
             95      34.520092     0.10416837      28.620481    0.086536536      42.473211     0.12941801
            100      29.832087    0.096848404      24.709749    0.080360799      36.745831     0.12031766
            105      25.865153    0.090841129      21.419954    0.075311392      31.876833     0.11302752
            110      22.353513    0.084205396      18.462091    0.069688327      27.636884     0.10493984
            115      19.761807     0.07895599      16.298427    0.065310117      24.471692    0.098652363
            120      17.356162    0.075003016      14.275076    0.061743703      21.556822    0.094052592
            125      15.287248    0.072356457      12.543979    0.059242034      19.035183    0.091176389
            130      13.500878    0.069637603      11.052953    0.056736281       16.85274    0.088153541
            135      11.969921    0.061868871      9.7826032    0.050663126      14.970598    0.077999459
            140      10.527738    0.057980078      8.5903308    0.047439162      13.190305    0.073332041
            145      9.5101483    0.056056746      7.7376648    0.045667793       11.95197     0.07117656
            150      8.5783059    0.052776266      6.9711014    0.042966136      10.795298    0.067026465
            155      7.5363834     0.04958029       6.114782    0.040295553      9.5005758    0.063045425
            160      6.7028596    0.046163477      5.4233692    0.037427396      8.4752042    0.058855825
            165       6.105909    0.044571006      4.9422484    0.036118215      7.7171199    0.056907694
            170      5.5530385    0.042052921      4.4899481    0.034072279      7.0264792    0.053647647
            175      4.9388505    0.039544491      3.9825766    0.031988263      6.2678937    0.050641272
            180      4.4234562    0.037738546      3.5595123    0.030497758      5.6264552    0.048487447
            185      4.0240346    0.036209867      3.2313756    0.029133667      5.1298376    0.046498853
            190      3.5546685    0.033582512      2.8570865    0.027059567      4.5269792    0.043137087
            195       3.390534     0.03277626      2.7177687    0.026350753       4.330923    0.042150993
            200      3.0425688    0.031589327      2.4351108    0.025318918      3.8926011    0.040721768
            205      2.8138839    0.029881354      2.2498168    0.023946576      3.6037662    0.038545832
            210      2.5774132    0.028679039      2.0556975    0.022916553      3.3096887    0.037111936
            215      2.3037057    0.027114025      1.8411317    0.021726671       2.951947    0.035027497
            220       2.113502    0.026230961      1.6811484    0.020915924      2.7218315    0.033988116
            225      1.9271648    0.024959773      1.5344842    0.019920674      2.4788684    0.032347609
            230      1.8018845    0.023981531      1.4342832    0.019133452      2.3189213    0.031103519
            235      1.6483955      0.0228656      1.3062346    0.018171583      2.1316082    0.029751944
            240      1.5234814    0.022042983      1.2096617    0.017554009      1.9659955    0.028643546
            245      1.3828828    0.021422291       1.097217    0.017024524      1.7860684    0.027910705
            250      1.2811263    0.031223248      1.0133542    0.024767624      1.6597933    0.040360377
            255      1.2117756    0.019645464     0.96125874    0.015639326      1.5658438    0.025610072
            260      1.0935516    0.018712121     0.86566388    0.014836808      1.4157965    0.024420263
            265      1.0179671    0.018264173     0.80178915    0.014398647       1.324805    0.023947054
            270     0.96777954    0.017577825     0.76191898    0.013861753      1.2604058    0.023092453
            275     0.87126523    0.016675065     0.68707137    0.013187843      1.1327656    0.021825336
            280     0.80431477    0.015987468     0.63157232    0.012587964      1.0503388    0.021008211
            285     0.74681599    0.015401103     0.58663557    0.012133597      0.9747616    0.020208509
            290     0.68997092    0.014935319     0.54238223    0.011779401     0.90027865    0.019644967
            295     0.63739337    0.015528642     0.50066816    0.012188989     0.83220097    0.020424433
            300     0.59519575    0.013839267     0.46624722    0.010832651     0.77950639    0.018392781
            305     0.58720507    0.013674823       0.457969    0.010679724     0.77260903    0.018118206
            310     0.52984371    0.015961545      0.4156005    0.012347332     0.69277032      0.0212741
            315     0.46694715    0.012392255     0.36471479   0.0096888589     0.61338596    0.016442535
