# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      65.758592     0.14413633      55.211363     0.12118068      79.686781     0.17636417
             50      26.589774    0.082904198      22.278169    0.069525887      32.311596     0.10157137
             75      11.008311    0.045334011      9.2028701    0.037960477      13.415008      0.0558256
            110      4.4606501    0.025852551      3.7127577    0.021532961      5.4709027     0.03203243
            155      1.6638819    0.015161696      1.3635769    0.012341875       2.075385    0.019198387
            220     0.43038401   0.0045978864     0.34638995   0.0037067167      0.5473867   0.0059008616
            360    0.061952268   0.0013322115    0.048785497   0.0010525125    0.080646712   0.0017532013
            600    0.061952268   0.0013322115    0.048785497   0.0010525125    0.080646712   0.0017532013
