#   y_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9    0.030758304    0.021749051    0.026168468    0.018504899    0.036496599    0.025805727
           -4.8      0.1332373     0.04251933     0.11263745    0.035938894     0.15973389      0.0511002
           -4.7     0.64885474    0.095393666     0.54764145     0.08055232     0.77995798     0.11519843
           -4.6      2.5463533      0.1935004      2.1358724     0.16246702      3.0873694     0.23476943
           -4.5      6.5987456     0.32186926      5.5516189     0.27117836      7.9702384      0.3900764
           -4.4      15.334051     0.49822841      12.903474     0.41990652      18.518907     0.60224227
           -4.3      33.154247     0.73648565      27.940507     0.62058762      39.967557     0.89140315
           -4.2      57.124871     0.96616202      48.209321     0.81586153      68.737496      1.1665078
           -4.1      94.592248       1.233142      79.882187      1.0414955      113.73332      1.4885116
             -4       148.4428      1.5403488      125.56355      1.3037829      178.10639      1.8583645
           -3.9      213.96546      1.8430536      180.91539      1.5587237      256.87498      2.2306378
           -3.8      295.66353      2.1647735      249.58509       1.827778      355.74379      2.6180056
           -3.7      391.26816      2.4888151      330.47659      2.1184406      470.46095      3.0786806
           -3.6      499.12288      2.8027953      420.87792      2.3642595      601.44618      3.3952302
           -3.5      622.59849       3.145047      524.50419      2.6477564      751.18994      3.8286202
           -3.4      746.82511       3.425684      628.77848      2.9029033      901.80729      4.2156516
           -3.3       881.5996      3.7375492      741.13018      3.1400858      1066.6231      4.5575054
           -3.2      1018.6376      4.0009604      855.87708      3.3613882      1233.2736      4.8854534
           -3.1      1161.7181      4.3134306      973.78081      3.6121026      1410.7405      5.2936111
             -3      1303.2833      4.5307302      1091.3944      3.7936856      1584.5599      5.5585771
           -2.9      1438.3324      4.8746241      1203.0656      4.0634158      1751.3273      6.0086847
           -2.8      1570.1641      4.9910532      1310.8399      4.1658799      1916.3495      6.1456401
           -2.7      1703.2037      5.1753081       1420.193       4.316957         2081.8      6.3699849
           -2.6      1820.8394      5.5195511      1516.6739      4.5904822      2228.3891      6.8462661
           -2.5      1930.6939      5.5454593       1605.742      4.6107821      2367.1492      6.8556567
           -2.4       2051.414      5.8426309       1703.843      4.8342771      2519.1848      7.2621066
           -2.3      2145.4281      5.8099435      1780.0663      4.8248682      2637.9198      7.2059505
           -2.2      2237.9932      5.9626113      1854.9952      4.9425731      2754.9591      7.3992849
           -2.1      2333.4779      6.0597866       1932.149      5.0220593      2875.8771      7.5308562
             -2      2396.6913      6.1582942      1982.3512      5.0957574      2957.5076      7.6577506
           -1.9      2479.6986      6.2764759      2048.8871      5.1864026      3063.6307      7.8138934
           -1.8      2548.0357       6.333547      2104.5579      5.2349054       3149.251      7.8809898
           -1.7      2597.2961      6.4028491      2143.3603      5.2861978      3213.3827      7.9869318
           -1.6      2646.4377      6.4976726      2182.2699      5.3584219      3276.9599      8.1067511
           -1.5      2693.4283      6.5076603      2220.9266      5.3781824      3335.0614      8.1473554
           -1.4      2733.7735      6.7168725      2252.3632      5.5222835      3388.2675      8.4035023
           -1.3      2782.5662      6.6312716      2292.4158      5.4709461       3448.816      8.3028231
           -1.2      2814.4154      6.6598461      2317.2734       5.487547      3490.7009      8.3154508
           -1.1       2838.353       6.840258      2336.3874      5.6227811      3521.3575      8.5708729
             -1      2874.3299      6.7812697      2365.6067      5.5800657      3566.5841      8.4882427
           -0.9      2897.3514      6.8272262      2384.5599      5.6162893      3595.0852      8.5405366
           -0.8      2912.1031       6.791725      2396.4946      5.5980165      3613.6678       8.569898
           -0.7      2943.8015      6.8063966      2421.9634      5.6043107      3654.0914      8.5130561
           -0.6      2964.1891      6.8494709      2438.7415      5.6413857      3679.3218      8.5909325
           -0.5        2965.99       7.020459      2439.8961      5.7616108      3682.1028      8.8190973
           -0.4      2970.4211      6.8791964      2443.8627      5.6641928      3686.9718      8.6324446
           -0.3       2994.772      6.8690809      2463.7774      5.6545609       3717.539      8.5874482
           -0.2      3000.1517      7.0552746      2468.1184      5.7977466      3724.3109      8.8548204
           -0.1       2993.058      7.0165308      2461.7277      5.7620965      3716.4875      8.7902028
              0      2987.0039      6.8691805      2457.5477       5.659371      3707.5658      8.5953046
            0.1      2990.6108      6.9231373      2460.4174      5.6959195      3712.2356       8.661982
            0.2      2991.2483      6.9058029      2460.3835      5.6816538      3713.9539      8.6413948
            0.3      2991.7822      6.8646701      2460.6965      5.6518043      3714.9319      8.5875043
            0.4      2968.0726      7.0362284      2441.5727      5.7755439      3684.8717      8.8219224
            0.5      2947.6051      7.0061674      2425.3817      5.7490373      3658.2167      8.7910151
            0.6      2950.1345      7.0791698      2427.2799      5.8071241      3661.8176      8.8779222
