# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      6.1848919    0.022109415      5.2372438    0.018728772      7.4177008    0.026743706
             50      6.5115683    0.022622544      5.5209618    0.019198069      7.7987659    0.027326162
             70      4.2459726    0.018277565      3.5996587    0.015509634      5.0867903    0.022041065
             90      2.7514387    0.014889083      2.3300189    0.012588881      3.3012057    0.018044663
            110      1.4923317    0.007822585      1.2565927   0.0065839123      1.8051287   0.0095546547
            150     0.65184979   0.0051533779     0.54359379   0.0042654228     0.79688577   0.0064160765
            200     0.65184979   0.0051533779     0.54359379   0.0042654228     0.79688577   0.0064160765
