# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 60
             -8    0.047693876    0.027535551    0.033535014    0.019363928    0.069804321    0.040304572
           -7.9     0.11226531    0.042443459    0.084329732    0.032041112     0.15370108    0.058230147
           -7.8     0.20306963    0.064562363     0.14990756    0.047434312     0.28291397    0.090657773
           -7.7     0.29909004    0.070912524      0.2282561    0.054291586     0.40333293    0.096055197
           -7.6     0.31415726    0.073405403     0.22845498    0.053503652     0.44544858     0.10430825
           -7.5     0.27041536      0.0656117     0.19218247    0.046648583     0.39085434    0.094821122
           -7.4     0.49903321    0.089792033     0.36823649    0.066496665     0.69709124     0.12578779
           -7.3     0.54585915    0.093660167     0.40817407    0.070371191     0.75213205     0.12938194
           -7.2     0.69148099     0.10611218       0.526982    0.081150609     0.93459504     0.14422999
           -7.1      0.9142685     0.12509308      0.6852673    0.094084457      1.2572389     0.17260652
             -7     0.87077951     0.11746837     0.64521609    0.087222556      1.2088812     0.16346956
           -6.9      1.3842969     0.15177321      1.0589672     0.11662311       1.863904      0.2058583
           -6.8      1.5790752     0.16343401      1.2070172      0.1250924      2.1269216     0.22173992
           -6.7      1.4940256     0.15432597      1.1335062     0.11741118      2.0252957     0.21005353
           -6.6      2.2086358      0.1876638      1.6720392     0.14271413       3.003577      0.2560666
           -6.5      2.2942933     0.19081586      1.7276787     0.14423271      3.1369772     0.26196042
           -6.4      3.2309296     0.22861447       2.444595     0.17364821      4.3929164     0.31163034
           -6.3      4.0012933     0.25644034      3.0431453     0.19551804      5.4115086     0.34847634
           -6.2      4.5184526     0.27061889       3.405509     0.20457072      6.1673641     0.37057203
           -6.1      5.5891689     0.30299621      4.2631393     0.23170751      7.5357543     0.41013247
             -6      6.7675938     0.35115683      5.1640416     0.27128441       9.122533     0.47064492
           -5.9      7.7315522     0.35935415      5.9224174       0.276603      10.382238     0.48368463
           -5.8      8.2989304     0.36291376      6.3700512     0.27933479      11.120285     0.48860839
           -5.7      10.788335     0.41287564      8.2910032     0.31834584      14.431417     0.55453257
           -5.6      11.982248      0.4385995      9.1996715     0.33808483      16.041425     0.58896809
           -5.5      13.932354     0.47060671      10.735333     0.36386702      18.585504     0.63029239
           -5.4      16.975266     0.52058807      13.083359     0.40209924      22.639192     0.69774087
           -5.3      18.415415     0.54043548      14.248463     0.41960817      24.457187     0.72125041
           -5.2      22.032408     0.59500546      17.058767      0.4619048      29.250587      0.7943815
           -5.1       24.90315     0.63093859      19.263589     0.48995536       33.08118     0.84116519
             -5       30.94957     0.94388662      24.111546     0.75896547      40.817375      1.2073028
           -4.9      34.448715      1.4954194      26.728683      1.1598384      45.598523       1.973448
           -4.8      37.442206     0.79248718      29.135927     0.61910617      49.419515       1.049204
           -4.7      43.783654     0.84048781      34.126301     0.65700351       57.70243      1.1128204
           -4.6      50.420436     0.94776179      39.393831      0.7419453      66.288515      1.2515525
           -4.5      57.727104     0.95492712      45.224726     0.75083782      75.665252      1.2578283
           -4.4      64.913548      1.0304322      50.995978     0.81255881      84.834072      1.3521549
           -4.3      73.952277      1.1932443      58.075658     0.93594749      96.683447      1.5710479
           -4.2      83.124627      1.2244784      65.462661     0.96502008      108.36285      1.6053989
           -4.1      89.853282      1.1923907       70.93843     0.94480164      116.81892      1.5598462
             -4      102.63801      1.3124804      81.212353      1.0406146      133.12021      1.7135575
           -3.9      114.71539      1.4596033      90.821377      1.1559422      148.71131      1.9039969
           -3.8      130.48098      1.5610579      103.66405      1.2404162      168.51629      2.0286996
           -3.7       144.2239      2.0295264      114.63678      1.6023328      186.13132      2.6432321
           -3.6      160.98773      1.6299962      128.13938      1.3000661      207.48542      2.1131009
           -3.5      177.28468      1.6906935      141.62669       1.354447      227.60728      2.1837164
           -3.4      194.96849      1.7917026      155.91448      1.4366224      250.04699      2.3114157
