#   y_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9    0.015505403    0.015504627    0.013272909    0.013272245     0.01822289    0.018221978
           -4.8              0              0              0              0              0              0
           -4.7     0.20671028    0.053852185     0.17190356    0.044809484     0.25342537    0.066011349
           -4.6     0.85233293     0.11216137     0.71555062    0.094327841      1.0325678     0.13591855
           -4.5      2.1721762     0.18413526       1.844847     0.15670076      2.5904412     0.22141018
           -4.4      6.2531518     0.32081369      5.2498637     0.26986808      7.5746541     0.38878569
           -4.3      13.746983      0.4763779        11.6049     0.40201842      16.534669     0.57588212
           -4.2      24.868944     0.63859665       20.96807     0.53860882      29.960892      0.7720117
           -4.1      43.920746     0.84007624      37.048363     0.70967337      52.888106      1.0136349
             -4      72.894288      1.0825875      61.569255     0.91541027      87.628957      1.3101126
           -3.9       109.9144       1.322262      92.642821      1.1139776      132.51022      1.6049623
           -3.8      159.86015      1.5947136      134.65695      1.3435698      192.89137      1.9338699
           -3.7      215.71294       1.853199      181.95515      1.5834099      259.83148      2.3396238
           -3.6      286.00172      2.1256857      240.58442       1.788595      345.72783      2.5844129
           -3.5      369.05195      2.4311016      310.05986      2.0399907      446.85827      2.9695138
           -3.4      448.93223      2.6602077      377.18935      2.2592031      543.57837      3.3079385
           -3.3      541.29227      2.9331925      453.65242      2.4570907      657.49854      3.5877366
           -3.2      638.03051      3.1675636      534.51713      2.6552987      775.39618      3.8810311
           -3.1      743.67211      3.4489429      621.45335      2.8812429      906.65813      4.2501808
             -3      838.14871      3.6371171      700.03402      3.0373746      1022.4773      4.4765308
           -2.9      941.80741      4.0011184       785.3399      3.3198637      1151.2157      4.9625099
           -2.8      1043.6826      4.0859267      868.60194      3.3966814      1278.8088      5.0502406
           -2.7      1147.2253      4.2563464      953.60706      3.5389086       1407.748      5.2612182
           -2.6      1234.7517      4.6190168       1024.931      3.8182832      1517.6789      5.7483176
           -2.5      1325.4607       4.617074      1098.8082      3.8253136      1631.6287      5.7343954
           -2.4      1422.3215      4.9143832      1177.5605      4.0496773      1753.5292      6.1379564
           -2.3      1497.5086      4.8640232      1238.5181      4.0274194      1848.5057      6.0603244
           -2.2      1576.9808      5.0261182       1302.806      4.1519154      1949.0936      6.2638864
           -2.1      1651.1835      5.1102987      1363.0404      4.2218566      2042.5451      6.3798083
             -2      1712.1869      5.2214917      1411.3494      4.3053107      2121.5838      6.5195416
           -1.9      1778.9101      5.3367162      1464.6582      4.3935625      2207.1757       6.672942
           -1.8      1829.6947      5.3784902       1506.087      4.4305881      2270.7201      6.7203265
           -1.7      1871.8525      5.4448579      1539.2621      4.4804511      2325.6601      6.8177528
           -1.6      1918.1044      5.5501593      1576.3069      4.5601008       2384.746       6.951219
           -1.5      1959.3134      5.5628763      1610.1998       4.584905      2435.7184      7.0003114
           -1.4      1990.5312      5.7770147      1634.3021      4.7304672      2477.3078      7.2611724
           -1.3      2030.8679      5.6830857      1667.2443      4.6727355      2527.6299      7.1451943
           -1.2       2061.429      5.7112707      1691.3207      4.6895929      2567.4143      7.1559754
           -1.1      2082.4556      5.9199097      1708.3102      4.8470578      2594.0019      7.4528203
             -1      2108.6968      5.8325153       1728.987      4.7811201      2628.1022      7.3332786
           -0.9      2129.4039      5.8826568      1746.2313      4.8212597      2653.3997      7.3907628
           -0.8      2141.6461      5.8420541      1755.8273      4.7898491      2669.3944      7.3381839
           -0.7      2174.0438      5.8559827      1782.4582      4.8064177      2709.5948      7.3522494
           -0.6      2182.3375      5.8922601      1789.2095      4.8362082      2719.9598      7.4234089
           -0.5      2189.6222       6.100453      1794.5422      4.9840675      2730.1413      7.6999529
           -0.4      2190.5812      5.9290858      1795.7155      4.8652419      2730.5803      7.4785634
           -0.3      2207.7426      5.9112539      1809.7748      4.8483214      2752.1081      7.4189935
           -0.2       2211.342      6.1265362      1812.7101      5.0148117      2756.5722      7.7265998
           -0.1      2205.3982      6.0794114      1807.4363      4.9718436      2749.8768      7.6488706
              0      2198.6567      5.9086564      1802.6406      4.8524266      2740.1738      7.4235371
            0.1      2203.9851      5.9733142      1806.6141      4.8950123      2747.5463      7.5044334
            0.2       2204.934      5.9460238      1807.2416      4.8743851       2748.926      7.4722721
            0.3      2198.3558      5.8982725      1801.4719      4.8360457      2741.5121      7.4022007
            0.4      2192.6935      6.1198992      1797.5481      5.0026419      2733.1951      7.7080147
            0.5      2170.9246      6.0827472      1779.7495      4.9686834      2705.9243      7.6697623
            0.6      2175.5219      6.1723609      1783.8056      5.0415691      2711.2197       7.777469
            0.7      2160.5046      5.9806942      1771.6856      4.9091775       2692.065      7.5424305
            0.8      2136.6551      5.8255154      1752.1423       4.781109      2662.5313       7.305297
            0.9      2098.4979      5.7618202      1721.6465      4.7309581      2613.5868      7.2328531
              1      2090.0771      5.7772953      1714.1468      4.7400397      2604.1985      7.2490589
            1.1      2065.3597      5.7228799      1694.4661      4.6991979      2572.4485       7.184467
            1.2      2047.9122      5.7556774      1680.7671      4.7225238      2549.7518      7.2149255
            1.3      1997.7469      5.6205384      1640.4028       4.618337      2485.9646      7.0374741
            1.4      1965.7977      5.5800575      1614.7386      4.5864981       2445.273      6.9918847
            1.5        1926.47      5.5262073      1583.4923      4.5449837      2394.6082      6.9159462
            1.6      1883.1311      5.4694456      1548.2099      4.4987387      2340.2341      6.8436759
            1.7      1832.8705      5.4114887      1509.0667      4.4567799      2273.9542      6.7672912
            1.8      1768.8107      5.2753359       1456.957      4.3493518      2193.5351      6.5807006
            1.9      1718.4321      5.2603843      1416.9426      4.3344262      2128.4785      6.5795641
              2       1644.262      5.1377515        1357.06      4.2395224      2034.5428       6.404598
            2.1      1587.7157      5.0184686      1311.8185      4.1480002      1962.0531       6.245495
            2.2      1489.8397      4.8754531      1232.5759      4.0419079      1838.3399      6.0769372
            2.3       1419.558      4.7286626      1175.6325      3.9194845      1749.5266      5.8656695
            2.4        1338.14      4.5937725      1109.9716      3.8180444      1646.0069      5.7159897
            2.5      1238.4666      4.4214356       1027.946      3.6720638      1522.3503      5.4708993
            2.6      1145.2253      4.2901688      952.18044      3.5654355      1404.8442      5.3083711
            2.7       1041.415       4.056469      866.92395      3.3775194      1275.6376      5.0031768
            2.8      949.14009      3.8946617      791.27131      3.2459628       1160.525      4.8045836
            2.9      843.83582      3.6407515      704.42171      3.0416236      1030.0817      4.4689781
              3      735.29315      3.4147119      614.77561      2.8542721      895.84022       4.192351
            3.1      640.45655      3.1766213      536.35086      2.6610523      778.69765      3.8886563
            3.2      547.17895      2.9291234      459.28685      2.4611814      663.37461      3.5768365
            3.3      452.25128      2.6707574      379.51709      2.2419592      548.43919      3.2598696
            3.4      365.16513      2.4019317      307.36513      2.0317779      441.11026      2.9511481
            3.5      286.04615      2.1294073      240.65938      1.7914721      345.71746      2.5899205
            3.6       218.5951      1.8660737      184.13253      1.5703588      263.77068      2.2690927
            3.7      154.63146      1.5651755       130.2651      1.3191027      186.56135      1.8987179
            3.8      109.86205      1.3206035      92.517007      1.1129867      132.60443      1.6013779
            3.9      72.043148      1.0721062       60.74598     0.90501908      86.806614      1.2959049
              4      45.195501     0.85598509      38.186757      0.7287853      54.307115      1.0453657
            4.1      24.843705     0.63634224      21.002495     0.54016358      29.824165     0.77159401
            4.2      13.241605      0.4665156      11.141136       0.393097      15.996571     0.56425414
            4.3      6.4035146     0.32307927      5.3891261     0.27237594      7.7324594     0.39055951
            4.4      2.2474562     0.19073218       1.877898      0.1595051      2.7394586     0.23281098
            4.5      0.6165066    0.098798655     0.52705222     0.08261898     0.72823649     0.12218186
            4.6     0.10213241    0.036132678    0.085005603    0.030356983     0.12451929    0.043960466
            4.7    0.078886356    0.037055288    0.063419767    0.029787824     0.10111605    0.047672353
            4.8              0              0              0              0              0              0
            4.9              0              0              0              0              0              0
              5              0              0              0              0              0              0
