# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0       1441.574      2.3737065      1203.6575      1.9828956      1759.1709      2.9231435
            0.4      1382.6186      2.3246308      1155.3969      1.9439101       1685.455      2.8579502
            0.8      1266.3656      2.2244381      1059.4015      1.8630306        1541.59      2.7316969
            1.2      1103.1985      2.1433887      924.34823       1.789371      1340.3055      2.6504983
            1.6      905.03223      1.8830624      760.31343      1.5835798      1095.9437       2.301291
              2      704.63638      1.6686884      593.29894      1.4047907      850.89416      2.0347527
            2.4      704.63638      1.6686884      593.29894      1.4047907      850.89416      2.0347527
