#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      430.56176     0.36381139      362.05388     0.30571308      520.33098     0.44478612
              5      1544.2491     0.63142542      1297.1934      0.5298099      1868.7898     0.77513903
             10       1468.225     0.61593142      1233.2981      0.5171824      1776.9963      0.7543443
             15        1081.07     0.54385524      908.04506     0.45729112      1308.6358     0.66729309
             20      766.44201     0.46721174      643.38199     0.39243206      928.58106      0.5715974
             25      547.76178     0.40043352       459.5139     0.33633841      664.23531     0.49023255
             30      399.12094     0.34538832      334.56417     0.28985352      484.48397     0.42315752
             35      296.68988      0.3024771      248.46067     0.25325129      360.59232     0.37114084
             40      226.05932     0.26475038      189.08882     0.22160791      275.15948     0.32533907
             45      174.33782     0.23214475      145.69775     0.19426429      212.44015     0.28539509
             50      136.76235     0.20648012      114.17372     0.17247053      166.86967     0.25451244
             55      108.82647     0.18440671      90.758036     0.15399194      132.95373     0.22721111
             60      88.133607     0.16634299      73.422247     0.13875328      107.81097     0.20523938
             65      71.492716      0.1505029      59.513045     0.12540042      87.535011     0.18587264
             70      58.935478     0.13665726      49.016157     0.11372104      72.237802     0.16891006
             75      48.847235     0.12400277       40.61225     0.10323508      59.894672     0.15322658
             80      40.888449     0.11347236      33.942737    0.094338081      50.228089     0.14036272
             85      34.476544     0.10458577      28.604564    0.086937761      42.415685     0.12970599
             90      29.441952    0.097536786      24.366409     0.08081977      36.320243     0.12134737
             95      25.156255    0.089616706      20.764624    0.074166144      31.123319     0.11186111
            100      21.505735    0.082802065      17.710023    0.068291292      26.674844     0.10359513
            105      18.487515    0.076615525      15.189837    0.063056016      22.989665    0.096173876
            110       16.13742    0.071627373      13.239664    0.058913681      20.098923    0.089961092
            115      14.110716    0.067213588      11.558423    0.055161457      17.604765    0.084545532
            120      12.218652    0.062790188      9.9784318    0.051376841      15.294078     0.07928534
            125      10.810849    0.059656072      8.8207813    0.048722039      13.546454     0.07553556
            130       9.582474    0.058985421      7.7961889    0.047804701      12.043122     0.07508979
            135      8.3994101    0.052060716      6.8262172    0.042374225      10.568957     0.06608519
            140      7.5151867     0.04973781      6.0890464    0.040352956      9.4880952    0.063297209
            145       6.583295     0.04579109      5.3254469    0.037140553      8.3256663    0.058304379
            150      5.8101198    0.043192552      4.6952892    0.035035174      7.3564081    0.055201982
            155      5.4233549    0.047939639      4.3736576    0.038348312      6.8818352    0.061782545
            160      4.7335677    0.039401593      3.8182509    0.031847451      6.0051703    0.050374566
            165      4.2437974    0.036702589      3.4167454     0.02963117      5.3944156    0.047023025
            170      3.8879264    0.037957802      3.1282532    0.030462361       4.945803    0.048816161
            175      3.4547464    0.033415864      2.7744827    0.026919254      4.4038432    0.042939801
