#   pt_bb-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      133.82482     0.41740265      111.35073     0.34722745      163.96557      0.5153361
              5      313.69959     0.63528579      260.88643     0.52782745      384.57538     0.78637358
             10      358.33677     0.67785452      297.78119     0.56350124      439.68686     0.84654048
             15      340.18131     0.66431033      282.49039     0.55171267      417.76707     0.82582185
             20       298.3118      0.6177079      247.42827     0.51230318      366.85878      0.7660185
             25      254.93801     0.57062323      211.16909     0.47285658      314.02378     0.70838491
             30      214.69175     0.52417565       177.5867     0.43403014      264.88354     0.65143412
             35      180.48961     0.48136482      149.11033     0.39807194      223.00623     0.59911985
             40      152.03335     0.44419664      125.51065     0.36698943      188.00562     0.55298373
             45      128.25354     0.40698006      105.79333     0.33634273      158.74721     0.50798557
             50      107.92093     0.37950963      88.934257     0.31321867      133.73331     0.47346932
             55      91.527428     0.34542663      75.370465     0.28486655       113.5108     0.43112479
             60      78.152649     0.32021029      64.321799     0.26389811      96.981925     0.40056415
             65      66.805022     0.29557647      54.935739     0.24341383      82.981784     0.37034605
             70      57.127695     0.27293596      46.972163     0.22469909      70.969235     0.34157519
             75      49.317789     0.25365212      40.529651     0.20873846      61.300683      0.3171224
             80      42.260673     0.23509665      34.701825     0.19331903      52.575848     0.29447131
             85      36.749917     0.21943755      30.136697     0.18034017      45.791221     0.27523628
             90      31.773851     0.20461995      26.055695     0.16797988      39.589321     0.25640785
             95      27.872912     0.19121188      22.833157     0.15704521      34.777755     0.24006198
            100      24.459455     0.17904195      20.006131     0.14686158      30.567224     0.22511477
            105      21.569132     0.17291681      17.623989     0.14163176      26.987439     0.21878556
            110      19.022798     0.15950624      15.483265     0.13005497      23.900578     0.20184592
            115      16.991935     0.14953966      13.811489     0.12181821      21.381403     0.18954593
            120       15.05128     0.14116733       12.21509     0.11477881      18.970222      0.1791663
            125      13.151706     0.13149905      10.647271      0.1067451      16.619714     0.16724969
            130      11.846798     0.12588519      9.5715282     0.10184747       15.00241      0.1606325
            135       10.53551     0.11805395       8.499294    0.095512889      13.364343     0.15067413
            140      9.5765391      0.1125392       7.712711    0.090825416      12.169433     0.14393707
            145      8.5982489     0.10676194       6.902094    0.086036091      10.965623     0.13711581
            150      7.7399626     0.10088213      6.2156458    0.081316999      9.8662437     0.13006898
            155      6.7964182     0.10064819      5.4505489     0.08075878        8.67551     0.12935316
            160      6.1937801    0.090330649      4.9484238    0.072347286      7.9375594     0.11647001
            165      5.5692552    0.086446817       4.458827    0.069398358      7.1227861     0.11159364
            170      5.2385091    0.082958439      4.1786408    0.066403037      6.7260388     0.10705014
            175      4.5753063    0.077738212      3.6434632    0.061942755      5.8847901     0.10083743
            180      4.1415894     0.07393907      3.2889663    0.058858332      5.3428893     0.09598306
            185      3.8044518    0.073572173      3.0207775    0.058575742      4.9078951    0.095331528
            190      3.3813576    0.066929317      2.6808525    0.053171144      4.3693976    0.087048074
            195      3.2856217    0.065800869      2.6043411    0.052322712      4.2474395    0.085512797
            200      3.0385729    0.063379179      2.4004428    0.050195654      3.9411451    0.082621894
            205      2.7636588    0.060507091      2.1809343    0.047840402      3.5888338    0.079072898
            210      2.5804815    0.058208311      2.0370758    0.046104386      3.3499852    0.075917441
            215      2.2451172    0.054365226      1.7749949     0.04307743      2.9103425    0.071026017
            220      2.0728682    0.052501437      1.6276697    0.041311217      2.7054836     0.06884994
            225      1.8734846    0.049752423       1.472738    0.039224551      2.4425568    0.065167249
            230      1.8718343    0.049726463      1.4721681    0.039224713      2.4395148    0.065222786
            235      1.5915326    0.045804545      1.2500156    0.036071074      2.0772268    0.060068808
            240      1.6042154    0.046134486       1.258909    0.036276203      2.0955198    0.060607556
            245      1.4165418    0.046525369      1.1145103    0.036660416       1.845517    0.060985021
            250       1.427157     0.10829634      1.1164019    0.085776666      1.8697827     0.13960507
            255      1.2074325    0.039812861      0.9460052    0.031305163      1.5805083     0.05237929
            260      1.0786758    0.037697468     0.84751474    0.029665755      1.4073932    0.049720198
            265      1.0552651    0.037658564      0.8262563    0.029586041      1.3819763    0.049546119
            270      0.9860594    0.035944777      0.7662617    0.028032516      1.3015809    0.047633024
            275     0.89623227     0.03430341       0.701954    0.026974427       1.173631    0.045153766
            280     0.88369163    0.034097256      0.6894916    0.026691339      1.1614224    0.044997747
            285     0.76974763    0.031807188     0.59973137    0.024859328      1.0132825    0.042042517
            290      0.6377898    0.029054675     0.49004503    0.022401453     0.85173797    0.038940186
            295      0.6886826    0.030386747     0.53570697    0.023634299     0.90841773    0.040408217
            300     0.62064813    0.028972122      0.4841593    0.022397233     0.81748547    0.039621597
            305     0.66479353    0.029712139      0.5141026    0.022962651     0.88216797    0.039727506
            310      0.5736947    0.027711286       0.445787    0.021547857     0.75743867     0.03685493
            315     0.53074057     0.02656787     0.41149433    0.020621111      0.7023563    0.035455201
            320     0.53410383     0.02664312     0.41146593    0.020565368     0.71114157    0.035631758
            325     0.44058007    0.024268318     0.34315277    0.018950305     0.58027473    0.032169381
            330      0.4131877    0.023307309      0.3176572    0.017965335     0.55126627    0.031187329
            335     0.39592997    0.022858995     0.30585223    0.017740588     0.52612335     0.03055566
            340     0.40608157    0.023241998      0.3161747     0.01806635     0.53527196    0.031241904
            345      0.3314251    0.020853297     0.25427453    0.016050517       0.443524    0.028006641
            350     0.33940143    0.021099869     0.26074867    0.016255652     0.45336167    0.028287641
            355      0.3107416    0.020375134      0.2390311    0.015703147     0.41455517    0.027331948
            360     0.29854167    0.019957469      0.2269882     0.01519464     0.40325533    0.027071091
            365     0.27498397    0.019236807      0.2120782    0.014842718     0.36594877    0.025768719
            370     0.27366203    0.020454377      0.2111531    0.015848072     0.36408917     0.02725527
            375     0.24834283    0.018365916     0.19149087    0.014180343     0.33074497    0.024624101
            380     0.23046807    0.019173864     0.17869327    0.014880587     0.30488447    0.025502307
            385      0.2328441    0.018044943     0.17937877    0.013873321     0.31022533     0.02426003
