#  pt_Z-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      329.75043     0.31404916      278.93109     0.26573822      395.48985     0.38063521
              5      767.28029     0.46500376      648.70154     0.39317535      920.94255     0.56402357
             10        869.572     0.49185637       735.0455     0.41574143      1044.1076     0.59830491
             15      799.18232     0.47450732      675.54393     0.40128587      959.71571     0.57592242
             20      679.65807     0.44108576      574.56311     0.37357948      816.19154     0.53710327
             25      559.89172     0.40478806      473.23934     0.34217309      672.58716     0.49099957
             30      454.87915     0.36954286      384.36863     0.31191714       546.7021     0.44864954
             35       368.2288     0.33291455      310.99593     0.28115714      442.89191     0.40405968
             40      297.10159     0.30079007       250.7919      0.2540643      357.62236     0.36638692
             45      240.56174     0.27416809      202.88423     0.23132633      289.92558     0.33554296
             50      195.43194     0.24560723      164.67028     0.20699201      235.83832     0.29939124
             55      158.14997     0.22157075      133.12897     0.18663522      191.09776     0.27067389
             60      128.91263      0.2007608       108.3948     0.16883417      156.00581     0.24527068
             65       104.6467     0.18167752      87.884078     0.15273418      126.84574     0.22300168
             70      85.569809     0.16917845      71.769373      0.1412796      103.89967     0.20864963
             75      69.757592     0.14822347      58.410054     0.12421203      84.882147     0.18197164
             80       56.99869     0.13725113      47.643502     0.11448024      69.512437     0.16926216
             85      46.860739      0.1217408       39.11815     0.10169741      57.244646     0.15016925
             90      38.215686     0.10993009      31.820197    0.091603964      46.833011     0.13592132
             95      31.222181     0.09922069      25.952571    0.082630346      38.344673     0.12299175
            100      25.570252    0.090422214      21.196081     0.07498597      31.509716     0.11246805
            105      20.791146    0.081623564      17.191742    0.067538401      25.698045     0.10183558
            110      17.069745    0.073624136      14.076847    0.060906105      21.166436    0.092408973
            115      14.107702    0.067398832      11.593831    0.055442674      17.566359    0.084722818
            120      11.813459    0.061211079      9.6878831     0.05028072      14.746366    0.076900783
            125      9.9320748    0.056254762      8.1243033    0.046073023      12.435322    0.070897664
            130      8.2499116    0.051095941      6.7380477    0.041798512      10.347924    0.064504825
            135      6.9994431      0.0472252      5.7067679    0.038562782      8.7972821    0.059761438
            140       6.041064    0.043620886      4.9129532    0.035553584      7.6154368    0.055299726
            145      5.1033853    0.040485639      4.1498267    0.032947338      6.4340355    0.051460238
            150      4.4297398    0.037624493      3.5968504    0.030600041      5.5940167    0.047852315
            155      3.7572807    0.034461478      3.0465576    0.027991716      4.7527125    0.043853232
            160      3.3265401    0.032463536      2.6923791    0.026313205      4.2166904    0.041388371
            165      2.8557396    0.030868961      2.3121678    0.025062909      3.6183975    0.039538721
            170      2.5448164    0.028550044      2.0575178    0.023115152      3.2297664    0.036430168
            175      2.2081122    0.026435008      1.7848473    0.021391693      2.8032603    0.033781522
            180      1.9225812    0.025053484      1.5496289    0.020223658      2.4487193    0.032091505
            185       1.679083    0.023043794      1.3558981    0.018641307      2.1339211    0.029465129
            190      1.4899846     0.02172293      1.2037368    0.017583882      1.8926055    0.027748167
            195      1.2775099    0.020159706      1.0275716    0.016241844      1.6309283    0.025861173
            200         1.1572    0.019152126     0.93136017    0.015439076       1.476277    0.024565403
            205      1.0373933    0.018311696     0.83658494     0.01478838      1.3204478    0.023456355
            210     0.90549351    0.016936059     0.72882756    0.013667172      1.1550182    0.021714883
            215     0.82922214    0.016154135     0.66566451    0.012993221      1.0610153     0.02076568
            220      0.7257521    0.015205933     0.58352651    0.012248979     0.92699478    0.019514263
            225     0.66242383    0.014712143     0.53124552    0.011810754     0.84868323    0.018991345
            230     0.58611236    0.013614302      0.4711435    0.010968718     0.74980235    0.017530565
            235       0.518582    0.012905608     0.41662853    0.010394211     0.66375516    0.016639016
