#   pt_Z-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.41087303    0.011371406     0.32086795   0.0089107734      0.5401076    0.015009761
              5      1.2090599    0.019527491     0.94471085    0.015304156      1.5881436    0.025759136
             10      1.9730838    0.025302147      1.5419578    0.019838132      2.5916439    0.033359371
             15      2.6780944    0.030152679       2.097908    0.023701981      3.5092818    0.039631268
             20      3.2353752    0.033015927      2.5457972    0.026032927      4.2207182    0.043303502
             25      3.7653685    0.034562791      2.9663681    0.027319153      4.9059745    0.045238349
             30       4.206882    0.036481341      3.3224869    0.028901789       5.468128    0.047672104
             35       4.555079    0.037983191      3.6118079    0.030206876      5.8962186    0.049440829
             40      4.8545985    0.039392774       3.871119     0.03151568      6.2477838    0.051000264
             45      5.1534109    0.040347725      4.1263979    0.032406378      6.6043522     0.05201604
             50      5.3893525    0.041204716      4.3397886    0.033361011      6.8658056    0.052980581
             55      5.5125209    0.041929912      4.4581137    0.034013062      6.9901009    0.053489455
             60      5.6530891    0.042627882      4.5945764    0.034765451      7.1304453    0.054107814
             65      5.8524518     0.04354381      4.7871981    0.035708395      7.3314223    0.055222065
             70      5.9376942    0.043738153      4.8732368     0.03597566      7.4100524     0.05499998
             75       6.046557    0.050738893      4.9774702    0.041141566        7.52129    0.064683985
             80      5.9775812    0.043590973       4.930769    0.036308702      7.3996054      0.0550703
             85      6.1953855    0.044532221      5.1140699    0.036765222      7.6570107    0.055364424
             90      6.2709967    0.044741392      5.1797639    0.036957013      7.7448859     0.05559347
             95      6.4304893    0.046024179       5.319256    0.038023735      7.9283375    0.057182488
            100      6.6779469    0.046709174      5.5208889    0.038587892      8.2398038    0.058027355
            105      6.8496996    0.053382778      5.6616189    0.043448381      8.4540794    0.067669766
            110      7.0495191    0.048263315      5.8147751    0.039746785      8.7232548    0.060209083
            115      7.4466084    0.049282548      6.1210155    0.040475655      9.2546847    0.061688348
            120       7.597414    0.049317446      6.2333762    0.040499963      9.4644104    0.061784357
            125      7.5856311    0.049585375      6.2073574    0.040579171      9.4806935    0.062369261
            130      7.3701026    0.049975185      6.0162881    0.040727049       9.238701    0.063160814
            135      6.9774737    0.054067532      5.6796408    0.043603141      8.7753038    0.069069355
            140      6.5939637    0.046024419      5.3605156    0.037460637      8.3061922    0.058300187
            145      6.0901801    0.044291886      4.9501671    0.036013357      7.6724211    0.056207361
            150      5.6698995    0.042650067      4.6064439    0.034685617       7.146711    0.054113927
            155      5.1782547    0.040636868      4.2006226    0.033005627      6.5452445    0.051704893
            160      4.8520693      0.0397393      3.9261547    0.032218894      6.1504101    0.050735782
            165      4.3559273    0.037908599      3.5222134     0.03077322      5.5258539    0.048555129
            170       4.080095    0.036303388      3.2952111    0.029388358      5.1822962    0.046435057
            175      3.6973799    0.034568851      2.9795076    0.027930945      4.7076986    0.044360304
            180      3.3326412    0.033092004      2.6809787      0.0267399      4.2514228    0.042692222
            185      3.0753021    0.031319936      2.4709291    0.025235935      3.9279874    0.040290334
            190      2.8138112    0.029841132      2.2614797    0.024070472       3.593135     0.03834381
            195      2.5290339    0.028480194      2.0226791    0.022845142      3.2459015    0.036778149
            200      2.3475429    0.027511849      1.8791767     0.02208957      3.0102654     0.03551212
            205       2.163377    0.026806236      1.7294066    0.021456088      2.7780871     0.03469476
            210      1.9556297    0.025014462      1.5638157      0.0200588      2.5110319    0.032405817
            215      1.8469127    0.024190457      1.4724145    0.019348044      2.3788611    0.031351377
            220      1.6344277    0.022830941      1.3024009    0.018247284      2.1063209    0.029613844
            225      1.5065853    0.026174458      1.1979197    0.020735656      1.9459746    0.034081221
            230      1.3859153    0.020967211      1.1030752    0.016745252       1.788133     0.02721802
            235      1.2761633    0.020213824      1.0135073    0.016118287      1.6506336    0.026306135
            240        1.15994    0.019376077     0.92022584    0.015397184      1.5018305    0.025280855
            245      1.0798695    0.018493464     0.85634331     0.01471633      1.3987983    0.024097357
            250     0.99786185    0.017829578     0.79089127    0.014167702      1.2934669    0.023271282
            255     0.90335558    0.017029608     0.71700327    0.013563566      1.1691949    0.022183848
            260     0.85990157    0.017959902     0.67975686    0.014190053      1.1176857    0.023513745
            265     0.75385801    0.015467003     0.59653053    0.012272373     0.97892415    0.020222407
            270     0.72270978     0.01517001     0.56905188     0.01198869     0.94334639    0.019905455
            275     0.66859152    0.014848979     0.52564116       0.011718      0.8739192    0.019487843
            280     0.58354383     0.01366907     0.45944482    0.010775656     0.76173557    0.018016008
            285     0.55432066     0.01328498     0.43624323    0.010497317     0.72408322    0.017449965
            290     0.52485392    0.012925325     0.41214816    0.010182045     0.68711116    0.017023148
            295     0.50650395    0.012668097     0.39749373   0.0099763635     0.66349559    0.016688503
            300     0.48843537     0.02442658     0.38542745    0.018972773     0.63605175    0.032224052
            305     0.42520786    0.012600037     0.33331277   0.0098955906     0.55760085    0.016611135
            310      0.3864698     0.01104958     0.30405376   0.0087321006     0.50495448    0.014511233
            315     0.36869842    0.011667244     0.28904907   0.0091497663     0.48355482    0.015407411
            320     0.33345697    0.010385066     0.26197457   0.0081850274     0.43651268    0.013689808
            325     0.35221575    0.012840654     0.27686555    0.010028136     0.46053305    0.016983124
            330      0.3145773   0.0099952841     0.24764523   0.0079013589     0.41083145    0.013139441
            335     0.28475416   0.0095692403     0.22279816   0.0075142421     0.37420595    0.012641595
            340     0.26732131   0.0099474418      0.2091689   0.0077826251     0.35123155    0.013186197
            345     0.25633023   0.0090252826     0.20004283   0.0070725967     0.33781011    0.011950098
            350     0.22377233   0.0084682325     0.17531541   0.0066586922      0.2936223    0.011169949
            355     0.22369002    0.010402409     0.17487232   0.0081304509     0.29425199    0.013738046
            360      0.2081216   0.0082869146     0.16219484   0.0064687318     0.27462338    0.011009746
            365     0.20367986   0.0080751786     0.15876765   0.0063107003     0.26874395    0.010733018
            370     0.17671312   0.0078463015      0.1385638   0.0061796805     0.23182984    0.010335354
