#   y_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6    0.027636254    0.019565612    0.023997599    0.017035807    0.031966388     0.02260309
           -4.5    0.094997599    0.039236058    0.079237696    0.032806963     0.11606083     0.04813182
           -4.4     0.23587977    0.064956456     0.19350991     0.05371226     0.29430237    0.080558892
           -4.3     0.83960944     0.11725927     0.70004381    0.098148846       1.026097     0.14303199
           -4.2      1.7447697     0.16836141       1.452233     0.14042359      2.1375145     0.20637873
           -4.1      4.5648725     0.27098147      3.8193216     0.22722319      5.5557403     0.33019245
             -4      9.3719913     0.38793347      7.8386576     0.32510852      11.412824     0.47354983
           -3.9      17.151671     0.52293929      14.377814     0.43887192      20.824067     0.63737582
           -3.8      27.464352     0.66068784      23.035939     0.55492081      33.327839     0.80538304
           -3.7      41.155135     0.81278783      34.389128     0.68065377      50.186343     0.99631987
           -3.6       59.23649     0.96805248       49.60371     0.81162969       72.03336      1.1857855
           -3.5      83.818727      1.1503873      69.894193     0.95993113       102.4825      1.4146325
           -3.4      108.64674      1.3081324      90.593455      1.0917872      132.84411      1.6089024
           -3.3      143.44573      1.5174138      119.46006      1.2631503      175.66574      1.8715946
           -3.2      176.52384      1.6667765      146.91397      1.3880797      216.35004      2.0558314
           -3.1      219.90935      1.8606577      182.91594      1.5528884      269.70869      2.3174171
             -3      255.37552      2.0100141      212.13511      1.6698811      313.69751      2.4907115
           -2.9      302.55408      2.4352785      250.64176      1.9910415      372.87472       3.067444
           -2.8      348.76652       2.348849      288.64944      1.9447872      430.34602       2.917899
           -2.7      398.20356      2.5177049      329.37833      2.0827329      491.63623      3.1320452
           -2.6      441.31597      2.9687492      364.17519      2.4280358      546.39928      3.7353941
           -2.5      490.24477      2.8251325      404.03663       2.326867       607.8517       3.532378
           -2.4      538.70714      2.9912384       443.6587      2.4580064      668.46303      3.7527393
           -2.3      581.58281       3.032328      478.35796      2.4966399      722.72642      3.7944594
           -2.2      623.18906      3.1489625      512.03655       2.588475      775.35015      3.9473108
           -2.1      663.76597      3.2466363      544.83173      2.6675215      826.72081      4.0756165
             -2      701.94744      3.3763153       575.5056      2.7674811      875.41018      4.2434564
           -1.9      743.00436      3.4768583      608.53654      2.8458357      927.69309      4.3739524
           -1.8      773.05187      3.4969904        633.003      2.8664936      965.35774      4.3941071
           -1.7       800.8495      3.5839406       654.8972      2.9313577       1001.534      4.5102975
           -1.6      825.25204      3.6533606      674.70385      2.9874774      1032.2388      4.5992758
           -1.5      853.51761      3.6799564      697.45218       3.009727      1068.1549      4.6360281
           -1.4      876.72898      3.9725488      716.32612      3.2271082      1097.3344      5.0373822
           -1.3      896.84737      3.7901476      732.13293      3.0939651      1123.5253      4.7814266
           -1.2       918.3059      3.8217223      749.41947      3.1216553      1150.7895      4.8150228
           -1.1      928.60698      4.1148411      757.57669      3.3406975      1164.0609      5.2221061
             -1      946.60294      3.9189894      772.10452      3.1980977      1186.8746      4.9573551
           -0.9      957.03716       3.925191      780.54565      3.2042172      1200.0253      4.9487853
           -0.8      965.36894      3.9428828      787.10156      3.2144041      1210.8718      4.9791183
           -0.7      983.36917      3.9582907      801.98075      3.2329572      1233.0641      5.0010929
           -0.6       993.4105      3.9856569      810.42475       3.258967      1245.1072      5.0686629
           -0.5      996.92677      4.0727401      812.78863      3.3214494      1250.4248      5.1588607
           -0.4        993.051      4.0366733      809.49964      3.2886711      1245.7549       5.101203
           -0.3      1000.0412      3.9893499       815.7097      3.2566107      1253.6416      5.0338755
           -0.2      1007.2481       4.315166       821.0118      3.5048844      1263.6866       5.467036
           -0.1      1000.8256      3.9946346      815.55124      3.2568035      1256.0366      5.0404925
              0      997.47438      3.9991186      813.20805      3.2680944      1251.1188      5.0522946
            0.1      996.77229      4.0687691      812.49983      3.3146994      1250.5054      5.1429188
            0.2      1003.7327      4.0490152      818.02377      3.2991873      1259.5178       5.119712
            0.3      993.48217      3.9812155      809.75982      3.2466417      1246.4918      5.0265926
            0.4      997.17242      4.2909373      812.93769      3.4807336      1250.8368      5.4470106
            0.5      984.60736      3.9804497      802.79056      3.2478114      1234.9269      5.0261676
