#    y_j1-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5     0.10144978    0.038733349    0.085720289    0.033238495     0.12381913    0.047007819
           -4.9     0.22298079     0.05800414     0.18921849    0.049353253     0.26626611     0.06949644
           -4.8     0.67318127     0.10171684      0.5579948     0.08456936     0.82930372     0.12552161
           -4.7      1.5550228     0.15894209      1.2867295     0.13220546      1.9194058     0.19613067
           -4.6      2.6959512     0.20602428      2.2210836      0.1696978      3.3450364     0.25725469
           -4.5      5.1637783     0.28460194      4.2957707     0.23699835      6.3295766     0.35128087
           -4.4       8.654439     0.36845207      7.1540116      0.3049529      10.691328     0.45684394
           -4.3      13.985989     0.47037332      11.602669     0.39045602      17.200415       0.581632
           -4.2      21.046321     0.58070569      17.399268     0.48000268      25.990621     0.72134098
           -4.1      29.887752     0.73617133      24.652222     0.61040865      37.008774     0.91127903
             -4      43.593244     0.82831577      35.941186     0.68406195      54.005525      1.0305864
           -3.9      59.032481     0.99279749      48.687722     0.82045587      73.108552      1.2348274
           -3.8      75.227174      1.0954636      62.084845     0.90413999      93.075255      1.3644634
           -3.7      96.675222      1.2443793      79.686339      1.0259542      119.79754      1.5514585
           -3.6      121.87126      1.3961637      100.49999      1.1519592      150.92168      1.7430315
           -3.5      149.85325      1.5458177       123.4482      1.2737149      185.80342      1.9287207
           -3.4      180.52921      1.7592211      148.39377      1.4416339      224.40962      2.2074301
           -3.3      213.11281      2.1688316      175.22428      1.7565521      264.81666      2.7722223
           -3.2      245.05481      1.9657694      201.48799      1.6184362      304.52185      2.4596681
           -3.1      282.21478      2.1101339      231.99932      1.7419163      350.74992      2.6537342
             -3      316.04317      2.2563141      259.46199      1.8528718      393.42599      2.8277001
           -2.9      350.54109      2.3641094      287.80318      1.9459687      436.32301      2.9786758
           -2.8      392.53931      2.4968041      321.90082       2.051285      489.29139      3.1399709
           -2.7      433.30634      2.6273779      355.09987      2.1543236      540.50855      3.2962438
           -2.6      467.90456      2.7790127         383.56      2.2764123      583.43659      3.4896067
           -2.5      512.27568      2.8789687       419.4853      2.3569549      639.60484      3.6194702
           -2.4       540.6115      2.9279268      442.89613      2.3999004      674.59583      3.6772588
           -2.3      579.82764      3.0307665      474.91895      2.4840105      723.72337      3.8063673
           -2.2      613.29824       3.127006      502.03351      2.5608669      766.02882      3.9292763
           -2.1      644.92956      3.2477412      527.35128      2.6561994      806.52531      4.0847638
             -2       681.2712      3.2908929      557.60768      2.6937869      851.02373      4.1421607
           -1.9      710.52073      3.3702306      581.31604      2.7595331      887.99839       4.237499
           -1.8       729.8567       3.424672       597.3038      2.8036118      911.83074      4.3064983
           -1.7      768.48294      3.8473623      628.70269      3.1172119      960.45368       4.895624
           -1.6      783.38335      3.5428776      640.99505      2.9005295      978.88536      4.4534403
           -1.5       805.5284       3.639134      658.86039      2.9744888      1006.9836      4.5882676
           -1.4      832.21614      3.6369497      681.00081      2.9827389      1039.7574      4.5829996
           -1.3      847.91826      3.6790001      693.46081      3.0119233      1060.1304       4.626266
           -1.2      860.41613      3.7507032      703.20084      3.0646471      1076.6065      4.7249302
           -1.1      881.75293      3.7457765      721.06324      3.0647267      1102.5048      4.7127919
             -1      896.29643      4.0049811      733.13237      3.2614388      1120.3651      5.0636353
