#  y_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9              0              0              0              0              0              0
           -3.8              0              0              0              0              0              0
           -3.7              0              0              0              0              0              0
           -3.6              0              0              0              0              0              0
           -3.5     0.19409666     0.11205664       0.161975    0.093525042     0.23702334     0.13688479
           -3.4    0.063834998    0.063831807     0.05737833    0.057375462    0.071398335    0.071394765
           -3.3     0.58655334     0.19582434     0.48867333     0.16462359     0.72367167     0.24421666
           -3.2        0.65306     0.20660442     0.55785834     0.17661696     0.77471166     0.24511296
           -3.1      1.6741716     0.32851357        1.36141     0.26886878       2.121405     0.41934292
             -3      2.5810917     0.40895161      2.1389017     0.34050064       3.192555     0.50957062
           -2.9        2.99033     0.44820689      2.4209433     0.36469582      3.8007166     0.57387969
           -2.8      5.4249417     0.59709632        4.42261     0.48861414      6.8322616     0.75877541
           -2.7       6.075395     0.63325813      4.9027167     0.51266419        7.74813     0.81590262
           -2.6      9.4251717      0.7873579      7.6908884     0.64515222      11.854833     0.99927039
           -2.5      13.816005     0.94736802      11.300408     0.77879329      17.352467      1.1983276
           -2.4      16.795002      1.3068433      13.647795      1.0371467      21.227358      1.7059149
           -2.3      19.648273      1.1384625      16.032185     0.93004025      24.727757      1.4481296
           -2.2      23.657252      1.2590001       19.12293      1.0215365      30.080112      1.6136628
           -2.1      27.511557      1.3486304      22.193353      1.0909532       35.05767      1.7327661
             -2      31.957443       1.450584       25.61687      1.1673686       40.97977      1.8743846
           -1.9      36.574053      1.5461723      29.720533       1.262273      46.194083      1.9668534
           -1.8      40.301838      1.6273979      32.343312      1.3111881      51.597812      2.0976759
           -1.7      44.374715      1.7527105      35.532363      1.4058669       56.93877      2.2681586
           -1.6      52.834973      2.0976741       42.45939      1.6750193      67.515068      2.7179282
           -1.5      50.422104      1.8220086      40.529562      1.4700566      64.431378      2.3428365
           -1.4       60.57635      5.3455064      48.685719      4.2508972      77.375791      6.8670719
           -1.3      59.297583      2.0083488      47.535983       1.615188      75.967685       2.589018
           -1.2      63.496907      2.1354285      50.907117      1.7169516      81.379615      2.7539497
           -1.1      67.071105      2.1079198       53.74519      1.6948691      85.958635      2.7191772
             -1      70.851193      2.1646959      56.599062      1.7333818      91.129633      2.8059577
           -0.9      74.504755      2.2297998      59.484457      1.7867457      95.889565      2.8889381
           -0.8      73.034363       2.192681      58.340304      1.7562286       93.98705      2.8471894
           -0.7       76.27085      2.2759751      60.478548      1.8094552      98.872293      2.9683164
           -0.6      79.032203      2.2782264      62.740548      1.8160945      102.35805      2.9690597
           -0.5      79.933333      2.3508731      63.200427      1.8665022      103.94078      3.0741678
           -0.4      78.068633      2.2765146      61.907614      1.8075381      101.25401      2.9801911
           -0.3      81.884428      2.3233152      64.696253      1.8418335      106.56265      3.0411679
           -0.2      86.282903      2.5179423      68.073887      1.9909626       112.4446      3.3012736
           -0.1      80.406415      2.3653569      63.601475      1.8754143       104.4974       3.092446
              0      83.374258       2.345359      66.162228      1.8688012      108.01009      3.0546676
            0.1      78.406885      2.2761118      62.019205      1.8086361      101.90798      2.9749638
            0.2      88.083237      2.8247104      69.991507      2.2465448       113.9191       3.664864
            0.3        79.0909      2.3213639      62.729683      1.8473314      102.51337      3.0253386
            0.4      78.185245      2.2900288      62.244808      1.8221323       100.9944      3.0164395
            0.5      77.347867      2.2569841      61.428567      1.7983512      100.12339      2.9388473
            0.6      75.130827      2.2187461      59.455773      1.7626592      97.602828       2.898308
            0.7      77.767997      2.2587792      61.817289      1.8008918      100.58445      2.9414444
            0.8      70.859565      2.1662401      56.382003      1.7309091      91.546868      2.8181959
            0.9      66.197502      2.1052453      52.705242      1.6815121      85.456797      2.7371327
              1      64.827625      2.0633128      51.846352       1.657078       83.30687       2.668826
            1.1      63.537847       2.071599      50.925348      1.6654066      81.431811      2.6742201
