# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      510.92384     0.88505451      435.23093     0.75267068      607.19149      1.0646945
              1      1486.0545      1.5019443      1267.2147      1.2812035      1763.7456      1.8099133
              2      1845.6702      1.6626453      1573.6046      1.4169316      2191.3092      2.0010134
              3      1846.2289      1.6625233      1572.9026      1.4156424       2194.297      1.9931352
              4      1738.9627      1.6162342       1480.259      1.3766822      2069.2212      1.9474532
              5      1584.7757      1.5493573      1347.2103      1.3167074      1889.1489      1.8627605
              6      1455.1403      1.4847425       1235.512      1.2606631      1737.4216      1.7875476
              7      1337.0551      1.4283216      1134.1545      1.2139586      1598.4589      1.7343555
              8      1230.4444      1.3685574      1042.1624      1.1599927      1473.9045      1.6566099
              9      1135.6983      1.3178736      960.81222      1.1154062       1362.445      1.5960674
             10      1054.7945      1.2699731      891.22007      1.0733917      1267.4918      1.5384681
             11      980.62607      1.2296908      827.70203      1.0363596      1179.9379       1.501451
             12      917.04562      1.1861171      773.32789      1.0042169      1104.7243      1.4516447
             13      860.93794      1.1510468      725.12672     0.96975599      1038.7523      1.4002896
             14      810.07957      1.1254899       681.7628     0.94703863      978.35364      1.3730564
             15      762.56742      1.0847651      641.10564      0.9128343      922.20301      1.3243123
             16      720.17058      1.0541369      605.02813     0.88597916      871.70457      1.2862256
             17      682.37808      1.0271264      572.71199     0.86249346      826.99394      1.2541323
             18      645.08697     0.99944292      540.93013     0.83864007      782.68275      1.2227015
             19       613.6095     0.97488325      514.13802      0.8172973       745.2087      1.1923096
             20      584.49218      0.9548897       489.3109     0.79949042      710.62619      1.1703576
             21      555.66428     0.92781929      465.01372     0.77726244      675.86858      1.1378543
             22      529.95786     0.90834107      443.18428     0.75985107      645.17984      1.1145414
             23      506.19506     0.88760043      423.06719     0.74218488      616.67576      1.0904942
             24      483.49671     0.86669649      403.72587     0.72426802      589.70811       1.064506
             25      463.42073     0.84965903       386.7049     0.70973654      565.68535      1.0462652
             26      441.14867     0.82970265      367.95357     0.69241261       538.7958      1.0209641
             27      422.90079     0.81277162      352.50883      0.6776518      516.91051      1.0015436
             28      406.39642     0.79714761      338.51672     0.66437153      497.16594     0.98248287
             29      389.01961     0.77886858      323.88779     0.64951345      476.18313     0.96677076
             30      373.11626     0.76344132      310.43954     0.63555687      457.09643      0.9424795
             31      358.67558     0.75024484      298.32563     0.62425333      439.58361     0.92658089
             32      343.68491     0.74888324      285.63052     0.62064801      421.62571     0.92910304
             33      330.93392     0.72022846      275.05045     0.59960153      405.95033     0.89261749
             34       318.3943     0.70879667      264.44247     0.58918713      390.89654     0.87860251
             35      305.61721     0.69269833      253.71737     0.57559659      375.42597     0.85887664
             36      293.92326     0.67904647      243.90402     0.56388789      361.24587     0.84117013
             37      284.27788     0.67076009       235.7126     0.55615739      349.73062     0.83151114
             38       273.1679     0.65911745      226.44422     0.54622045      336.16254     0.81754359
             39      263.69128     0.64725415      218.56576     0.53634376      324.54772     0.80385766
             40      253.27594     0.63105161      209.78101     0.52303338      311.99736     0.78259848
             41      242.86818     0.61894566      201.06341     0.51257215      299.35612     0.76870447
             42        235.687     0.60989965      195.07718     0.50573125      290.57592     0.75925387
             43      228.05886     0.59886244      188.64922     0.49618876      281.38337     0.74782288
             44      218.25099     0.58709059       180.5195     0.48597493      269.30186     0.73049864
             45      211.88004     0.57810098      175.12569     0.47803713      261.67996     0.71940765
             46      204.40952     0.56968555      168.93417     0.47101581      252.47694      0.7092071
             47      196.52528     0.55914952      162.36367     0.46303142      242.83519     0.70143133
             48      190.64487     0.54970958      157.43854     0.45403451      235.69071     0.68489768
             49      183.94359     0.53852843      151.85625     0.44495219       227.4904     0.67094105
             50      183.94359     0.53852843      151.85625     0.44495219       227.4904     0.67094105
