#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11474.182      3.6495458      9452.8504      3.0061434      14223.786      4.5802937
              1      11474.182      3.6495458      9452.8504      3.0061434      14223.786      4.5802937
