# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      510.29365     0.88440506      434.71964     0.75216492      606.39936      1.0638344
              1       1483.649      1.4992332      1265.2428      1.2790103      1760.7548      1.8065078
              2      1841.8484      1.6600158      1570.4748      1.4148577      2186.5521      1.9976178
              3      1841.5773      1.6590964      1569.0916      1.4129383        2188.51       1.988689
              4      1733.5404       1.612216      1475.8078      1.3734647      2062.4896      1.9423492
              5      1578.8602       1.542157       1342.366      1.3109196      1881.7862      1.8536125
              6      1449.3388      1.4809375      1230.7671      1.2576391      1730.1906      1.7826534
              7      1331.2864      1.4248232      1129.4424      1.2112188      1591.2594      1.7298169
              8      1224.7418      1.3652797      1037.5154      1.1574265      1466.7694      1.6523122
              9      1129.7608      1.3143443      955.97056      1.1126229      1355.0211      1.5914738
             10       1048.793       1.266054      886.33202      1.0703027      1259.9785      1.5333835
             11      974.61949      1.2238003      822.80743      1.0315888      1172.4223      1.4940661
             12      911.32311      1.1823036      768.67352      1.0012373      1097.5498      1.4467179
             13      855.35428      1.1472273      720.59507     0.96677477      1031.7361      1.3952974
             14      804.80097      1.1218246       677.4818     0.94417969      971.71578      1.3682698
             15      757.19946      1.0808364      636.75031     0.90977459      915.45575      1.3191732
             16      714.81267      1.0501524      600.68624     0.88287153      864.96136      1.2810124
             17      677.24765      1.0230981      568.55621      0.8593341      820.53418      1.2488948
             18      639.89473     0.99540539      536.72686      0.8354843      776.14099      1.2174364
             19       608.4999     0.97056607      510.00945     0.81391755       738.7584      1.1866916
             20      579.66279     0.95097937      485.40526     0.79643979      704.53528      1.1652259
             21      551.00039     0.92391536      461.24221     0.77421715      669.98594       1.132764
             22      525.47728     0.90453104      439.55141     0.75684536        639.544      1.1095961
             23      501.74211     0.88369811       419.4708     0.73914417      611.05182      1.0853982
             24      479.15228     0.86270917      400.21405     0.72115365       584.2262      1.0593062
             25      459.20335     0.84577123      383.29323     0.70669949      560.36796       1.041184
             26      437.12258      0.8256148      364.70613     0.68917988      533.70419      1.0157044
             27      418.70585     0.80863094      349.12592     0.67440863      511.60414     0.99616938
             28      402.40987     0.79264871      335.30013     0.66082506      492.12602     0.97667915
             29      385.18594     0.77503838      320.79235     0.64651907      471.34004     0.96181909
             30      369.34273     0.75954712      307.39749     0.63251812      452.32154      0.9374076
             31      354.99404     0.74636959      295.35539     0.62121538      434.92895     0.92154713
             32      340.14812     0.74514107      282.77794      0.6177087      417.15251     0.92425845
             33      327.54023     0.71651023      272.31807     0.59671191      401.65043      0.8877711
             34       314.9465     0.70495713      261.66999     0.58619732      386.52254     0.87360836
             35      302.29377     0.68893526       251.0398     0.57265676      371.21789     0.85399321
             36      290.71073     0.67515656      241.31172     0.56080452      357.18488     0.83615173
             37       281.1615     0.66709835      233.20731      0.5533022      345.77586      0.8267413
             38      270.05203      0.6553795      223.93686     0.54329545      332.21249     0.81269102
             39        260.781     0.64367184       216.2225     0.53353186      320.86045     0.79922617
             40      250.30218     0.62732128      207.38926     0.52012152      308.22534     0.77774436
             41      239.97693     0.61522324      198.73281     0.50964221      295.69725     0.76389399
             42      232.83774     0.60619368       192.7816     0.50282828      286.96829     0.75446578
             43       225.2994     0.59512458      186.42732     0.49327696      277.88726     0.74295973
             44      215.54492     0.58302213      178.34465     0.48279719      265.86683     0.72521869
             45      209.33951     0.57435476       173.0816      0.4750656      258.45876     0.71460327
             46      201.88868     0.56621585       166.9061     0.46829937      249.28043     0.70470629
             47      193.99993     0.55436309      160.33118     0.45931154      239.63422     0.69524451
             48      188.21483     0.54590973      155.48715     0.45105526      232.60351     0.67998452
             49      181.53934     0.53490193      149.92247     0.44209551      224.44092     0.66627196
             50      181.53934     0.53490193      149.92247     0.44209551      224.44092     0.66627196
