#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      279.87489     0.70796092      223.53539     0.56559794      360.16735     0.91930252
              1      279.87489     0.70796092      223.53539     0.56559794      360.16735     0.91930252
