#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            280     0.33840817    0.021253576     0.26472053    0.016686042      0.4442056      0.0280341
            285     0.25631727    0.018410994     0.20139367    0.014476844     0.33488353    0.024291566
            290       0.268199    0.018736747     0.21224543    0.014905503      0.3476688    0.024422472
            295      0.2429842    0.018013253     0.19379537    0.014367917     0.31266283    0.023453182
            300     0.24046637    0.017730235     0.18870433    0.013976652     0.31461197    0.023305636
            305     0.20235627    0.017141051     0.16072297    0.013657691     0.26143055    0.022395422
            310     0.19917347    0.016171395     0.15627907    0.012753915     0.26052433     0.02128407
            315     0.16838643    0.015064851      0.1369622    0.012643503      0.2120703    0.020029673
            320     0.14121763     0.01359187     0.11008257    0.010637667       0.186017    0.017990838
            325     0.15151943    0.014163449     0.11846207    0.011116723      0.1991446    0.018722602
            330      0.1491138    0.013970624     0.11851347    0.011160758     0.19255087    0.018150925
            335     0.14765167    0.014045046     0.11553353    0.010981634      0.1938295    0.018618752
            340     0.11392937    0.012225355    0.087291567   0.0093990881      0.1528278    0.016462626
            345     0.12744707    0.013021968    0.098298133    0.010071778     0.17010227    0.017460906
            350    0.099655233    0.011440964      0.0776887   0.0089600948     0.13137267    0.015166739
            355      0.0965739    0.011353225    0.074727766   0.0088185746      0.1282659    0.015160973
            360     0.11254073    0.012138839    0.087639767   0.0095005456     0.14846167    0.016080967
            365    0.099034566    0.011518578      0.0783916   0.0090984177     0.12852197    0.015128923
            370    0.065476634   0.0094414398    0.051041867   0.0073815337    0.086289033    0.012538643
            375    0.080123067    0.010259177    0.062302933   0.0080215412     0.10594553     0.01364279
            380    0.079929867    0.010234268    0.063850567   0.0082218593     0.10260883    0.013222273
            385    0.076968134    0.010190783    0.059884333   0.0079052474      0.1017891    0.013658572
            390    0.053518666   0.0083592703    0.041823433   0.0065667361      0.0704189     0.01105875
            395      0.0616126   0.0093365061    0.047632233   0.0070990848    0.081913667    0.012739812
            400      0.0431681   0.0075148709    0.033467867   0.0058530918    0.057283267    0.010021313
            405    0.048139967   0.0079153604    0.038522767   0.0063759353    0.061816033    0.010246273
            410    0.047390667   0.0079071505    0.036250933   0.0060704782    0.063605767    0.010644849
            415    0.044529367   0.0076374871    0.035001533   0.0060289232    0.058187433    0.010028522
            420       0.038042   0.0073079046    0.029722333   0.0056844504      0.0499979   0.0097201227
            425    0.035035867   0.0067460027    0.027976533   0.0054125313    0.045093267   0.0087606599
            430    0.039425767   0.0071984073      0.0308067   0.0056626647    0.051877434   0.0095387363
            435      0.0275005   0.0062818908    0.021594733   0.0047371603    0.036090767   0.0087794003
            440    0.039481267    0.007208535    0.030790266   0.0056521227    0.052063467     0.00956038
            445    0.033359367   0.0066861007    0.026762667   0.0053977827    0.042439867   0.0085680319
            450    0.039754567   0.0075848474    0.030741033   0.0058739906    0.052775967    0.010108319
            455      0.0277348   0.0060530342    0.021876033   0.0047940766    0.036050433   0.0079054495
            460    0.026183333     0.00585592    0.020307167   0.0045594226      0.0347164    0.007794307
            465    0.026015867   0.0058234631    0.020471234   0.0046320767      0.0341086   0.0077243301
            470    0.019454834   0.0050281796    0.014705933   0.0038263299    0.026661733   0.0069326904
            475      0.0302905   0.0063180632    0.024699067   0.0051903725    0.038025734   0.0079841648
            480    0.028064567   0.0061362901    0.021800767   0.0047823826      0.0370445   0.0081355175
            485      0.0129869    0.004108898   0.0098865665   0.0031385384    0.017585267   0.0055873532
            490    0.015613467   0.0048957599    0.012164833   0.0037867185    0.020612267   0.0065650909
            495    0.015718667   0.0045380339    0.012457833   0.0036192853    0.020355633   0.0059179547
            500    0.015718667   0.0045380339    0.012457833   0.0036192853    0.020355633   0.0059179547
