# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 20
             -8      1.3017851     0.15097808      1.0413161     0.12102049      1.6696719     0.19496262
           -7.9      1.5370468     0.15949038      1.2212289     0.12669719      1.9867571     0.20819745
           -7.8      2.0878243     0.19002393      1.6558727     0.15034682      2.7050908     0.24965316
           -7.7      3.1199444     0.25518218      2.5481244     0.20706498      3.9162237     0.33320433
           -7.6      3.4436634     0.25033588      2.7258844      0.1975525      4.4747463     0.32943506
           -7.5      3.7342477     0.25542199      2.9716374     0.20368802      4.8195062     0.33198335
           -7.4      5.1137571     0.31555941      4.1138299     0.25362859      6.5219172     0.40647111
           -7.3       5.526451     0.30872376      4.4780944     0.24820508      6.9932993     0.39915982
           -7.2      6.8608791     0.43754694      5.5124378     0.34806027      8.7603898      0.5665118
           -7.1      8.2668767     0.37681411      6.5775886     0.29932594      10.674968     0.49243349
             -7      9.8188424     0.43156503      7.8484658     0.34234317      12.609186     0.56343198
           -6.9      11.128159     0.43542141      8.9253646     0.34886005      14.246054     0.56410677
           -6.8      13.296294     0.54973565      10.780215     0.44704716      16.815811     0.69791587
           -6.7      15.694381      0.5489649      12.785174     0.44998705      19.742565     0.69301436
           -6.6      18.702936     0.56215082      15.089022     0.45269215       23.77798      0.7237815
           -6.5      21.420252     0.64668631      17.298348     0.52679756      27.203704     0.82071587
           -6.4      25.326219     0.64914234      20.417063     0.52375213      32.225161     0.83368469
           -6.3      29.044559     0.71946261      23.537984     0.58506928      36.746716     0.91629195
           -6.2      33.927745      0.7563379      27.446932     0.61105439      43.014834     0.97012945
           -6.1      38.664347     0.80288375      31.308919     0.65014697      48.959635      1.0272916
             -6      46.674563     0.90615911      37.741104     0.73790568      59.184185      1.1517695
           -5.9      53.082487     0.94481253      42.991283     0.76540116       67.19607      1.2083324
           -5.8      58.190653      0.9734757      47.105438     0.78857723      73.687398      1.2433948
           -5.7       68.19354      1.0484909      55.494098     0.85537134       85.86898       1.330728
           -5.6      77.816539      1.1194597      63.233841     0.91140066      98.130582      1.4232129
           -5.5      89.982079      1.2073203      73.127243     0.98481712      113.46318      1.5306749
           -5.4      104.00577      1.3135951      84.702162      1.0723284      130.85705      1.6649997
           -5.3      114.22698      1.3551448      92.989409      1.1065995      143.75306      1.7170919
           -5.2      128.37166      1.4448303      104.45455      1.1770763      161.65084      1.8349578
           -5.1      147.11392      1.5292092       119.9862       1.250453      184.74784      1.9353872
             -5      164.96464      1.7482024       134.7651      1.4341382      206.82116      2.1989023
           -4.9      186.86047      2.1575716      152.36486      1.7313457      234.71589      2.7691338
           -4.8      206.93053      1.8180218      169.47696      1.4925057      258.67197      2.2886697
           -4.7       229.3524      1.9759946      187.70478      1.6169007      286.91438      2.4942191
           -4.6       263.1947       2.110613       215.7292      1.7277691      328.72047      2.6642003
           -4.5       288.9261      2.5270699      236.75965      2.0507131      360.89971      3.2075358
           -4.4      318.78109      2.2517525      261.79513      1.8502245      397.15181      2.8281307
           -4.3      356.67981      2.4260888      292.82969      1.9906181      444.30305      3.0539894
           -4.2      392.29649      2.5564849      321.77619       2.091227      488.44889       3.213945
           -4.1       424.4456      2.5886431       348.4636      2.1274608      527.55407      3.2500336
             -4      472.79203       2.798188      388.00122      2.2932533      587.98286      3.5059405
           -3.9      526.82327       2.950233      432.21071      2.4169686      655.41425      3.6995535
           -3.8      577.05878      3.0882546      473.57049      2.5315959      717.72328      3.8685862
           -3.7       628.9648      3.5511093      515.80878      2.8794148      782.94504      4.5017744
           -3.6      687.73413      3.4116064      564.03962         2.7887      856.08704       4.288318
           -3.5      747.71984      3.4516279      613.40632      2.8316875      930.53345      4.3218542
           -3.4       809.8396      3.6035871      664.36897      2.9566571      1007.8785      4.5237807
           -3.3       878.2559      3.8151289      720.41951      3.1253722      1093.2748      4.7842605
           -3.2      959.07865      3.9388045      786.59895      3.2282774      1194.1266      4.9392026
           -3.1      1029.6864      4.1811934      844.91087      3.4185058      1281.4561      5.2579367
             -3      1108.5149      4.4081497      909.73887      3.6073493       1379.368       5.537814
           -2.9      1198.1865      4.4664658       983.8855        3.67243      1490.0452      5.6521573
           -2.8      1282.2626      4.6731929      1052.5365      3.8206886      1595.4411      5.8806566
           -2.7      1362.0201      4.7072164      1118.5919      3.8611207      1693.7247      5.9004738
           -2.6      1448.8889      4.8337514      1189.9674       3.966421      1801.8556      6.0592278
           -2.5      1543.0314      4.9718283      1267.8507      4.0844222      1918.0377      6.2264232
           -2.4      1645.2202      5.1341898       1352.849      4.2386983        2043.32      6.4719039
           -2.3      1733.7798       5.250812      1425.5285      4.3179877      2153.7703      6.5687987
           -2.2      1839.3529      5.3906388      1513.1946      4.4356029      2283.4636      6.7393087
           -2.1      1934.4864      5.5447071      1592.4372      4.5705507      2399.9802       6.957878
             -2      2028.0872      5.6758555      1670.8739      4.6803537      2513.7866      7.0986298
           -1.9      2133.0405       5.810192      1759.0575      4.8030348       2640.921      7.3339288
           -1.8      2227.1718      5.9192276      1836.3534      4.8858837      2758.2467      7.3846635
           -1.7      2312.1403      6.0421043      1908.1264      4.9968644      2860.6407      7.5449158
           -1.6      2397.3357      6.1357529      1979.9638      5.0753184       2963.483      7.6431019
           -1.5      2496.2374      6.2671676      2062.6534      5.1848478      3084.0851      7.8033851
           -1.4      2581.5846       6.361983      2134.9987      5.2644869      3186.5033      7.9110332
           -1.3      2681.6916      6.4848448      2220.2403      5.3753564      3305.6939      8.0765996
           -1.2      2750.6634      6.5582443      2279.1306      5.4398868      3387.7429      8.1349689
           -1.1      2819.5975      6.6324976      2337.9827      5.5081161      3469.6536      8.2183155
             -1      2883.9177      6.7131353      2393.3319      5.5772933      3545.2839       8.315427
           -0.9       2959.107      6.7968365      2457.0465      5.6555213       3635.533      8.4236702
           -0.8      2994.9158      6.9501963       2489.294      5.7727523       3675.118      8.6026477
           -0.7      3024.8328      6.8647187      2516.1498      5.7178643      3708.3429      8.4933616
           -0.6      3062.5489      6.9140665      2549.1109      5.7609633      3751.8398      8.5301816
           -0.5      3069.0505      6.9228269      2555.8912      5.7745265      3757.3899      8.5411426
           -0.4      3031.5719      6.8740912      2525.0129      5.7322243      3710.9337      8.4823323
           -0.3      2998.6172      6.8343157       2498.756      5.7034888      3668.3778      8.4240734
           -0.2      2973.7705      6.8053371      2478.7554      5.6784892      3636.7327       8.378641
           -0.1      2970.4331      6.8040826      2476.0019      5.6775327       3632.596      8.3748445
              0      2973.4378      6.8048235      2478.2671      5.6774199      3636.7503      8.3789829
            0.1      2980.4848      6.8148929      2484.7103      5.6931859       3644.318      8.4228758
            0.2      3008.0659      6.8472873       2505.964      5.7108455      3681.1898      8.4341111
            0.3      3025.1491      6.8640325      2519.9941      5.7251835      3702.4643      8.4598028
            0.4      3061.2075      7.0255409      2549.0198      5.8416714      3748.4308      8.7007659
            0.5      3041.6138      6.8881797      2532.5589      5.7415096      3724.6086      8.5015703
            0.6      3038.6407      6.8810946      2526.5677      5.7284219      3727.2102      8.4969359
            0.7      2988.8198      6.8292503      2483.9761      5.6856489      3668.0791      8.4555961
            0.8      2947.2734      6.7878438      2447.3958      5.6400263      3620.7149      8.4045118
            0.9      2895.0095      6.7328714      2402.4038      5.5913145      3559.2574      8.3349646
              1      2817.1342      6.6281706      2334.8353      5.5005973      3468.5748      8.2189815
            1.1       2740.319      6.5395616      2269.6985      5.4234701      3376.5667      8.1162206
            1.2      2671.0723      6.4779591      2210.4206      5.3638753      3294.5132      8.0464187
            1.3      2592.7245      6.3677622       2145.365      5.2773913      3198.0353        7.92694
            1.4      2518.9108      6.3648586      2081.6531      5.2628125      3111.6082      7.9278644
            1.5       2408.446      6.1480281      1988.6898      5.0806624       2978.011      7.6564066
            1.6      2326.3537      6.0576211      1919.1277      4.9993031      2879.5259      7.5515938
            1.7      2227.9763      6.1976155       1837.038      5.0849522      2759.2643      7.7763933
            1.8      2125.3373       5.796953      1751.5249      4.7790523      2633.5832      7.2331563
            1.9      2023.1433      5.6459081      1666.3597      4.6533755      2508.4655      7.0530123
              2      1942.7479      5.5824908      1599.2229      4.5929158      2410.2736      6.9819671
            2.1       1842.849      5.4322542       1516.248      4.4667249      2287.5041       6.793231
            2.2      1740.7794      5.2613168      1431.6136      4.3263204      2161.8173      6.5842834
            2.3      1646.1323       5.195764      1353.2726      4.2635237      2045.0449      6.5124798
            2.4      1551.5566      5.1296944      1275.6119      4.2089736      1927.1667      6.4889341
            2.5      1457.6203      5.0949516      1197.9503       4.161349      1811.2318      6.4364133
            2.6      1375.7146      4.7251948      1129.7521      3.8779578      1710.9632      5.9247949
            2.7      1283.1439       4.537297      1053.9795      3.7319072      1595.1727       5.707465
            2.8      1193.9959      4.4278208      980.39633      3.6306919      1484.9227      5.5608916
            2.9      1117.7851      4.3049523      917.20253      3.5234844      1391.2005      5.4072936
              3      1027.8792      4.2468314      843.46835      3.4621863      1279.1366      5.3587056
            3.1      956.26926      4.0226431      784.44797      3.2891953      1190.3817      5.0606001
            3.2      892.26725      3.7963823      732.42519       3.113707      1109.7429      4.7598801
            3.3       817.2905       3.688807      670.79339      3.0214263       1016.594      4.6279957
            3.4      749.77105      3.4972373      614.75558      2.8643166      933.64807      4.3877584
            3.5      686.25875      3.3586443      562.92373      2.7517582      854.10397      4.2092604
            3.6      629.42606      3.1803801      516.33417      2.6087228      783.26665      3.9852802
            3.7      572.60243      3.1993981       470.0781      2.6106545      711.84786      4.0280067
            3.8      525.41298      2.9093613      431.11248      2.3864391      653.59614      3.6395295
            3.9      475.14992      2.8267274      389.89871      2.3227283      590.94951      3.5637735
              4      432.86148      2.7550711      355.09281      2.2517963      538.50383      3.4578124
            4.1      394.30214      2.5749049      323.66338        2.11116      490.40599      3.2427468
            4.2      354.36742      2.4417531        291.212      2.0037291       440.6323      3.0623613
            4.3      319.70036      2.2766554      262.46818      1.8715714      398.56195      2.8614443
            4.4      287.42261      2.2567551       235.6819      1.8434543      358.79636      2.8578011
            4.5      257.27991      2.0230168      210.84733      1.6624542      321.41791      2.5477145
            4.6      231.41369      1.9193612      189.66929      1.5772334      289.07532      2.4168157
            4.7      207.51907      1.8118802      169.45753       1.483128      260.24563      2.2894165
            4.8      184.71036      1.7290698      151.09332      1.4175783      231.24929      2.1883772
            4.9      164.69862      1.8421236       134.3296      1.4916036      206.82848      2.3473005
              5      144.75765      1.5145907      118.07407      1.2385814       181.7879      1.9163942
            5.1      127.46029      1.4326194      103.91958      1.1702847      160.15582      1.8140004
            5.2      113.49329      1.3654952      92.332838      1.1132886      142.94215      1.7337584
            5.3       99.18968      1.2592118      80.625752      1.0257399      125.06907      1.6002376
            5.4       90.15393      1.2301412      73.094293     0.99692289      113.95954      1.5701336
            5.5      78.366627      1.1402528      63.687571     0.92756778      98.830251       1.454197
            5.6      68.642094      1.0585202      55.662345     0.86134817      86.786657      1.3512594
            5.7       58.82799     0.97162983      47.659375     0.78818519      74.443892       1.240409
            5.8      50.806375     0.91135641      41.204933     0.74162798       64.23377      1.1604398
            5.9      44.242429     0.85737619      35.809246     0.69481004      56.054955      1.0957632
              6      39.735138     0.80002343      32.206203     0.65080752      50.259793      1.0209567
            6.1      33.514178     0.74354763      27.105515     0.60166863      42.498892      0.9535306
            6.2      29.576657     0.70169689      23.951006      0.5706796      37.452301     0.90320307
            6.3       24.94293     0.64533003       20.13504     0.52019767      31.697311     0.83259386
            6.4      21.015816     0.58367803      16.929638     0.47110956      26.761579     0.74920838
            6.5      18.593334     0.61473367      14.985155     0.49800389      23.661639     0.78371476
            6.6      16.007582     0.53057204       12.89245     0.42629341      20.393545     0.68423991
            6.7      13.445128     0.47316279      10.839946     0.38186666      17.110536     0.60879258
            6.8       11.41731     0.43095885      9.2019324     0.34754825      14.538084     0.55468585
            6.9      9.8986343     0.41818374       7.936555     0.33406484       12.67031     0.54258876
              7      8.1037471     0.37730908       6.524916     0.30290459      10.324715     0.48676264
            7.1      6.9293085     0.35528155      5.6002325     0.28516203      8.7944914     0.45904463
            7.2      5.6927635     0.31747888      4.5512293     0.25306946      7.3144634     0.41295763
            7.3      4.9833902     0.31824928       4.002609     0.25323219       6.365453     0.41449158
            7.4      3.9981865      0.2931869      3.1824158     0.23175556      5.1597467     0.38389652
            7.5      3.1958487     0.24167667      2.5589956     0.19213311      4.0982813     0.31519204
            7.6      2.6418199      0.2133013      2.1032473     0.16951374      3.4087543     0.27833338
            7.7      2.2900528     0.19863642      1.8257807     0.15827768      2.9516935     0.25910633
            7.8      2.3507971     0.21739934      1.8872229     0.17222624      3.0056987     0.28451604
            7.9      1.4466795     0.15327119      1.1503769     0.12209872      1.8683926     0.19964552
              8      1.4466795     0.15327119      1.1503769     0.12209872      1.8683926     0.19964552
