#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            100      803.36432      1.2926244       689.2026      1.1558088      967.50176      1.5081106
            110      732.57186      1.2282372      630.34907      1.1052144       874.6267      1.4025543
            120      593.44071      1.0878776      511.04752     0.98114656      705.79964      1.2368552
            130      470.13436     0.94146596      404.98867     0.84968654      558.06669        1.06995
            140       378.3873     0.84885947      325.70161     0.76381559      448.94608     0.96247763
            150      308.76879     0.75109643      265.51795     0.67740779      366.53758     0.84883902
            160      255.16049     0.68884495      219.23168     0.61948288      302.98648     0.78150546
            170      214.08864     0.61060542      183.73626     0.54871396      254.38628     0.69490331
            180      181.95546     0.59405336      156.09419     0.53280817      216.24013     0.67731233
            190      155.90389     0.53172755      133.49358     0.47669952      185.68682     0.60524952
            200      135.86943     0.51584771      116.22045     0.45716061      161.93765      0.5946361
            210      118.04432     0.46285751      100.82981     0.40861172      140.95015     0.53797414
            220      103.78563     0.42391533      88.605439     0.37782937      123.95453     0.48869581
            230      92.215775     0.43125389      78.661028     0.38025696      110.23137     0.50098715
            240      82.019758     0.40634976      69.874447     0.35474369      98.180777     0.47980924
            250      72.489373     0.35802107      61.756823     0.31073148      86.770092     0.42680246
            260      65.237055      0.3688309      55.539652     0.32382389      78.145415     0.43405103
            270      58.969159     0.34490916      50.170743      0.3040459       70.66057     0.40522476
            280      52.850388     0.30952417      44.893412     0.27024807      63.465741     0.36353048
            290      48.396314     0.32899751      41.112206      0.2815227       58.07177     0.39817865
            300      44.254931     0.32055518      37.591212     0.27898611      53.135413     0.37724559
            310      39.737013     0.27656561      33.780002     0.23654286      47.654361     0.33597839
            320      36.383786     0.26510969      30.870038     0.22868575      43.743274     0.32949676
            330      34.052094     0.28684002      28.940878     0.24773246      40.839328     0.34126203
            340      30.912972     0.24368211      26.230581     0.20857766      37.155815     0.29361714
            350      28.668651     0.26108964      24.322226     0.22270067      34.461258     0.31632473
            360      26.353977     0.24948467      22.370262     0.21278431      31.646451     0.30038323
            370      23.989382      0.2241403      20.382567     0.19113889      28.770978     0.27180302
            380      22.642895     0.23385666      19.214166     0.19499899      27.214303     0.29449695
            390       20.70641     0.18845043      17.586066     0.16367784      24.839579      0.2253306
            400      19.570629     0.19619573         16.626     0.17016525      23.425315     0.23580661
            410      18.104185     0.19257881      15.306618      0.1667624      21.774862      0.2319487
            420      16.475575     0.16433823        13.8895     0.13880939       19.87407     0.20070536
            430      15.818453      0.2108143      13.378744     0.18116894      18.984872     0.25090312
            440      14.605043     0.20734931      12.329961     0.17517849      17.578041     0.25263503
            450       13.49745     0.16599779      11.403996      0.1403638      16.218564      0.2068856
            460      12.737458     0.16975313      10.726234     0.14163232      15.366157     0.20959551
            470      11.737725     0.17357235      9.8978987     0.14525282       14.14547     0.21582878
            480      11.204444     0.17980458      9.4373435     0.15250056      13.526948     0.22083454
            490      10.377231     0.14492053      8.7411829     0.12244164       12.51683     0.17967727
            500      9.6722986     0.13698556      8.1134395     0.11458129      11.727427     0.16996175
            510      9.2110331     0.14851976      7.7343028       0.124658      11.152929     0.18258177
            520      8.3709045     0.12246147      7.0224059     0.10313773      10.143427      0.1516829
            530      8.1652277     0.11737392      6.8435275     0.10028007      9.9198873     0.14314887
            540      7.6212666     0.13570817       6.385142     0.11500354      9.2437519     0.16557965
            550       7.139835     0.12123812        5.98998     0.10269226      8.6462665     0.14891742
            560      6.8061411     0.12243922      5.7050968     0.10264105      8.2595006     0.15132919
            570      6.3496979     0.13029577      5.3528642     0.11843537      7.6407749     0.15072062
            580        6.36805     0.12820616      5.3305539     0.11010632      7.7423004     0.15293545
            590      5.8382959      0.1289691      4.8669358     0.10554125      7.1218527      0.1629125
            600      5.5268863      0.1418839      4.6090566     0.11438462      6.7401045     0.18318294
            610      4.9003418    0.091741638      4.1049253    0.074054663      5.9432364     0.11995442
            620      4.6797607    0.095271369      3.9489499     0.08450046      5.6285334     0.11827206
            630      4.5209474     0.08604764      3.7744639    0.073635049      5.5244814     0.10515321
            640       4.330206      0.1118092      3.6203961    0.090675353      5.2674468     0.14398266
            650      4.0318144    0.080416242      3.3558236    0.066960277      4.9301397      0.1010731
            660      3.8521986    0.073203447      3.1960528    0.061657035      4.7273871    0.089588626
            670      3.8380833     0.10003579      3.1926461    0.080896688      4.6958924     0.12912655
            680      3.4877659    0.082981762      2.8868505     0.06529911       4.299683     0.11133411
            690      3.4119377    0.094798004       2.827328    0.077932697      4.1875735     0.11848085
            700      3.2754832     0.08736703      2.7249028    0.072283578      4.0024294     0.10911631
            710      3.0258085     0.07881777      2.5210118    0.067208959      3.6921523     0.09451374
            720      2.8714235    0.082028966      2.3835801    0.069520355       3.517372    0.098664717
            730      2.8468357    0.076408348      2.3850943    0.065537568      3.4455994     0.09247798
            740      2.6963748    0.077091257      2.2359464    0.063855497      3.3087869    0.096661878
            750      2.5283342    0.064326187      2.1025524    0.054353034      3.0947349    0.078296399
            760      2.3096699    0.074711383      1.9264413    0.057970981      2.8132219     0.10322801
            770      2.2633536     0.05825479      1.8881767    0.049896326      2.7551565     0.07015422
            780      2.2758749    0.090875991      1.8805655    0.070766599      2.8063274     0.12157479
            790      2.0508724    0.050889571      1.7092027    0.042365243      2.5013163    0.064091524
            800      1.9588039    0.056118466      1.6298256    0.046933139      2.3921407    0.069604057
            810      1.9818687    0.069302708      1.6471419    0.059582316      2.4236742    0.082966627
            820      1.7107041      0.0413273      1.4146632     0.03482066      2.1077627    0.050811132
            830      1.6288002    0.065008209      1.3552861    0.053824989      1.9908042    0.080262412
            840      1.7351932    0.064780082      1.4465492     0.05637472      2.1203502     0.07720408
            850      1.7026889    0.079684811      1.4087094     0.06625319       2.093993    0.098339555
            860      1.4801879    0.060190269       1.217846     0.05002088      1.8325076    0.074320721
            870      1.4470195    0.073572356      1.2009863    0.058106326      1.7731637    0.097340858
            880      1.3145956    0.042802948      1.0871997    0.036781856      1.6175642     0.05132205
            890      1.2594149    0.034442602      1.0484731    0.029675558      1.5393117    0.043019875
            900      1.2970635    0.045370663        1.07046    0.038709539      1.6004338    0.054404032
            910      1.2592049    0.045940161      1.0438888    0.038777208      1.5441927    0.055943508
            920      1.2510062    0.066896437      1.0376285    0.056276975      1.5332236    0.082910504
            930      1.1955492    0.064877623     0.99248629    0.053174729      1.4621018    0.082209467
            940      1.1696163    0.060963038     0.96833978    0.051796771      1.4369058    0.072830515
            950      1.1175213    0.047321701     0.92771179    0.039827271      1.3670578    0.058094145
            960     0.98429213    0.039145247     0.81709037    0.034554083      1.2049432    0.046479217
            970     0.94638968     0.03801543     0.78072249    0.030527842      1.1672239    0.049994233
            980     0.85796975    0.034898468     0.70338984    0.028903172      1.0654279    0.043097727
            990     0.87871442    0.045410748     0.72019913    0.034886122      1.0921138    0.062049409
           1000     0.87871442    0.045410748     0.72019913    0.034886122      1.0921138    0.062049409
