#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1535.0798      2.7354436      1344.0574      2.4788007      1927.7648      3.4537356
              5       1828.733      3.0684517      1591.0407      2.7329402      2142.3242      3.5347001
             10      1384.5798      2.4901154       1194.076       2.221516      1615.7823      2.8083126
             15      1086.1012      2.0505152      932.63557      1.8302464       1269.656      2.3104264
             20      888.09154      1.8622726      760.10591      1.6637894      1041.2721      2.0839941
             25      738.00529      1.6459798      630.11835      1.4634217      867.69522      1.8606627
             30      623.59673      1.5092656      531.95313      1.3486599      736.35568      1.7514969
             35      527.69018      1.3237665      447.95243      1.1522805      626.44773      1.5426674
             40      450.97475      1.2476959      381.24368      1.0804062      537.70188      1.4606054
             45      380.24258      1.1695777       320.5663      1.0224516      454.66907      1.3657017
             50      320.19792      1.0100605      268.60514     0.86937756      385.12315       1.192689
             55       267.7397     0.90103126      223.73371     0.77434119      323.45692      1.0673273
             60      228.35954     0.82000206      190.13661     0.70622517      277.06834     0.97450253
             65      192.79819     0.71370473      160.12954     0.61505106      234.58179     0.84633062
             70      166.76712      0.7059119      138.09718     0.59627441      203.62815      0.8735682
             75      143.56209     0.64840508       118.5267     0.55460579      175.92839     0.77556416
             80      124.27651     0.57948796      102.23268     0.49403152      152.95936     0.69758912
             85      108.39943     0.55775273      88.937048     0.47048076      133.78665      0.6781259
             90      94.546073     0.51754445        77.3012     0.43358576      117.16957     0.63350177
             95      83.595224     0.46310808      68.263797     0.39078433      103.72592     0.56427519
            100      73.245486     0.44256464      59.663004     0.37279928      91.137327     0.53800475
            105      64.907786     0.40681445      52.777149     0.34204362      80.916573     0.49633987
            110      57.621231     0.42414367       46.83043     0.36368954      71.882145     0.50506601
            115      51.088089      0.3744088      41.317175     0.30793347      64.099003     0.47096032
            120      45.895877     0.33658843      37.112162     0.28264572      57.590989     0.41325026
            125       41.42816     0.38575799      33.482125     0.33794614        52.0147     0.45332282
            130      36.062187     0.29318411      29.090124     0.24546739      45.363105     0.36046757
            135      32.707382     0.28415277      26.302352     0.23667478      41.303492     0.35194417
            140      29.858514     0.28920719      23.970957     0.23892996      37.818712     0.36352662
            145      27.184149     0.31730295       21.80726     0.26329453      34.425861     0.39812346
            150      24.125249     0.27606339       19.37648     0.23320489      30.496588      0.3369749
            155      21.978735     0.23694569      17.610654       0.197846      27.868948     0.29163986
            160      19.982948     0.28283975      16.003127     0.24220977      25.352406     0.33845254
            165      18.584872     0.27371359      14.901878     0.23049963      23.544397     0.33435822
            170      16.721264     0.22194369      13.341959     0.18404779      21.314996     0.27616604
            175      14.822085     0.20932932      11.835746     0.17500188      18.874112     0.25756756
            180      13.257178     0.17253604      10.547206     0.14492141      16.956888     0.21282531
            185      12.769558     0.18127102      10.140839      0.1513197      16.364702     0.22477084
            190      11.779382     0.25662518      9.3700212     0.21248247      15.057255     0.31731927
            195      10.426629     0.14562042      8.2560553     0.11922893      13.403742     0.18671485
            200      9.7493712     0.20553818      7.7172979     0.16643557      12.543725     0.26539338
            205       8.726844     0.12491979      6.8916324     0.10034632      11.251296     0.16284375
            210      8.5299533     0.21033808      6.7515357     0.16725782      10.971018     0.27380523
            215      7.8499127      0.2166059       6.254269     0.18302988      10.015005     0.26294142
            220      6.7460139      0.1056595      5.3200948    0.086353375      8.7118069     0.13501985
            225       6.539727     0.14431768      5.1434384     0.11605066       8.478084     0.18930168
            230      6.0706423      0.1043416      4.7983278    0.087175667      7.8134071     0.13858521
            235      5.5645094     0.10030895      4.3792405    0.082620803       7.207208     0.12716932
            240      5.1816583     0.10988334      4.0673519    0.088994861      6.7348794     0.14522551
            245      4.7101284     0.10710522      3.6935027    0.088601612      6.1277567     0.13409775
            250      4.3153994     0.11067457      3.3905442     0.09451707      5.6024883     0.13470683
            255      4.1941124      0.1217001      3.2824878     0.10181005      5.4736277     0.15126532
            260      3.7622025    0.098523548      2.9526577    0.081606801      4.8839357     0.12411918
            265      3.4023352    0.073540974      2.6629128    0.059036917      4.4295174    0.096905128
            270      3.4399206    0.087753445      2.6822983    0.072982055        4.50808     0.10939173
            275      3.1255706     0.13566611      2.4669379     0.10513379      4.0269694     0.18113779
            280       2.915319    0.082864474       2.272564    0.066533089       3.818447     0.10767747
            285       2.737897    0.078293879      2.1379296    0.064817607       3.578609    0.099490363
