# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      341.99449      2.6063007      281.75214      2.2560087      497.21604      3.8034219
              1      1293.5625      5.2036594      1068.3809      4.5126111      1803.3783      7.2614408
              2      1853.4507      6.9144077      1595.6498      6.1843196      2340.2468      8.8069215
              3      2055.2147      7.3738202      1824.7753      6.6011598      2500.1731      9.1043097
              4      2078.5352      7.4445227      1828.8211      6.6725603      2483.1755      8.8209105
              5       2037.752      7.6060123      1782.5362      6.7719978      2413.5263      8.9495271
              6      1935.3266      7.2657085      1685.8562      6.4426889      2280.7165      8.4957195
              7      1859.8013      6.7698544      1614.9492      6.0339492      2185.4299      7.7889741
              8      1764.0169      6.6754161      1528.4933       5.952977      2068.3338      7.6335476
              9      1660.9974      6.1658213       1436.184      5.4748452       1946.077       7.058233
             10      1582.3574      5.9072132      1366.1582      5.2518331      1852.2093       6.720471
             11      1507.7057      5.7802351      1299.9752      5.1330811      1764.4625      6.5881681
             12      1422.7933      5.5834518      1224.9788      4.9783825      1665.7451      6.3247484
             13      1362.8682      5.6300533      1172.5086      5.0141094      1594.8626      6.3492285
             14      1293.1323      5.6052138      1112.3229      5.0213669      1511.6899      6.2696585
             15      1239.5922      5.1030766      1065.2936      4.5564691       1449.777       5.746061
             16      1179.3733      4.9119872      1012.1719      4.3730985      1381.1556      5.5429026
             17      1131.2859      4.6525578      969.84632      4.1489924      1325.8616      5.2225939
             18      1083.6885       4.588249      928.55663      4.0946485      1270.4466      5.1573683
             19      1039.0484      4.6168473      890.47838      4.1327868      1217.0281       5.159189
             20      996.02906      4.3230166      852.27253      3.8409069      1168.8624      4.8734676
             21       949.5361      4.0545259      811.28842       3.597041      1116.5449      4.5788757
             22      923.23159      4.2325707      789.61286      3.7590177      1083.5612      4.7911081
             23      888.22219      4.1093627      759.20816      3.6710845      1043.1016        4.61737
             24      850.52271      3.8932278       726.2002      3.4552361      1000.5176      4.4091607
             25       820.3688      3.8746349      701.26321      3.4491052      963.15909      4.4669175
             26      794.32461      3.8656527      678.20267      3.4525749      934.13856      4.3154624
             27      762.84245      3.8022537      650.93137       3.392397      897.82165      4.2614408
             28      738.81346      3.8305717      630.19635      3.4289858      870.18664      4.4103195
             29      716.58766      3.6992265      610.91282      3.2962832       845.3169      4.2815892
             30      691.26834      3.5971835      589.16054      3.1638835      815.94402      4.2405004
             31      673.00258      3.4703693      573.96213      3.1034074       795.0084      4.0177843
             32      647.93553      3.4259699      552.34837      3.0427701      765.97675      4.0161094
             33      626.50912      3.6380957      533.56519      3.1891699       741.8427       4.241412
             34      607.82839      3.3735263       517.1127      2.9322878      720.32501      3.9555699
             35        589.679       3.253552      501.50795      2.8504147      698.82499      3.7505198
             36      563.17089      2.9919278      478.10916      2.5739282      668.95137      3.5573044
             37       545.6406      3.1387162       462.8498      2.7168654      648.40434      3.6792379
             38      528.16345      3.0071407      447.97753      2.6151917      627.66929      3.5293671
             39      515.17813      3.0231429      436.64205      2.6259945      612.57431      3.5364101
             40      496.00374      3.0847308      419.78734      2.6458791      590.87184      3.6774789
             41      482.19026      2.9825188      407.58385      2.5974692        575.339      3.4688038
             42      461.39051      2.7484489      390.15633      2.3994876      550.12196      3.1792439
             43      444.06873       2.712309      374.66671      2.3364728       530.9237      3.2026306
             44      430.10257      2.7291611      363.09868      2.3786077      513.79539      3.1792821
             45      418.15484      2.6635935      352.64263      2.3088464      500.16262      3.1485194
             46      403.40151      2.8103993       339.8951      2.4505722      482.99651      3.2563656
             47      386.94755      2.5511427      326.02812      2.2338727      463.26056      2.9351323
             48      370.03316      2.3469192      311.31141      2.0539736      443.82108      2.7205985
             49      357.30661      2.3000247      300.34875      2.0076963      428.99985      2.6712169
             50      357.30661      2.3000247      300.34875      2.0076963      428.99985      2.6712169
