# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      403.65144      3.6795436      332.61513      3.1104626      495.72345      4.5368203
            0.6      463.26945      3.4921634      383.40439      3.0159367      566.57474      4.1869139
            1.2      671.79805      3.8052925      562.73917       3.315257      810.90239      4.4758578
            1.8      1097.8149      6.0308158      936.89276      5.4205443      1298.9498      6.8053525
            2.2      1831.2151      7.9659815      1583.4869      7.2471935      2132.0361       8.787263
            2.6       3181.789      12.569432      2784.7772      11.525049      3664.4377      13.755284
            2.9      5304.4944      17.236029      4717.1531      15.948767      6049.1307      19.045023
          3.142      5304.4944      17.236029      4717.1531      15.948767      6049.1307      19.045023
