#   y_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9     0.07565256     0.11923229    0.054111208     0.15436174    0.078039369     0.13134716
           -4.8  -0.0097124999   0.0097120143    -0.03820571    0.038203799   0.0022990156   0.0022989007
           -4.7      1.5462273     0.49121907      1.2172982     0.40334831      1.9574006     0.58281092
           -4.6      3.5820511     0.69273998      2.8727453     0.55922605      4.4651132     0.86636894
           -4.5      10.303681       1.500438      8.3328847      1.2152778      12.700655      1.9062754
           -4.4      19.759836      1.9919641      16.235538      1.7034794      23.943137      2.3413583
           -4.3      40.408903      2.5807882      33.151827      2.2783237      49.054168      2.9243049
           -4.2      68.445739       3.363804      55.787095      2.8258751      84.352704      4.0241263
           -4.1      134.40156      4.7500033      110.14438      4.0073019      164.93199      5.6450589
             -4      197.15913       8.424971      163.39402      7.3951496      238.62359      9.4248446
           -3.9      281.55889       6.047067      231.97916      5.1603766      344.38716      7.1555671
           -3.8      380.38009      7.1486316       314.2504      6.0844645       463.9121      8.5010738
           -3.7      500.51606      8.1971315      412.93152      7.0383877       612.9467      9.6796045
           -3.6      656.03151      9.7558987      543.53782      8.2978284       799.0826      11.617581
           -3.5      818.69028      10.485188      678.70596      8.9742806      997.37867      12.382319
           -3.4      977.60701      11.407317      810.85486      9.8352676      1191.7647       13.45705
           -3.3      1182.5283      12.251934       982.6541      10.449241      1437.9084      14.634947
           -3.2      1340.3514       13.58524      1113.5949      11.517464       1631.294      16.379365
           -3.1      1560.0906      14.323283      1297.1224      12.254844      1898.2256      17.104325
             -3       1762.062      15.560386      1466.6066      13.422455      2140.7836      18.288401
           -2.9      1962.1993      16.829297      1634.6331      14.475724      2382.2116      19.825088
           -2.8      2121.2875      18.354369      1765.5595      15.663534      2578.9901      21.846489
           -2.7      2369.8323       20.44785      1976.3851      17.305433      2873.3203      24.708619
           -2.6      2508.1151      18.313741      2089.7915      15.743461      3046.1095      21.858236
           -2.5      2696.6655      19.707375      2250.6097      16.853927      3267.0595      23.542778
           -2.4      2838.5992      20.796457      2366.1493      17.804825       3445.547      24.740002
           -2.3      2965.9061        21.6414      2470.7945       18.43129      3602.0631      25.836342
           -2.2      3133.8523      21.474066      2611.5765      18.320846      3805.1501      25.697041
           -2.1      3242.2363      22.915728      2703.2595      19.634761      3933.7764      27.225058
             -2      3425.8126      25.006014      2860.3162      21.469603      4148.7049       29.61141
           -1.9      3458.8049      22.100481      2883.8481      18.822101      4197.7606      26.727224
           -1.8      3575.7846      22.868761      2984.6567        19.8719      4331.3974       26.76778
           -1.7      3626.1777       21.42087      3021.0536      18.617105      4403.1076       25.21409
           -1.6      3726.4586      24.705969      3110.4526      21.363197       4512.651      29.176695
           -1.5      3751.6408      22.529948      3129.7764      19.408492      4545.4961       26.75665
           -1.4      3851.9669      24.483861      3214.7239      21.276962      4665.3265       28.77831
           -1.3      3926.9767       27.47023      3274.9458      23.453331      4759.3439      32.935526
           -1.2      4021.6048      25.534841      3357.5817      21.957127      4866.1898      30.369422
           -1.1      3986.4428      26.472222      3325.6183       22.92393      4828.9441      31.260066
             -1      4049.4393      27.338992      3376.2394      23.364003      4909.1943      32.541802
           -0.9      4072.5738      26.232918      3392.2688      22.111794      4942.5966      31.932174
           -0.8      4042.9962      24.325864      3366.4222      20.968081      4908.9173      28.707283
           -0.7      4075.2899      25.701151      3395.0837      22.172832      4943.8334       30.42586
           -0.6      4053.1356      23.590292      3375.0561       20.42741      4920.2696      28.603044
           -0.5      4137.9406      24.261879      3447.9646      20.817191       5018.707      28.937973
           -0.4       4146.808       28.47412      3457.4865      24.366937      5023.4622      34.112486
           -0.3      4098.5666      23.471805      3410.8342      20.236848      4978.0118      27.702354
           -0.2      4138.3393      26.216616      3447.2652      22.742551      5021.4205      30.716204
           -0.1      4200.9568      28.689443      3499.0639      24.900158      5096.7199      33.644633
              0      4154.0173      26.249299      3460.6301      22.839084      5038.9135       30.80074
            0.1       4100.386      25.281282      3415.9189      21.881898      4973.7139      29.860694
            0.2      4133.3543      29.217094      3446.6217      25.794349      5009.0705      33.599727
            0.3      4131.0803      26.922797      3439.7526      23.020514      5014.6208      32.255398
            0.4      4147.7291      29.469043      3456.5417      25.923701      5029.9373      34.208339
            0.5      4080.2273       25.96567      3401.4388       22.47964      4943.3525       31.07901
            0.6      4104.3098      26.568452      3422.8201      22.596818      4972.3451      32.178905
            0.7      4055.1917      25.830106      3380.1771       22.30952      4917.9114      30.562268
            0.8      3998.8102      24.130764      3333.7541      20.826035      4846.9255      29.078103
            0.9      4008.9553      27.574894       3343.976      23.807494      4855.6398      32.785047
              1      3974.6623      28.763895      3309.8775      24.914677       4826.093      34.137778
            1.1      3927.6949      24.037659      3271.8533      20.635827        4766.82      28.544153
            1.2      3930.9944      25.351085      3279.4336       21.94259      4762.9365      30.073194
            1.3      3814.1386      23.736289      3181.0478      20.373948      4622.5869      28.257897
            1.4      3735.1117      23.178031      3112.7869      19.622427      4532.2178      28.260245
            1.5      3728.3269      25.853782      3109.9403      22.046005      4519.4088      31.076307
            1.6      3644.9175      26.223894      3040.6687      22.561037      4417.6839       31.01835
            1.7      3551.2252      22.680132      2961.9529      19.466358      4304.8126      26.994544
            1.8      3493.8191      24.308577      2912.1564      20.773582      4239.9385      28.965685
            1.9      3357.2348      21.444882      2797.3439      18.441327      4076.7587       25.38763
              2      3275.0738        21.5326      2733.4538      18.457779      3968.7267      25.728356
            2.1      3143.0015      21.751972       2620.462      18.698472      3812.9507      26.066159
            2.2      2977.3408       19.29333      2481.7734      16.569163       3613.727      22.900951
            2.3      2835.5152      21.517589       2364.379      18.448164      3439.3801      25.605051
            2.4      2693.2194      19.856582      2245.5932      17.215082      3267.8399      23.453652
            2.5      2519.7828      18.365688      2100.6488      15.797509      3057.7853      21.747487
