#  pt_Z-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      488.58504      1.7131689      418.07467      1.4506942      613.88998      2.2650478
              5      1169.4008      2.5031585      1005.6059      2.1812539       1434.587       3.063782
             10      1386.9532      2.5516307      1195.6646      2.2669832      1669.6698      2.9805979
             15      1341.5478      2.4971474      1157.6919      2.2303892      1597.0801      2.8627728
             20      1192.7656      2.3145363      1029.5663      2.0773364      1410.0891      2.6208421
             25      1022.1036      2.0373103      881.59099      1.8409233      1204.9428      2.2783815
             30      857.25957      1.7995715      738.48054      1.6247776      1009.3485      2.0154987
             35      713.38608      1.6273358      612.89019      1.4675972      841.59957      1.8291117
             40      587.77044      1.4110867        503.862      1.2688152      694.35497      1.5874407
             45      488.29793      1.2367819       417.3866      1.1088607      578.46441      1.3998168
             50      406.78461      1.1367676      346.98321      1.0146818      482.86075      1.2959707
             55      335.46165     0.98501972      285.41461     0.88179816      399.15194      1.1229226
             60      281.14318     0.86136987       238.5709     0.76615952      335.42141     0.98467986
             65       235.6417     0.78613154      199.76871     0.70977547      281.33066     0.89936228
             70      197.17858     0.69301837       166.7619     0.61483287      236.04389     0.79830031
             75       167.3002     0.65414447      141.32216     0.58138347      200.54008     0.75742127
             80      144.36745     0.65372846      121.82707     0.57859139      173.24177     0.75122908
             85      120.45202     0.53752123      101.50197     0.47945223      144.76858     0.61492713
             90      103.98438     0.49953108      87.493737     0.43852397      125.16776     0.58252416
             95      89.477835     0.42553438      75.146815     0.37146421      107.97843     0.50009672
            100       77.43431     0.42616916      65.085704     0.37681172      93.309647     0.49269394
            105      65.911102     0.39452897      55.230552     0.35564343      79.734759     0.44724821
            110      57.783895      0.3656404      48.414696     0.31654623      69.931601     0.43413365
            115      50.346245     0.32079371      42.290598     0.29944279      60.751507      0.3547498
            120      43.696847     0.33414416      36.574545     0.28685953      52.927833     0.40138523
            125      38.569666     0.26066337      32.220542     0.22931003      46.823946     0.30723483
            130      33.596912     0.27011199      28.080394     0.24212722      40.742467     0.31206385
            135       29.31551     0.21956181      24.458118      0.1914045      35.632056     0.26230443
            140      25.957801     0.23057033      21.593429     0.19680321      31.640802     0.27990263
            145      23.337692     0.23495331      19.387324     0.20536389      28.484834     0.27538145
            150      20.152314     0.17999814      16.744612     0.15634157      24.578521     0.21780797
            155      18.395261      0.1941352        15.2946     0.17277136      22.417319     0.22781061
            160      16.094564     0.19710209       13.36635     0.17469726       19.63841     0.22818833
            165      14.464706     0.16743563      11.992126     0.14740947      17.676335     0.19595897
            170      12.493626     0.14214993      10.350857     0.12273877      15.279414     0.17961465
            175      11.458796     0.13788475      9.5057817     0.12107693      13.991192     0.16442058
            180      10.335164     0.15158008      8.5333017     0.13259308      12.686989     0.17846002
            185      9.3345547     0.14680193      7.7185329     0.12193933      11.472945     0.18833506
            190      8.1652814     0.10677674      6.7414404    0.092893117      10.016847     0.13254776
            195      7.6759811     0.17420068      6.3636127     0.15864234      9.3624562      0.1940765
            200      6.6575666    0.098294932      5.4802039    0.085482412      8.1956031     0.11781888
            205      6.3473664     0.10292634      5.2522981    0.089299132       7.764421     0.12489275
            210      5.5641811    0.091308879      4.5869649    0.079592448       6.831103     0.10975058
            215      5.1567918    0.089289543      4.2858907    0.086516428      6.2550213     0.13946867
            220      4.4775148    0.081401019       3.678807    0.071208578      5.5193377    0.098699913
            225      4.1939058    0.081263503      3.4452007    0.070031229      5.1713201    0.098034542
            230      3.7956909    0.090056853      3.1081983    0.072166909      4.6878985     0.12005047
            235       3.598087    0.085033787      2.9701557    0.076148063      4.4160114    0.098815049
            240      3.1291251    0.065360659      2.5636638    0.055423217      3.8657397     0.08112573
            245      2.7868994    0.062555462      2.2907837      0.0532489       3.434072    0.077795071
            250      2.6446341    0.058233576      2.1546528    0.049368981      3.2907942    0.071789343
            255       2.474182    0.064377225      2.0239053    0.055889254      3.0705013    0.076986364
            260      2.2279748    0.054843895      1.8183173    0.046784278      2.7651878    0.067490649
            265      2.0519842    0.055582216      1.6866954    0.048828147         2.5235    0.067677467
            270      1.9161948    0.056100402      1.5791913    0.049227191      2.3470101    0.066975141
            275      1.7338393    0.052476041      1.4106042    0.042788973      2.1633911    0.068652589
            280      1.5624815    0.051808603      1.2722883    0.044823864      1.9425489    0.062466192
            285      1.4982833     0.04900681      1.2260818    0.042439986      1.8560256    0.059510356
            290      1.3963408     0.06530111      1.1426174    0.059106768      1.7270807    0.072838933
            295      1.2452018     0.03949875      1.0138858    0.033453259      1.5485661    0.048883784
            300       1.118061     0.04140774     0.91108774    0.035745939      1.3885925    0.050643033
            305      1.0574553    0.038721479     0.86068432    0.031425804       1.312727    0.050719603
            310     0.95499697    0.033905095     0.77980391    0.029438269        1.18286    0.041952909
            315     0.87484504    0.034013549     0.70653733    0.028084778      1.0983719    0.043733252
            320     0.87140511    0.034914891     0.70422203    0.029242117      1.0949409     0.04388965
            325      0.8110484    0.031988988     0.66468952    0.027493492     0.99975021    0.039687201
            330     0.73314425    0.036725265     0.60142801    0.033328604     0.90235489    0.041881005
            335      0.6658496    0.028229988     0.53770364    0.023284631     0.83245603    0.035810015
            340     0.61951541     0.02450518     0.50136992    0.019882476     0.77304085    0.032064218
            345     0.54330214    0.027788747     0.43270177    0.022780605     0.69358923    0.035610566
            350     0.50374071    0.032004914     0.40313805    0.025002236      0.6400476    0.043604426
            355      0.4281588    0.020221821     0.34496313    0.016394653     0.53520732    0.027703024
            360     0.42991309    0.020915674      0.3417215    0.016955165     0.54884923    0.027078005
            365     0.39797957    0.020130377     0.32935242     0.01887911     0.47430699    0.037758867
            370     0.34362988     0.01835329     0.27487325    0.014578531     0.43356604    0.024824494
            375      0.3594226    0.031804858     0.29077036    0.027339614     0.44697447    0.037398861
            380     0.33911098    0.020240468     0.27525769    0.016951713     0.42042994    0.025523831
            385     0.31662443    0.017597879     0.25174976    0.013897278     0.40189474    0.024116454
            390     0.29510348    0.024310057     0.23723232    0.020750744     0.37052555    0.029281153
            395      0.2504248    0.015939929     0.20235799    0.012861517     0.31174571    0.021356437
            400     0.28179539    0.027569093     0.22816495    0.024495496     0.34866263     0.02979585
            405     0.22706569    0.019406176     0.18894148    0.017299102     0.27067397    0.024386715
            410     0.23779177      0.0204558      0.1947969    0.019132003     0.29099077    0.022342525
            415     0.20990584    0.014967095     0.16838663    0.011921261     0.26363149    0.019787441
            420     0.16627386    0.012427506     0.13503427   0.0097016326     0.20379257    0.017349747
