# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      1524.5515      2.7357689      1333.2604      2.4938039      1924.8379       3.455099
              5      1851.5789      3.0483534      1609.6038      2.7136391      2178.8167      3.5309928
             10      1433.7714      2.5183816      1235.1887      2.2456272      1677.7939      2.8471662
             15      1134.5977      2.1132994      973.26937       1.887672      1328.8538      2.3728411
             20      921.50833      1.8266469      787.71643      1.6250092      1082.5176      2.0603622
             25       766.5874      1.6925108      654.30128      1.5113747      901.83208      1.9023121
             30      649.30879      1.5557304      553.44277      1.3827808      767.81938      1.8191188
             35      548.36641      1.3708311       465.4173      1.1906345      651.28486      1.6048133
             40      462.75116      1.2704096      391.05858      1.1012899      552.21038      1.4890097
             45      387.16873      1.1314542       326.0452     0.98725514      463.84813      1.3152339
             50      324.50226      0.9915931      272.22277     0.86235201       390.3843      1.1586408
             55      271.42397     0.87430501      226.82079     0.75275127      328.00422      1.0376165
             60      228.45059     0.84616849       190.3229      0.7302182       277.0143      1.0021362
             65      194.81972     0.77318269        161.778     0.66474306      237.14043     0.91635246
             70      164.90724     0.69835418      136.55214     0.59818346      201.35745     0.84166605
             75      141.23921     0.61410643      116.62762     0.52107099       173.0098     0.74741261
             80       122.0802     0.57448225      100.51381      0.4877921      150.04552     0.69367412
             85      105.04663     0.51910611      86.188887     0.43723412      129.65379      0.6352514
             90      92.157946     0.53796103      75.617048     0.45339593      113.64354     0.65740051
             95      80.431248      0.4862234      65.770757     0.40905818       99.61201     0.59197212
            100       69.20884     0.41856196      56.504798     0.35096689      85.833951     0.51427163
            105      60.892314     0.40011835      49.709218     0.34009308      75.504815     0.48295511
            110      53.994763     0.43659041      43.946128     0.36563544      67.178769     0.53382679
            115      47.017345     0.36450901      38.204066     0.30914374      58.606037     0.43931672
            120      42.037895     0.35230458      34.126025     0.29692334       52.44118     0.42918736
            125      37.414511     0.32915507      30.329818     0.27482607      46.752685     0.40283851
            130      33.186437     0.34402066      26.914755     0.29016747      41.430156     0.42019312
            135      29.478231     0.30653338      23.881972     0.25124839      36.846905     0.38820978
            140      25.466482     0.25890113      20.643081      0.2335227       31.77966      0.3017142
            145      24.340805     0.33233846      19.709737     0.28260247      30.474301     0.39950313
            150      20.812452     0.25221758      16.829498     0.21430738      26.054727     0.30475212
            155      18.916919     0.32286771      15.275992     0.26516244      23.715937     0.40429694
            160       16.95884     0.25184049      13.748334     0.21056433      21.152237     0.31246843
            165        15.0215     0.18998417      12.100095     0.15663472      18.882447     0.24027049
            170      14.029553     0.29435157      11.326382     0.25359182      17.602579       0.348036
            175      12.365279     0.15843357      9.9396431     0.13425122      15.577759     0.19304047
            180      11.144882     0.20062651      8.9750292      0.1685314       14.01079       0.245332
            185      9.9221985     0.15854133      7.9584273     0.13142279      12.526656     0.19762725
            190      8.9998009     0.13815817      7.2119195     0.11607238      11.381195     0.17087409
            195      8.1765846     0.13775224      6.5905755     0.11573397       10.26068     0.17268857
            200      7.8852427     0.19755667      6.3508829      0.1588724      9.8971998     0.25678077
            205      6.9328869     0.13199055      5.5814741     0.11222416      8.7042467     0.16805747
            210      6.1289792     0.10052636       4.951244    0.092189238       7.647455     0.15428916
            215      5.5167952     0.10223141      4.4346031    0.085474151      6.9341906     0.12889961
            220      5.1825486     0.12803454      4.1497771     0.10648434      6.5464719     0.15821584
            225      4.8688625      0.1084001       3.895664    0.091711933      6.1598332     0.13183977
            230      4.3627511      0.1018365      3.4821234    0.085756943      5.5370513      0.1253314
            235      4.0840956     0.12617684      3.2682735     0.10392742      5.1675886     0.16042102
            240      3.6620067     0.08606159      2.9351051    0.071817324       4.624189     0.10773483
            245      3.2877231    0.078761018       2.620423    0.066386516      4.1774993    0.096547636
            250      3.1507326     0.11428384      2.5258277    0.098014391      3.9743502     0.13674627
            255      3.0772628     0.13090771       2.486494     0.11100006      3.8470584     0.15951795
            260      2.5840626      0.0643476      2.0668007    0.053759548      3.2621956     0.08082419
            265       2.357518    0.054248701      1.8855871    0.044394014       2.977189    0.070448872
            270      2.1744096    0.052816532      1.7204749    0.041941326      2.7848943    0.069881959
            275      2.1316293    0.060808648      1.7124268    0.050457611      2.6759803    0.077055248
            280      1.9206112    0.055484814      1.5350071    0.045920645      2.4249767     0.07063212
            285      1.8992204     0.12856643      1.5260489     0.10874461      2.3832386     0.15477681
            290      1.5985928    0.047334879      1.2771116    0.038945943      2.0208026    0.060622002
            295      1.4311031    0.038611993      1.1314371    0.030493597      1.8322119    0.051848716
