#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            135      6.5026608     0.14653457        5.62691     0.13480127      7.6063716     0.16446973
            140      5.4442646     0.17235984      4.6669718     0.15439748       6.414238     0.19632231
            145      4.9846768     0.12338804      4.2793647     0.10988775      5.8561076     0.14063581
            150      4.3828355     0.11366327      3.7479767     0.10229182      5.1753206     0.12771919
            155      3.9722224     0.12447647      3.3844307     0.10753337      4.7138009     0.14765648
            160       3.667429     0.15393403      3.1588367     0.13242607      4.2812599     0.18113434
            165      3.1667972     0.10320672      2.7351585    0.094485795      3.6877529     0.11430866
            170      2.8272821      0.1084961      2.4345701     0.10079931       3.308847     0.11618889
            175       2.584198    0.089905792      2.2078457    0.080739884       3.052289     0.10168621
            180      2.3185443     0.11098425      1.9713076    0.098818668      2.7539801     0.12563825
            185      2.0408656    0.087078599      1.7321296    0.071646515      2.4333716     0.11131142
            190       1.953178    0.085243091      1.6706987     0.07447196      2.3035575     0.10050167
            195      1.6419842    0.064009283      1.4075085    0.056919308      1.9284531    0.074057791
            200      1.5812968    0.067235247      1.3418393    0.059067224      1.8867133     0.07856488
            205      1.3666601    0.053351002      1.1632293    0.046783624      1.6223988    0.062815348
            210      1.2754926    0.065308595       1.099342    0.055998071      1.4873239    0.079683218
            215      1.1563809    0.070425745     0.99688312    0.065278797      1.3489126    0.077050869
            220      1.0635979    0.051101667      0.9143667    0.045138534      1.2406359    0.059433872
            225      1.0683154    0.069930682     0.91327839     0.06439175      1.2599352    0.076615464
            230     0.80693783     0.04021842     0.68881299    0.035693628     0.95024461     0.04663888
            235     0.82338662    0.078905412      0.7029445    0.070664518     0.96588116     0.08825718
            240     0.73496193    0.039516547     0.61902005     0.03542944     0.88148334    0.045178934
            245     0.66195999    0.034833732     0.55420855    0.029737256     0.80017094    0.042731127
            250     0.66197854    0.042202098     0.56465136    0.037599375      0.7812393    0.048367158
            255     0.56742333    0.037179317     0.50284225    0.038096867     0.62701258     0.06166923
            260     0.61708409    0.053691817      0.5342291    0.048665806     0.71208333    0.059676954
            265      0.5256111    0.042279798     0.45486668    0.039309135     0.60681138    0.045751933
            270     0.54795688    0.041274474     0.47512648    0.038481824     0.63629102    0.045340153
            275     0.38283943    0.024831608     0.31909323    0.021089095     0.46527032    0.030883323
            280     0.45725022    0.061313904     0.39160039    0.054455134     0.53666548    0.070037505
            285     0.33498325    0.022529297     0.28386552     0.01956565     0.39636843    0.027360684
            290     0.31146506    0.023728369     0.26152458    0.020405057     0.37430752    0.028669539
            295     0.28883246    0.024548365     0.24492069    0.021728509     0.34148616    0.029018953
            300     0.27462043    0.027494352     0.23733108    0.025015555     0.31710813    0.031150974
            305     0.27495929    0.036275725     0.23589134    0.033814207     0.32181911    0.038755412
            310     0.24214488    0.024050357     0.21020484    0.021421534     0.27880496    0.028326578
            315     0.27083653    0.042921237       0.232201    0.038199958     0.31591428    0.048299065
            320     0.23914062    0.023113431     0.20417481    0.020408464     0.28101549    0.026827474
            325     0.23505602    0.027592112     0.19963182     0.02471689     0.27754612     0.03164267
            330     0.26518449    0.061064442      0.2345227    0.058339605     0.29825811    0.061555144
            335     0.20137593    0.027782656     0.16890841    0.025190171     0.24367608    0.031094862
            340     0.16159024    0.018710059     0.13818578    0.016830397     0.18773006    0.022928481
            345     0.10050437    0.033914832    0.093099744    0.021901558     0.10501901    0.053484503
            350     0.13145216    0.016626798      0.1163153    0.015373158     0.14637814    0.019803286
            355     0.10860382    0.013321701    0.092547047    0.011734847     0.12703541     0.01615595
            360     0.11896911    0.013214744     0.10186902    0.011649113     0.13829112    0.016379922
            365     0.18285685    0.050943799      0.1602846    0.047008566     0.20780665    0.053980923
            370     0.11756443    0.015912949    0.098014075    0.014036579     0.14150681    0.018327985
            375    0.098882263    0.010852523    0.081733654   0.0092238933     0.11970776    0.013318348
            380    0.088844252    0.016286156    0.077382758    0.014629182    0.099832284     0.01854415
            385    0.088950059    0.011882899     0.07477779    0.010332145     0.10700575    0.014305565
            390    0.096137972    0.012356964    0.080897047    0.010941304      0.1150059    0.014435338
            395     0.13694039    0.026193264     0.12350085    0.024197631     0.14858585    0.028033187
            400    0.081786594    0.014820224    0.069123445    0.013012645     0.09721504    0.017409947
            405    0.070517952    0.010771744    0.059067894   0.0094818634    0.085310179     0.01268429
            410    0.066487401    0.013407151    0.056326614    0.010124827    0.078715894    0.019150849
            415    0.059591831   0.0096054469    0.048992461   0.0080604451    0.073617939    0.012088298
            420    0.049547756    0.010765427    0.044263937   0.0098282929    0.054309409    0.012443049
            425    0.038681259   0.0068689865    0.031919803   0.0055922625    0.047078544    0.008868223
            430    0.056871909   0.0094782069    0.045426299   0.0075401428    0.072231319    0.012676061
            435    0.056538228    0.011443639    0.044942658   0.0092575595    0.069066162    0.014201343
            440    0.055363169   0.0094953022    0.048156417   0.0084819646    0.063340256    0.011320236
            445    0.063490177    0.022152345    0.055058544    0.019666009    0.072833109    0.024723924
            450    0.040142736   0.0084580604    0.035201587   0.0075852028    0.045672736    0.010078929
            455    0.076202106    0.025692661    0.065558367    0.023680838     0.08938132    0.027484072
            460    0.049962736    0.010445315    0.041131811   0.0091273772    0.061962047    0.012458563
            465    0.066500511    0.030064677    0.051186073     0.02040144    0.088900413    0.046451765
            470    0.025637795   0.0084172252    0.021923386   0.0073651663    0.030239409   0.0098494779
            475    0.031155197    0.011107341    0.027801563    0.010074287    0.033596378    0.012280178
            480    0.022804055   0.0052065169    0.018366811   0.0041026264    0.028877697    0.007027531
            485     0.03132683   0.0071484841    0.025885925   0.0059456426    0.038403957   0.0090667793
            490    0.036297185   0.0088410364    0.031269862   0.0078164422     0.04210187    0.010265139
            495    0.030220768   0.0094800678     0.02658937   0.0083584696     0.03332437     0.01120639
            500    0.030220768   0.0094800678     0.02658937   0.0083584696     0.03332437     0.01120639
