#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      22409.844      17.644596      18674.045      15.257263      27185.895      20.893472
              1      22409.844      17.644596      18674.045      15.257263      27185.895      20.893472
