#   y_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7    0.076568896    0.054139678    0.046366142     0.03278628     0.13272441    0.093849541
           -4.6     0.39352461     0.24226122     0.31198622     0.19490649     0.50819194     0.31656766
           -4.5     0.81218602     0.31680571     0.61832578     0.25861486      1.1084459     0.40114527
           -4.4      1.2527264      0.2893881     0.91519095     0.21997665      1.7738622     0.39352289
           -4.3      3.5605757     0.55743895      2.6898661     0.44031381      4.8646034     0.73586428
           -4.2      10.433418      1.6377355      8.1655404      1.3898663      13.615315      1.9227347
           -4.1      14.901924      1.5115296      11.700199      1.2838495      19.415445      1.7990318
             -4      24.082643      1.4630918      18.700232      1.1870474      31.806072      1.8760766
           -3.9      45.082069      2.0752627      35.473299      1.7105559      58.612728       2.605614
           -3.8      70.543602      3.1319209      56.370048      2.6374297      89.845176      3.8181827
           -3.7      97.160902       3.592022      77.484126      3.1045216      124.16028      4.2593644
           -3.6      141.90454      4.0490291      113.65261      3.4233231      180.43343      4.9194504
           -3.5      193.64982      5.3338661      155.72738       4.531114      245.24993      6.3914457
           -3.4      246.77268      5.0851297      198.09679      4.2828112      313.45729      6.2722556
           -3.3      328.71801      6.5180243      264.82564       5.517139      415.61101      7.8747738
           -3.2      386.85162      6.0183925      311.23458      5.0290618      489.93752      7.4110305
           -3.1      479.65336      7.2289665       386.5241      5.8983573      606.62171      9.2574511
             -3      569.71995      7.7640249      461.24041      6.5599386      715.77021      9.4480464
           -2.9      672.56042      9.5594464      545.39795      8.0765783      843.65539      11.564693
           -2.8      746.41409      11.058799      605.24503      9.3382205      936.29523      13.344951
           -2.7      875.06235      12.008132      713.20142      10.343815      1090.2982      14.171873
           -2.6      962.02652      11.958229      782.68215      10.097585      1201.8783      14.647545
           -2.5      1041.1751      11.522126      847.96578        9.72368      1298.5751      13.981842
           -2.4      1133.4094      11.853215      922.69138      10.005408      1414.3009      14.408723
           -2.3      1210.8445      15.900205      987.24841      13.402367      1507.4718      19.163288
           -2.2      1290.7109      13.387089      1051.7422      11.049864      1608.5288      16.748844
           -2.1      1361.2867      14.730877      1110.7445      12.295723      1693.3933      18.090242
             -2      1494.4338      16.974806      1221.6064       14.41547      1854.3602      20.330727
           -1.9      1516.0411      15.259704      1237.1424      12.598597      1886.6267      19.176577
           -1.8      1598.9863      15.649522      1310.3145      13.465476      1977.3776      18.590443
           -1.7      1611.8308      13.341873      1314.5265      11.216057      2004.9788      16.269081
           -1.6      1667.1666      14.136442       1364.965      11.958696      2062.7403      17.251695
           -1.5      1719.3007      14.268024      1408.7793      12.158319      2125.2263      17.307296
           -1.4      1745.7428      15.045563      1428.0713      12.806636      2162.2373       18.21963
           -1.3      1803.5725      16.835861      1475.7055      14.359173      2232.9797      20.231312
           -1.2      1861.5097      17.806799        1525.75      15.135121      2298.8885      21.554452
           -1.1       1835.853      16.436629      1503.9373      13.867823       2268.309       20.25826
             -1      1886.0678      19.511609      1545.1255      16.476167      2331.0551      23.583928
           -0.9       1895.635      16.662749      1551.7369      13.970471      2344.6435       20.47123
           -0.8      1888.8464      16.661942      1543.5412      14.109512      2341.0666      20.091978
           -0.7      1902.0818      15.281724      1553.5923      12.774331      2358.2037      18.865007
           -0.6      1901.1577      15.259141      1555.7052      13.198283       2352.053      19.261258
           -0.5      1921.9499      14.454116      1570.9064      12.225329      2380.7601      17.588335
           -0.4      1937.7613      18.341576      1584.6879       15.31592       2398.151      22.636596
           -0.3      1918.5447      15.295527      1567.5508      13.057324      2377.1556      18.348093
           -0.2      1925.1464      17.458735      1573.4114      15.128743      2384.5698      20.534941
           -0.1       1963.812      15.661623      1606.3635      13.295574      2429.2258       19.04852
              0      1933.5687      16.624354      1581.0615      14.216458      2393.3236      20.079878
            0.1      1936.9847      16.716869      1583.5156      14.187173      2398.4862      20.161377
            0.2       1930.885      16.523446      1579.3274      14.063614      2389.6418      19.921219
            0.3      1926.9462      17.148406      1577.0044      14.549287      2382.7802      20.914898
            0.4      1943.1551      18.302988       1588.533       15.56606      2406.4715      21.936341
            0.5      1907.9491      16.464509      1559.2991      13.860868      2362.6148      20.248106
