#    y_j1-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      23.440694      1.5855914      19.521326      1.3615595      28.432562      1.8738717
           -4.9      37.833291        4.32793       31.18962      3.3510072       46.72702      5.9893434
           -4.8      42.944228      2.2056637      36.119493      1.8844846      51.393864      2.6477573
           -4.7      67.825478      3.5220577      56.986434      3.0819939      81.489467      4.0257948
           -4.6      81.813509      3.4249284      68.485427       2.848146      98.779156      4.2870382
           -4.5      268.17345      6.3720253      223.50899      5.2437233      325.55627      8.1229364
           -4.4        334.871      9.2285499      280.41153      8.0771635      403.99302       10.80675
           -4.3      412.39578      7.4306153      342.66236      6.2798759      502.82506      8.9601472
           -4.2       494.8373      8.2676193      410.51259      6.9081027      604.88181      10.137387
           -4.1      582.65072      10.650536      485.91008      8.7254145      706.69562       13.44904
             -4      686.33964      9.7564845      573.28705      8.3202381      830.56714      11.625101
           -3.9      813.73319      10.370374      680.80006      8.9229696       982.6884      12.261766
           -3.8      969.13199      12.918558       811.3539      11.163866      1169.4201      15.151095
           -3.7      1101.8914      13.067476      924.47925      11.218194      1327.2513      15.541992
           -3.6      1235.8562       15.01505      1036.9838      12.830845      1487.1558      17.800182
           -3.5      1409.2947      14.724017      1183.6525      12.605472      1694.5876      17.628174
           -3.4      1577.8163      15.720696      1324.5302      13.390181       1897.797      18.893655
           -3.3      1776.4562      16.632335      1494.0333      14.482296      2132.0914      19.468568
           -3.2      1942.5366      17.039923      1629.8734      14.642202      2339.1689      20.133116
           -3.1      2135.7095      17.488224      1795.7801      14.967386      2564.4344      20.904286
             -3      2337.5936      18.746387      1966.1899      15.940666      2806.0281      22.624626
           -2.9      2564.3773      21.882505      2158.6052       18.98203      3074.8385      25.629079
           -2.8      2737.3741      21.141454      2300.6237      18.250344      3290.3756       24.98125
           -2.7      2945.9539      21.447737      2479.8233      18.366606      3533.8905      25.685037
           -2.6      3110.7099      22.777527      2615.2275      19.461364      3736.8766       27.34404
           -2.5      3340.8621      23.435117      2810.9399      20.056075       4010.234      27.983663
           -2.4      3524.7833      24.081365       2965.882      20.937212      4230.0546      28.209704
           -2.3      3711.8206      25.281824      3123.2303      22.028199       4455.384      29.541559
           -2.2      3881.8252       24.02016       3267.697      20.733209      4656.3642      28.457169
           -2.1        4019.59      24.570215      3381.2447      21.328789      4825.8733      28.716361
             -2      4230.6146      28.284935      3558.4188      24.593605      5079.0912      33.136223
