#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      13290.953      13.876596      11389.798      12.156456      15928.182      16.682485
            0.5      3729.8006      7.0674167      3231.3343      6.3985852      4347.9844      7.9368001
            1.5      603.26708      3.3267407      525.51434      3.0126879      702.51121      3.7084698
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
