# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150      1.9192521    0.031183533      1.6760529    0.028476199      2.2258121    0.034246296
            200      2.6672584    0.028027664      2.3323182    0.025450917      3.0925372    0.031397223
            250      2.0602333    0.026377122      1.7950614    0.024228533      2.3993046    0.028824308
            300      1.4543433    0.020983857      1.2640227    0.018901346      1.6996943    0.023603698
            350      1.0454251    0.020452317     0.90828528     0.01811418      1.2236424    0.023355247
            400      0.7231952      0.0150389     0.62518254    0.013955862     0.85074694    0.016508099
            450      0.5167551    0.012923469     0.44578643    0.011753878     0.60996312    0.014444418
            500     0.33993524   0.0091570882     0.29254289   0.0082415527     0.40144956    0.010243831
            600     0.33993524   0.0091570882     0.29254289   0.0082415527     0.40144956    0.010243831
