#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.8330642     0.14252394      4.0632463     0.12009505      6.2277249     0.19802422
              5       51.98053     0.46808857      44.270193      0.4028165      64.679352     0.58915506
             10      164.72994       1.085849      140.90087     0.96553536      201.46186      1.2541894
             15      333.27721      1.6692328      286.03593      1.4899015      403.39959      1.9131374
             20      545.34237      2.1843216       469.1262      1.9577296      656.44877       2.489165
             25       785.3612      2.3559529      676.07081      2.1052897      942.91243      2.7116032
             30      1072.7764      2.4019955       923.8691      2.1345866      1286.8047      2.8156565
             35      1519.7375      2.5352047      1309.5226      2.2478934      1822.2227      3.0031863
             40      1999.4681      2.5730807      1723.2726      2.2779539      2390.3656      3.0482918
             45      1484.0517      2.0531081      1277.3377      1.8258933      1759.4637      2.3854518
             50      1016.0829       1.660481       871.8518      1.4753176      1203.0258      1.9157521
             55      710.69027       1.385308       608.2116      1.2343578       841.8703       1.596095
             60      510.13401      1.1885722      434.76053      1.0500283       606.4217      1.3749304
             65      376.83983      0.9974761      320.25201     0.89121316      449.20105      1.1441067
             70      284.99529      0.8129793      241.53004     0.71827223      340.60523     0.94194439
             75      218.55469     0.69786377       184.7336     0.61585339      261.97269     0.81071632
             80      170.73264     0.58856594      144.14533     0.52239497      204.80277       0.680678
             85      137.94595     0.63139823      116.24173     0.54504272      165.86626     0.74990389
             90      110.45161     0.49628883      92.974972     0.43958434      132.91626     0.57424485
             95      90.501187     0.47218798      76.111762     0.41174538      109.11926      0.5600578
            100      73.152243     0.37442577      61.384438     0.32531878      88.431271     0.44731427
            105      60.886302     0.39899665      51.088238     0.37036838      73.591252     0.44335577
            110      51.229351     0.33346754      42.852761      0.2895384      62.107215     0.39624591
            115       43.07275     0.34506345      36.011433     0.31328641      52.221318     0.39055589
            120      36.511103     0.30909742      30.495463     0.27010829      44.285164     0.36262314
            125      31.286515     0.28218931      26.093496     0.24488871      38.036444     0.33570816
            130      26.326473     0.22578908      21.880115     0.19561522      32.127109     0.26879491
