#   m_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19    0.012232579    0.009234605   0.0070723422   0.0053402916    0.023298524    0.017586125
             20              0              0              0              0              0              0
             21    0.019142224   0.0085600635    0.013203543   0.0059245607    0.029512205    0.013285974
             22   0.0038284448   0.0038282533   0.0024306102   0.0024304887   0.0064743109   0.0064739872
             23    0.019142224   0.0085602347    0.012287598   0.0055373443    0.032648524    0.014761142
             24    0.015313779   0.0076565067    0.010600197   0.0053235403    0.023477165    0.011844648
             25    0.019173228    0.010140365    0.012747244   0.0064657929    0.033969488    0.019137448
             26    0.029394881    0.012422449    0.022279036   0.0090538424    0.040769094    0.018658486
             27    0.022970669   0.0093772673    0.015003248   0.0061464429    0.037866338    0.015537147
             28    0.029369291    0.013212738    0.022248031   0.0093607234    0.040023721     0.02060114
             29    0.034651574    0.013722324    0.025132579   0.0099681526    0.051949114    0.020738209
             30    0.050841633     0.01604771    0.036112402    0.011082981    0.075260631    0.025450966
             31    0.044317912    0.015383098    0.031425492    0.010549604    0.066617027    0.025041579
             32    0.058036121    0.018283902    0.045143504    0.012712952    0.074072737     0.02914681
             33    0.081402164    0.019256077     0.05909124    0.013614157     0.11691585     0.02945826
             34    0.025826673    0.013148153    0.019035433   0.0089738378    0.037337304    0.021547209
             35     0.09614173    0.021817064    0.069291633    0.016425575     0.14215817    0.032106241
             36    0.079851672    0.018768812    0.058479429    0.013654906     0.11431417    0.027857616
             37     0.14813002    0.026229694     0.10742254    0.018816879      0.2153876     0.03988671
             38     0.14452165    0.025332219     0.10774124    0.018778545     0.20238534    0.036882132
             39     0.12939764    0.024685928    0.097271851     0.01846542     0.17850945    0.036464674
             40     0.13330492    0.022887685    0.095464074     0.01649492     0.19657963    0.033969317
             41      0.1811688    0.030310485     0.13459026    0.021944939     0.25415945     0.04531148
             42     0.21493405    0.032035691     0.16179419    0.024124414     0.29915148     0.04597937
             43     0.18171594    0.027904191     0.13223376    0.020034791      0.2606123    0.042223676
             44     0.22548159    0.032900892     0.17120837    0.024549562     0.30841949    0.048612474
             45     0.20606535    0.031883004     0.15559688    0.023299087     0.28538445    0.047489432
             46     0.27191082    0.036453267     0.20892046    0.027461287     0.36531782    0.053696702
             47     0.23703484    0.040006705     0.18844941    0.033313005     0.30589823    0.052000747
             48     0.37290673    0.048207941     0.29176417    0.040795713     0.49527707    0.061714233
             49     0.39482883    0.044601207     0.31336696    0.036103657     0.50892701    0.059417125
             50     0.38660599    0.041787802     0.29841403    0.031874281     0.51915571    0.059733287
             51     0.28010688    0.036597635     0.20910709    0.027199017     0.39229823     0.05312175
             52      0.4706061    0.056485373     0.38161132    0.049063265     0.59024517    0.070577387
             53     0.53556175      0.1017431     0.45161587    0.085856463     0.64302539     0.12566587
             54     0.50115927    0.048826417     0.38582238    0.037617746     0.67717923    0.068425288
             55     0.55993444    0.055689977     0.44025482    0.045447951     0.73274206    0.072212945
             56     0.68262007    0.064105448     0.54223809    0.053797985     0.88849902    0.080728068
             57     0.74068218     0.07049141     0.59120276    0.058812589     0.95469252    0.089608974
             58     0.80959842    0.068619266     0.64168543    0.056668495      1.0526783    0.089114166
             59     0.74508227     0.06224357     0.58825732    0.050421955     0.96872687     0.08281098
             60     0.85260125    0.067801767     0.67735719    0.054642626      1.1034531     0.09112004
             61       1.135085     0.20245813     0.93376181     0.18812116       1.403291     0.20698704
             62     0.99411062     0.11320175     0.80663701     0.10441105      1.2548452     0.12438362
             63      1.0164339    0.074666203     0.81942765    0.061405672      1.2841428    0.096181231
             64      1.2014692    0.087212525      0.9689008    0.075924382      1.5224113     0.10695604
             65      1.1842172    0.083344683     0.96010447    0.070505029        1.48778     0.10376661
             66      1.1739558    0.083116233     0.95511892    0.068661018       1.467762     0.10754171
             67      1.5625844     0.13857024      1.2804341     0.13599812      1.9397533     0.13711082
             68      1.4339257    0.092385296      1.1569337    0.077271776      1.8191018     0.11600367
             69       1.483847      0.0975555      1.2081981    0.082552807      1.8513259     0.12028842
             70      1.7857297     0.11934412      1.4815843     0.10589307      2.1872121     0.14639466
             71      1.9577041     0.12587921      1.6068701     0.10948512      2.4207058      0.1497057
             72      2.0794973     0.11295954      1.7030663    0.095866169      2.5758069     0.14078446
             73      2.0965804      0.1099969      1.7187101    0.091101299       2.588457      0.1401735
             74      2.1618168      0.1152065      1.7848774    0.097006582      2.6492205     0.14409088
             75      2.8917458     0.16938278      2.3734518     0.15724599      3.5928553     0.18360495
             76       2.631131     0.12596984      2.1586068     0.10541798      3.2510091     0.15857314
             77      3.1354697     0.16145086      2.6023554        0.14321      3.8035234     0.19745763
             78      3.6079544     0.16793716      2.9712409     0.14849776      4.4407054     0.19475639
             79      3.7493273     0.16510706      3.0658528     0.14343878      4.6807375     0.19672247
             80      4.3612849     0.25189783      3.6284525     0.22348564       5.314372     0.28604034
             81      4.7440771     0.18328515      3.9459264     0.15826476      5.7763983     0.22463113
             82      5.1203912      0.2221543      4.2621658     0.19879097      6.1935832     0.25278424
             83      5.7548489     0.21540819      4.7648896     0.18672739      7.0603626     0.26232107
             84      6.4711909     0.26662711      5.4205453     0.23362893       7.826772     0.31063823
