# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      51099.398      27.894414      43866.808      25.259298      61081.841      31.897433
              1      51099.398      27.894414      43866.808      25.259298      61081.841      31.897433
