#   pt_Z-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.21069905    0.014943105     0.16439083    0.011387469      0.2757807    0.022038963
              5      0.7772908    0.033457892     0.59641292    0.026857727      1.0412284    0.044023795
             10      1.2074526    0.036052923     0.92572412    0.027922931      1.6181347    0.049621987
             15      1.7033444    0.045377324      1.3022986    0.035642713      2.2915185    0.061461248
             20      2.0559753    0.049411611      1.5721302    0.038430666      2.7638305    0.067752818
             25      2.3133581    0.052842095       1.779343    0.041408212      3.0875924    0.073321039
             30      2.7761425    0.097503085      2.1621248    0.078918344      3.6503909     0.12820189
             35      2.9357063     0.07199192      2.2494898    0.054944318      3.9353368     0.10017556
             40      2.9859127    0.078838713       2.318948    0.065558341      3.9343758     0.10126955
             45      3.0799212    0.061576695      2.3681452    0.049034916      4.1161331    0.082746691
             50      3.3578408     0.09305216      2.5847646    0.072892023      4.4783168     0.12678333
             55      3.4046322    0.078351868      2.6403894    0.065116448      4.5021584     0.10065955
             60      3.4697581    0.070644767      2.6826596    0.055619116      4.6011968    0.096111677
             65      3.3980308    0.092646338      2.6175056    0.073999448      4.5262173     0.12083649
             70      3.2676724    0.074350594      2.5355932    0.060860571      4.3144569    0.095451934
             75      3.2587125    0.099384011      2.5448336    0.077289221       4.266831     0.14490642
             80      3.3441227     0.11022606      2.5879891    0.082615559      4.4289937     0.15492222
             85      3.0457757    0.071757793       2.367721     0.05875052      4.0114869    0.094021633
             90      3.0613813    0.070807283      2.3606649    0.057709751       4.074808    0.091548327
             95      2.8401729    0.063542822      2.1933095    0.050816864      3.7742297    0.083853792
            100      3.0355842     0.12694686      2.3598523     0.10858963      4.0032451     0.15186278
            105      3.0384523     0.11781752      2.3517765    0.097634734      4.0279484     0.14509429
            110      2.9535787     0.12271706      2.2966496     0.10145625      3.8936005      0.1526841
            115      2.6147221    0.066009177      2.0250013    0.052603722      3.4578485    0.086923306
            120      2.8386384     0.20886297      2.2230065     0.17122867        3.70961      0.2594978
            125      2.6818019    0.091519883      2.0958854    0.076472441      3.5163815     0.11408034
            130      2.4688614     0.10380803      1.9169026    0.084451077      3.2594053     0.13209166
            135      2.2373013    0.056843356       1.742596    0.045274582      2.9361224    0.076371439
            140      2.5704353     0.18447093      1.9862469     0.14249635      3.4132364     0.24697257
            145      2.5570484     0.16783268      2.0095365     0.13902307       3.329173     0.20633086
            150      2.2397533    0.068375949      1.7436338    0.055145035      2.9442701    0.089093913
            155      2.2487871    0.080288982       1.766937    0.067014103       2.921883    0.099298291
            160      2.1668373    0.084123587      1.7083094    0.073003463      2.8052441    0.099731851
            165      2.1239097    0.061214123      1.6636928    0.050342929      2.7686305    0.077970473
            170       2.034267    0.083524989      1.6043186    0.071842878      2.6281389     0.11253205
            175        1.94646    0.048605549       1.518771    0.038723475      2.5462874    0.064886719
