# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 30
             -8      4.1468648     0.61224398      3.3582308     0.50267673      5.2761093      0.7752764
           -7.9      6.1129596      2.6021011      4.9214687      1.9798812      7.7367943      3.4958272
           -7.8      4.8735398     0.76616343      4.0984405     0.74489269      5.8787244     0.79546888
           -7.7      5.6371073     0.64258082      4.5485718     0.52561547      7.2082389     0.82845453
           -7.6      8.8280472     0.96598726      7.2274208     0.79758036      11.063874      1.2175141
           -7.5      9.2244429      1.0965535      7.4236963     0.91745203      11.848661      1.3588747
           -7.4      11.734979      1.7174911       9.600063       1.395813      14.675472       2.186081
           -7.3      10.929099       1.026536      8.8620379     0.82820766       13.88091      1.3247449
           -7.2      12.095187      1.0468498      9.7882629      0.8628839      15.411964      1.3246005
           -7.1      15.053049      1.3575664      12.350977       1.063762      18.914147      1.8268584
             -7       19.80374      2.0265466       15.91463      1.6206151      25.413706      2.6158652
           -6.9      22.208984      1.9822549      18.154078      1.6886019      27.786372      2.3642041
           -6.8      29.755705      5.3583824      23.470563      4.0318674      38.920774       7.312274
           -6.7      27.478856      2.7358606      22.335154      1.9973131      34.730588      3.9975502
           -6.6      36.736139      2.3607162       29.77132       1.961714      46.387638       2.906814
           -6.5      40.401278      2.0961586      32.549248      1.7497249      51.562946       2.597376
           -6.4       46.64084      2.5044006      37.989625      2.0514564      58.541391      3.1784334
           -6.3      48.117144      2.6598761      38.629797      2.1789094      61.525211      3.3848658
           -6.2        57.6868      3.7565848      47.022613      3.0619653      72.167412      4.7011052
           -6.1      67.776537      3.2773584      55.475724      2.6839615      84.459088      4.1542491
             -6      70.332729      2.5463135      56.600388      2.0797983      89.532043       3.235671
           -5.9      79.064764      2.7006441      63.923332      2.2329707      100.04288      3.3992624
           -5.8      100.26141      3.7649196      81.273717      3.0655085      126.38737      4.7617941
           -5.7       103.5399      3.9890278      83.736828      3.1824594       130.9093      5.2314304
           -5.6        120.129      5.1653587      97.213199      4.3557979      151.87657      6.4344052
           -5.5      130.15862      4.1190084      104.94806      3.2333639      165.03026      5.5359884
           -5.4      161.64294      5.5269209      130.01688      4.3944675      205.44856      7.1665031
           -5.3      171.63499      4.1537176      138.46597      3.4340734      217.29802      5.1938974
           -5.2      191.19523       5.434901       154.5129      4.1813317      241.52081      7.4208409
           -5.1       215.2655      5.5172911      174.56752      4.5183657      270.64893      6.9827922
             -5      242.66514      5.5072044      195.65938      4.4708535      307.31437      7.0520536
           -4.9      277.79586      6.6820248      224.04567      5.2844902       351.5341      8.8002661
           -4.8      307.43291      9.5041328       248.9082      8.5783168      387.63331      10.659028
           -4.7      327.65932      5.6498664       265.3408      4.6649519      412.42637      7.1994722
           -4.6      366.01559      6.7759277      296.93409       5.591468      459.77897      8.4939898
           -4.5      421.00848      8.2428049      341.02766      6.8013292      529.51863      10.283692
           -4.4      470.47962      8.3528074      382.82757      6.9534476      587.90559      10.248316
           -4.3      514.56389      10.200416        417.099      8.2686358      646.69586       12.89633
           -4.2      546.00042      7.9760919      444.47983      6.6278358      682.16514      9.8697082
           -4.1      597.11596      8.5392972      486.49647      6.9818302      745.20055      10.794996
             -4      694.67097      11.556616      566.30762        9.30889      865.93028      14.843989
           -3.9      734.27043      11.607844      599.31389      9.8017517      913.81552       14.01093
           -3.8      801.19905      11.496832      653.06257      9.5527871      999.10816      14.107976
           -3.7      857.05911      10.710294       701.6769      9.0419329       1062.342      13.000066
