#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9557.6352      11.365142      7803.3071      9.6396981      11867.123      13.823133
              1      9557.6352      11.365142      7803.3071      9.6396981      11867.123      13.823133
